"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"1638","Carex buxbaumii","Carex","","buxbaumii",NA,NA,"","","kew-225215",TRUE,"1.1","Accepted","Cyperaceae","Carex","","buxbaumii","","","Wahlenb.","kew-225215","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1639","Carex capillaris","Carex","","capillaris",NA,NA,"","","kew-225305",TRUE,"1.1","Accepted","Cyperaceae","Carex","","capillaris","","","L.","kew-225305","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1640","Carex lachenalii","Carex","","lachenalii",NA,NA,"","","kew-227854",TRUE,"1.1","Accepted","Cyperaceae","Carex","","lachenalii","","","Schkuhr","kew-227854","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1641","Carex microglochin","Carex","","microglochin",NA,NA,"","","kew-228638",TRUE,"1.1","Accepted","Cyperaceae","Carex","","microglochin","","","Wahlenb.","kew-228638","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1642","Carex pulicaris","Carex","","pulicaris",NA,NA,"","","kew-230115",TRUE,"1.1","Accepted","Cyperaceae","Carex","","pulicaris","","","L.","kew-230115","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1643","Carex rariflora","Carex","","rariflora",NA,NA,"","","kew-230231",TRUE,"1.1","Accepted","Cyperaceae","Carex","","rariflora","","","(Wahlenb.) Sm.","kew-230231","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1644","Carex rostrata","Carex","","rostrata",NA,NA,"","","kew-230464",TRUE,"1.1","Accepted","Cyperaceae","Carex","","rostrata","","","Stokes","kew-230464","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1645","Carex saxatilis","Carex","","saxatilis",NA,NA,"","","kew-230640",TRUE,"1.1","Accepted","Cyperaceae","Carex","","saxatilis","","","L.","kew-230640","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1646","Carlina biebersteinii","Carlina","","biebersteinii",NA,NA,"","","gcc-17982",TRUE,"1.1","Accepted","Compositae","Carlina","","biebersteinii","","","Bernh. ex Hornem.","gcc-17982","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1647","Centaurea reflexa","Centaurea","","reflexa",NA,NA,"","","gcc-132721",TRUE,"1.1","Accepted","Compositae","Centaurea","","reflexa","","","Lam.","gcc-132721","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1648","Cerastium alpinum","Cerastium","","alpinum",NA,NA,"","","kew-2709871",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","alpinum","","","L.","kew-2709871","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1649","Cerastium arcticum","Cerastium","","arcticum",NA,NA,"","","kew-2709929",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","arcticum","","","Lange","kew-2709929","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1650","Cerastium argenteum","Cerastium","","argenteum",NA,NA,"","","kew-2709943",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","argenteum","","","M.Bieb.","kew-2709943","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1651","Cerastium cerastoides","Cerastium","","cerastoides",NA,NA,"","","kew-2710156",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","cerastoides","","","(L.) Britton","kew-2710156","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1652","Cochlearia tatrae","Cochlearia","","tatrae",NA,NA,"","","kew-2729968",TRUE,"1.1","Accepted","Brassicaceae","Cochlearia","","tatrae","","","Borbás","kew-2729968","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1653","Comarum palustre","Comarum","","palustre",NA,NA,"","","rjp-1293",TRUE,"1.1","Accepted","Rosaceae","Comarum","","palustre","","","L.","rjp-1293","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1654","Cortusa matthioli","Cortusa","","matthioli",NA,NA,"","","kew-2738364",TRUE,"1.1","Synonym","Primulaceae","Primula","","matthioli","","","(L.) K.Richt.","kew-2565286","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1655","Crepis sibirica","Crepis","","sibirica",NA,NA,"","","gcc-38811",TRUE,"1.1","Accepted","Compositae","Crepis","","sibirica","","","L.","gcc-38811","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1656","Delphinium cyphoplectrum","Delphinium","","cyphoplectrum",NA,NA,"","","kew-2759644",TRUE,"1.1","Unresolved","Ranunculaceae","Delphinium","","cyphoplectrum","","","Boiss.","kew-2759644","Unresolved",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1657","Delphinium elatum","Delphinium","","elatum",NA,NA,"","","kew-2759714",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","elatum","","","L.","kew-2759714","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1658","Dianthus barbatus","Dianthus","","barbatus",NA,NA,"","","kew-2763865",TRUE,"1.1","Accepted","Caryophyllaceae","Dianthus","","barbatus","","","L.","kew-2763865","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1659","Dianthus furcatus","Dianthus","","furcatus",NA,NA,"","","kew-2764239",TRUE,"1.1","Accepted","Caryophyllaceae","Dianthus","","furcatus","","","Balb.","kew-2764239","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1660","Dianthus orientalis","Dianthus","","orientalis",NA,NA,"","","kew-2764647",TRUE,"1.1","Accepted","Caryophyllaceae","Dianthus","","orientalis","","","Adams","kew-2764647","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1661","Dianthus plumarius","Dianthus","","plumarius",NA,NA,"","","kew-2764711",TRUE,"1.1","Accepted","Caryophyllaceae","Dianthus","","plumarius","","","L.","kew-2764711","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1662","Doronicum austriacum","Doronicum","","austriacum",NA,NA,"","","gcc-142968",TRUE,"1.1","Accepted","Compositae","Doronicum","","austriacum","","","Jacq.","gcc-142968","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1663","Draba aizoides","Draba","","aizoides",NA,NA,"","","kew-2776161",TRUE,"1.1","Accepted","Brassicaceae","Draba","","aizoides","","","L.","kew-2776161","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1664","Draba norvegica","Draba","","norvegica",NA,NA,"","","kew-2777076",TRUE,"1.1","Accepted","Brassicaceae","Draba","","norvegica","","","Gunnerus","kew-2777076","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1665","Eleocharis quinqueflora","Eleocharis","","quinqueflora",NA,NA,"","","kew-242813",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","quinqueflora","","","(Hartmann) O.Schwarz","kew-242813","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1666","Elymus caninus","Elymus","","caninus",NA,NA,"","","kew-410994",TRUE,"1.1","Accepted","Poaceae","Elymus","","caninus","","","(L.) L.","kew-410994","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1667","Epilobium alpestre","Epilobium","","alpestre",NA,NA,"","","kew-2790071",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","alpestre","","","(Jacq.) Krock.","kew-2790071","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1668","Epilobium alsinifolium","Epilobium","","alsinifolium",NA,NA,"","","kew-2790084",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","alsinifolium","","","Vill.","kew-2790084","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1669","Eriophorum latifolium","Eriophorum","","latifolium",NA,NA,"","","kew-244565",TRUE,"1.1","Accepted","Cyperaceae","Eriophorum","","latifolium","","","Hoppe","kew-244565","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1670","Erysimum pieninicum","Erysimum","","pieninicum",NA,NA,"","","kew-2800368",TRUE,"1.1","Synonym","Brassicaceae","Erysimum","","hungaricum","","","Zapal.","kew-2800127","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1671","Festuca altissima","Festuca","","altissima",NA,NA,"","","kew-414433",TRUE,"1.1","Accepted","Poaceae","Festuca","","altissima","","","All.","kew-414433","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1672","Festuca melanopsis","Festuca","","melanopsis",NA,NA,"","","kew-415669",TRUE,"1.1","Synonym","Poaceae","Festuca","","violacea","","","Ser. ex Gaudin","kew-417166","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1673","Festuca nigrescens","Festuca","","nigrescens",NA,NA,"","","kew-415766",TRUE,"1.1","Accepted","Poaceae","Festuca","","nigrescens","","","Lam.","kew-415766","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1674","Galium articulatum","Galium","","articulatum",NA,NA,"","","kew-85730",TRUE,"1.1","Synonym","Rubiaceae","Galium","","rubioides","","","L.","kew-87372","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1675","Gentiana burseri","Gentiana","","burseri",NA,NA,"","","kew-2820109",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","burseri","","","Lapeyr.","kew-2820109","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1676","Gentiana depressa","Gentiana","","depressa",NA,NA,"","","kew-2820368",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","depressa","","","D.Don","kew-2820368","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1677","Gentiana grandiflora","Gentiana","","grandiflora",NA,NA,"","","kew-2820584",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","grandiflora","","","Laxm.","kew-2820584","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1678","Gentiana rockhillii","Gentiana","","rockhillii",NA,NA,"","","kew-2821393",TRUE,"1.1","Synonym","Gentianaceae","Gentiana","","haynaldii","","","Kanitz","kew-2820616","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1679","Gentiana septemfida","Gentiana","","septemfida",NA,NA,"","","kew-2821513",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","septemfida","","","Pall.","kew-2821513","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1680","Gentiana wattenii","Gentiana","","wattenii",NA,NA,"","","",FALSE,"1.1","","","Gentiana","","wattenii",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1681","Gentianella amarella","Gentianella","","amarella",NA,NA,"","","kew-2821885",TRUE,"1.1","Accepted","Gentianaceae","Gentianella","","amarella","","","(L.) Harry Sm.","kew-2821885","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1682","Geum pyrenaicum","Geum","","pyrenaicum",NA,NA,"","","rjp-9326",TRUE,"1.1","Accepted","Rosaceae","Geum","","pyrenaicum","","","Mill.","rjp-9326","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1683","Geum rivale","Geum","","rivale",NA,NA,"","","rjp-357",TRUE,"1.1","Accepted","Rosaceae","Geum","","rivale","","","L.","rjp-357","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1684","Glyceria notata","Glyceria","","notata",NA,NA,"","","kew-417883",TRUE,"1.1","Accepted","Poaceae","Glyceria","","notata","","","Chevall.","kew-417883","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1685","Gypsophila elegans","Gypsophila","","elegans",NA,NA,"","","kew-2836649",TRUE,"1.1","Accepted","Caryophyllaceae","Gypsophila","","elegans","","","M.Bieb.","kew-2836649","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1686","Heliotropium ellipticum","Heliotropium","","ellipticum",NA,NA,"","","kew-2843982",TRUE,"1.1","Accepted","Boraginaceae","Heliotropium","","ellipticum","","","Ledeb.","kew-2843982","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1687","Herminium monorchis","Herminium","","monorchis",NA,NA,"","","kew-98526",TRUE,"1.1","Accepted","Orchidaceae","Herminium","","monorchis","","","(L.) R.Br.","kew-98526","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1688","Hieracium attenuatifolium","Hieracium","","attenuatifolium",NA,NA,"","","gcc-8618",TRUE,"1.1","Accepted","Compositae","Hieracium","","attenuatifolium","","","P.D.Sell & C.West","gcc-8618","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1689","Hieracium backhousei","Hieracium","","backhousei",NA,NA,"","","gcc-37652",TRUE,"1.1","Accepted","Compositae","Hieracium","","backhousei","","","F.Hanb.","gcc-37652","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1690","Hieracium calenduliflorum","Hieracium","","calenduliflorum",NA,NA,"","","gcc-117731",TRUE,"1.1","Accepted","Compositae","Hieracium","","calenduliflorum","","","Backh.f.","gcc-117731","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1691","Hieracium calvum","Hieracium","","calvum",NA,NA,"","","gcc-119910",TRUE,"1.1","Accepted","Compositae","Hieracium","","calvum","","","P.D.Sell & D.J.Tennant","gcc-119910","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1692","Hieracium completum","Hieracium","","completum",NA,NA,"","","gcc-94705",TRUE,"1.1","Accepted","Compositae","Hieracium","","completum","","","P.D.Sell & C.West","gcc-94705","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1693","Hieracium eximium","Hieracium","","eximium",NA,NA,"","","gcc-121245",TRUE,"1.1","Accepted","Compositae","Hieracium","","eximium","","","Backh.f.","gcc-121245","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1694","Hieracium globosiflorum","Hieracium","","globosiflorum",NA,NA,"","","gcc-116304",TRUE,"1.1","Accepted","Compositae","Hieracium","","globosiflorum","","","Pugsley","gcc-116304","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1695","Hieracium graniticola","Hieracium","","graniticola",NA,NA,"","","gcc-9994",TRUE,"1.1","Accepted","Compositae","Hieracium","","graniticola","","","W.R.Linton","gcc-9994","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1696","Hieracium hanburyi","Hieracium","","hanburyi",NA,NA,"","","gcc-10354",TRUE,"1.1","Accepted","Compositae","Hieracium","","hanburyi","","","Pugsley","gcc-10354","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1697","Hieracium larigense","Hieracium","","larigense",NA,NA,"","","gcc-39263",TRUE,"1.1","Accepted","Compositae","Hieracium","","larigense","","","(Pugsley) P.D.Sell & C.West","gcc-39263","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1698","Hieracium leptodon","Hieracium","","leptodon",NA,NA,"","","gcc-14250",TRUE,"1.1","Accepted","Compositae","Hieracium","","leptodon","","","P.D.Sell & D.J.Tennant","gcc-14250","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1699","Hieracium macrocarpum","Hieracium","","macrocarpum",NA,NA,"","","gcc-135270",TRUE,"1.1","Accepted","Compositae","Hieracium","","macrocarpum","","","Pugsley","gcc-135270","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1700","Hieracium milesii","Hieracium","","milesii",NA,NA,"","","gcc-118440",TRUE,"1.1","Accepted","Compositae","Hieracium","","milesii","","","P.D.Sell & C.West","gcc-118440","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1701","Hieracium pensum","Hieracium","","pensum",NA,NA,"","","gcc-35605",TRUE,"1.1","Unresolved","Compositae","Hieracium","","pensum","","","P.D.Sell & C.West","gcc-35605","Unresolved",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1702","Hieracium perscitum","Hieracium","","perscitum",NA,NA,"","","gcc-131868",TRUE,"1.1","Accepted","Compositae","Hieracium","","perscitum","","","P.D.Sell & C.West","gcc-131868","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1703","Hieracium snowdoniense","Hieracium","","snowdoniense",NA,NA,"","","gcc-129010",TRUE,"1.1","Accepted","Compositae","Hieracium","","snowdoniense","","","P.D.Sell & C.West","gcc-129010","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1704","Hieracium stewartii","Hieracium","","stewartii",NA,NA,"","","gcc-78461",TRUE,"1.1","Accepted","Compositae","Hieracium","","stewartii","","","(F.Hanb.) Roffey","gcc-78461","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1705","Hieracium zygophorum","Hieracium","","zygophorum",NA,NA,"","","gcc-131286",TRUE,"1.1","Accepted","Compositae","Hieracium","","zygophorum","","","Hyl.","gcc-131286","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1706","Holosteum marginatum","Holosteum","","marginatum",NA,NA,"","","kew-2852514",TRUE,"1.1","Unresolved","Caryophyllaceae","Holosteum","","marginatum","","","C.A.Mey.","kew-2852514","Unresolved",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1707","Horminum pyrenaicum","Horminum","","pyrenaicum",NA,NA,"","","kew-100217",TRUE,"1.1","Accepted","Lamiaceae","Horminum","","pyrenaicum","","","L.","kew-100217","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1708","Hyssopus angustifolius","Hyssopus","","angustifolius",NA,NA,"","","kew-102244",TRUE,"1.1","Synonym","Lamiaceae","Hyssopus","","officinalis","","","L.","kew-102273","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1709","Juncus balticus","Juncus","","balticus",NA,NA,"","","kew-314486",TRUE,"1.1","Accepted","Juncaceae","Juncus","","balticus","","","Willd.","kew-314486","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1710","Juncus biglumis","Juncus","","biglumis",NA,NA,"","","kew-314533",TRUE,"1.1","Accepted","Juncaceae","Juncus","","biglumis","","","L.","kew-314533","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1711","Juncus castaneus","Juncus","","castaneus",NA,NA,"","","kew-314733",TRUE,"1.1","Accepted","Juncaceae","Juncus","","castaneus","","","Sm.","kew-314733","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1712","Juncus filiformis","Juncus","","filiformis",NA,NA,"","","kew-315000",TRUE,"1.1","Accepted","Juncaceae","Juncus","","filiformis","","","L.","kew-315000","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1713","Juncus triglumis","Juncus","","triglumis",NA,NA,"","","kew-316034",TRUE,"1.1","Accepted","Juncaceae","Juncus","","triglumis","","","L.","kew-316034","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1714","Jurinea blanda","Jurinea","","blanda",NA,NA,"","","gcc-37049",TRUE,"1.1","Accepted","Compositae","Jurinea","","blanda","","","(M.Bieb.) C.A.Mey.","gcc-37049","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1715","Kobresia simpliciuscula","Kobresia","","simpliciuscula",NA,NA,"","","kew-251090",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","simpliciuscula","","","(Wahlenb.) Mack.","kew-251090","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1716","Krascheninnikovia ceratoides","Krascheninnikovia","","ceratoides",NA,NA,"","","kew-2333824",TRUE,"1.1","Accepted","Amaranthaceae","Krascheninnikovia","","ceratoides","","","(L.) Gueldenst.","kew-2333824","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1717","Laserpitium hispidum","Laserpitium","","hispidum",NA,NA,"","","kew-2341606",TRUE,"1.1","Accepted","Apiaceae","Laserpitium","","hispidum","","","M.Bieb.","kew-2341606","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1718","Leontopodium alpinum","Leontopodium","","alpinum",NA,NA,"","","gcc-10659",TRUE,"1.1","Synonym","Compositae","Leontopodium","","nivale","subsp.","alpinum","(Cass.) Greuter","gcc-49185","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1719","Ligusticum scoticum","Ligusticum","","scoticum",NA,NA,"","","kew-2343883",TRUE,"1.1","Accepted","Apiaceae","Ligusticum","","scoticum","","","L.","kew-2343883","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1720","Lilium martagon","Lilium","","martagon",NA,NA,"","","kew-279985",TRUE,"1.1","Accepted","Liliaceae","Lilium","","martagon","","","L.","kew-279985","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1721","Linnaea borealis","Linnaea","","borealis",NA,NA,"","","kew-2337127",TRUE,"1.1","Accepted","Caprifoliaceae","Linnaea","","borealis","","","L.","kew-2337127","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1722","Loiseleuria procumbens","Loiseleuria","","procumbens",NA,NA,"","","kew-2337993",TRUE,"1.1","Accepted","Ericaceae","Loiseleuria","","procumbens","","","(L.) Loisel.","kew-2337993","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1723","Lonicera pyrenaica","Lonicera","","pyrenaica",NA,NA,"","","kew-2340593",TRUE,"1.1","Accepted","Caprifoliaceae","Lonicera","","pyrenaica","","","L.","kew-2340593","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1724","Luzula lutea","Luzula","","lutea",NA,NA,"","","kew-316449",TRUE,"1.1","Accepted","Juncaceae","Luzula","","lutea","","","(All.) DC.","kew-316449","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1725","Luzula nivea","Luzula","","nivea",NA,NA,"","","kew-316553",TRUE,"1.1","Accepted","Juncaceae","Luzula","","nivea","","","(Nathh.) DC.","kew-316553","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1726","Meconopsis cambrica","Meconopsis","","cambrica",NA,NA,"","","kew-2502558",TRUE,"1.1","Synonym","Papaveraceae","Papaver","","cambricum","","","L.","kew-2560601","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1727","Minuartia inamoena","Minuartia","","inamoena",NA,NA,"","","tro-6300150",TRUE,"1.1","Accepted","Caryophyllaceae","Minuartia","","inamoena","","","(C.A. Mey.) Woronow ex Grossh.","tro-6300150","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1728","Minuartia laricifolia","Minuartia","","laricifolia",NA,NA,"","","kew-2369550",TRUE,"1.1","Accepted","Caryophyllaceae","Minuartia","","laricifolia","","","(L.) Schinz & Thell.","kew-2369550","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1729","Minuartia rubella","Minuartia","","rubella",NA,NA,"","","kew-2369666",TRUE,"1.1","Accepted","Caryophyllaceae","Minuartia","","rubella","","","(Wahlenb.) Hiern","kew-2369666","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1730","Minuartia sedoides","Minuartia","","sedoides",NA,NA,"","","kew-2369677",TRUE,"1.1","Accepted","Caryophyllaceae","Minuartia","","sedoides","","","(L.) Hiern","kew-2369677","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1731","Minuartia stricta","Minuartia","","stricta",NA,NA,"","","kew-2369672",TRUE,"1.1","Accepted","Caryophyllaceae","Minuartia","","stricta","","","(Sw.) Hiern","kew-2369672","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1732","Minuartia wiesneri","Minuartia","","wiesneri",NA,NA,"","","kew-2369326",TRUE,"1.1","Synonym","Caryophyllaceae","Minuartia","","montana","subsp.","wiesneri","(Stapf) McNeill","kew-2869846","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1733","Myricaria germanica","Myricaria","","germanica",NA,NA,"","","kew-2508623",TRUE,"1.1","Accepted","Tamaricaceae","Myricaria","","germanica","","","(L.) Desv.","kew-2508623","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1734","Noccaea caerulescens","Noccaea","","caerulescens",NA,NA,"","","kew-2381293",TRUE,"1.1","Synonym","Brassicaceae","Thlaspi","","caerulescens","","","J.Presl & C.Presl","kew-2437636","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1735","Onobrychis montana","Onobrychis","","montana",NA,NA,"","","ild-8944",TRUE,"1.1","Accepted","Leguminosae","Onobrychis","","montana","","","DC.","ild-8944","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1736","Oxytropis campestris","Oxytropis","","campestris",NA,NA,"","","ild-8972",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","campestris","","","(L.) DC.","ild-8972","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1737","Oxytropis halleri","Oxytropis","","halleri",NA,NA,"","","ild-8980",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","halleri","","","Koch","ild-8980","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1738","Oxytropis lapponica","Oxytropis","","lapponica",NA,NA,"","","ild-8982",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","lapponica","","","(Wahlenb.) Gay","ild-8982","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1739","Papaver alpinum&ernesti-mayeri","Papaver","","alpinum&ernesti-mayeri",NA,NA,"","","kew-2560657",TRUE,"1.1","Accepted","Papaveraceae","Papaver","","alpinum","","","L.","kew-2560657","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1740","Phleum hirsutum","Phleum","","hirsutum",NA,NA,"","","kew-433801",TRUE,"1.1","Accepted","Poaceae","Phleum","","hirsutum","","","Honck.","kew-433801","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1741","Phleum subulatum","Phleum","","subulatum",NA,NA,"","","kew-433886",TRUE,"1.1","Accepted","Poaceae","Phleum","","subulatum","","","(Savi) Asch. & Graebn.","kew-433886","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1742","Physospermum cornubiense","Physospermum","","cornubiense",NA,NA,"","","kew-2402448",TRUE,"1.1","Accepted","Apiaceae","Physospermum","","cornubiense","","","(L.) DC.","kew-2402448","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1743","Phyteuma hedraianthifolium","Phyteuma","","hedraianthifolium",NA,NA,"","","kew-355407",TRUE,"1.1","Accepted","Campanulaceae","Phyteuma","","hedraianthifolium","","","Rich.Schulz","kew-355407","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1744","Pilosella peleteriana","Pilosella","","peleteriana",NA,NA,"","","gcc-95552",TRUE,"1.1","Accepted","Compositae","Pilosella","","peleteriana","","","(Mérat) F.W.Schultz & Sch.Bip.","gcc-95552","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1745","Plantago nivalis","Plantago","","nivalis",NA,NA,"","","kew-2569997",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","nivalis","","","Boiss.","kew-2569997","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1746","Poa glauca","Poa","","glauca",NA,NA,"","","kew-435996",TRUE,"1.1","Accepted","Poaceae","Poa","","glauca","","","Vahl","kew-435996","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1747","Poa remota","Poa","","remota",NA,NA,"","","kew-437092",TRUE,"1.1","Accepted","Poaceae","Poa","","remota","","","Forselles","kew-437092","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1748","Polemonium caeruleum","Polemonium","","caeruleum",NA,NA,"","","kew-2566071",TRUE,"1.1","Accepted","Polemoniaceae","Polemonium","","caeruleum","","","L.","kew-2566071","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
