"TPLName","Region","Source","Accession","Scarification","GA3","Stratification","Light","Alternating","Tmean","Temperature","Germinated","Germinable","Sown"
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","None","Y","Y",25,"25C",51,94,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","Warm","Y","Y",9,"10C",23,89,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","Warm","Y","Y",17,"15C",62,95,100
"Silene suecica","Cantabrian Mountains","Fernández-Pascual Plant Biol","Spain 010812-04  30T 353919 4772295 NA","N","N","Warm","Y","Y",25,"25C",65,94,100
"Silene suecica","Enscobase: Norway","Enscobase","Norway B_NO-1100702 NA NA","N","N","None","Y","N",22,"20C",14,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464567 NA NA","N","N","None","Y","N",15,"15C",20,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464567 NA NA","N","N","None","Y","N",20,"20C",20,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464567 NA NA","N","N","None","Y","Y",15,"15C",21,21,21
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464578 NA NA","N","N","None","Y","N",10,"10C",26,40,40
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464578 NA NA","N","N","None","Y","N",20,"20C",20,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464578 NA NA","N","N","None","Y","Y",8.333333333,"10C",23,39,39
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464589 NA NA","N","N","None","Y","N",15,"15C",10,10,10
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464589 NA NA","N","N","None","Y","N",20,"20C",10,10,10
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464589 NA NA","N","N","None","Y","Y",15,"15C",10,10,10
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464590 NA NA","N","N","None","Y","N",10,"10C",23,40,40
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464590 NA NA","N","N","None","Y","N",20,"20C",20,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464590 NA NA","N","N","None","Y","Y",8.333333333,"10C",32,40,40
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464604 NA NA","N","N","None","Y","N",15,"15C",20,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464604 NA NA","N","N","None","Y","N",20,"20C",20,20,20
"Silene suecica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_464604 NA NA","N","N","None","Y","Y",15,"15C",20,20,20
"Silene suecica","Southern Alps","Mondoni","Italy 12AO NA NA","N","N","None","Y","Y",20,"20C",20,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 12AO NA NA","N","Y","None","Y","N",20,"20C",30,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 12AO NA NA","N","Y","None","Y","Y",20,"20C",30,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 163SO NA NA","N","N","None","Y","N",20,"20C",18,25,25
"Silene suecica","Southern Alps","Mondoni","Italy 163SO NA NA","N","Y","None","Y","N",20,"20C",47,47,50
"Silene suecica","Southern Alps","Mondoni","Italy 205 AQ NA NA","N","N","None","Y","N",15,"15C",2,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 205 AQ NA NA","N","N","None","Y","N",20,"20C",12,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 205 AQ NA NA","N","N","None","Y","N",25,"25C",6,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 205 AQ NA NA","N","N","None","Y","Y",20,"20C",20,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 205 AQ NA NA","N","Y","None","Y","N",20,"20C",126,130,130
"Silene suecica","Southern Alps","Mondoni","Italy 205 AQ NA NA","N","Y","None","Y","Y",20,"20C",30,30,30
"Silene suecica","Southern Alps","Mondoni","Italy 20RE NA NA","N","N","None","Y","N",20,"20C",21,25,25
"Silene suecica","Southern Alps","Mondoni","Italy SO165 NA NA","N","N","None","Y","N",20,"20C",47,50,50
"Silene vallesia","Southern Alps","Mondoni","Italy 13AO NA NA","N","N","None","Y","N",15,"15C",14,30,30
"Silene vallesia","Southern Alps","Mondoni","Italy 13AO NA NA","N","N","None","Y","N",20,"20C",30,30,30
"Silene vallesia","Southern Alps","Mondoni","Italy 13AO NA NA","N","Y","None","Y","N",20,"20C",27,30,30
"Silene vallesia","Southern Alps","Mondoni","Italy 203 AQ NA NA","N","N","None","Y","N",15,"15C",14,30,30
"Silene vallesia","Southern Alps","Mondoni","Italy 203 AQ NA NA","N","N","None","Y","N",20,"20C",30,30,30
"Silene vallesia","Southern Alps","Mondoni","Italy 203 AQ NA NA","N","Y","None","Y","N",20,"20C",27,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 176SO NA NA","N","N","None","Y","N",15,"15C",10,25,25
"Silene vulgaris","Southern Alps","Mondoni","Italy 176SO NA NA","N","N","None","Y","N",20,"20C",18,25,25
"Silene vulgaris","Southern Alps","Mondoni","Italy 1AO NA NA","N","N","None","Y","N",15,"15C",11,25,25
"Silene vulgaris","Southern Alps","Mondoni","Italy 1AO NA NA","N","N","None","Y","N",20,"20C",42,75,75
"Silene vulgaris","Southern Alps","Mondoni","Italy 392SO NA NA","N","N","None","Y","Y",20,"20C",15,27,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 392SO NA NA","N","Y","None","Y","N",20,"20C",26,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 392SO NA NA","N","Y","None","Y","Y",20,"20C",25,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 4BG NA NA","N","N","None","Y","N",15,"15C",15,25,25
"Silene vulgaris","Southern Alps","Mondoni","Italy 4BG NA NA","N","N","None","Y","N",20,"20C",21,25,25
"Silene vulgaris","Southern Alps","Mondoni","Italy 61 AQ NA NA","N","N","None","Y","N",15,"15C",12,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 61 AQ NA NA","N","N","None","Y","N",20,"20C",25,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 61 AQ NA NA","N","N","None","Y","N",25,"25C",119,128,130
"Silene vulgaris","Southern Alps","Mondoni","Italy 61 AQ NA NA","N","Y","None","Y","N",25,"25C",30,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 63BG NA NA","N","N","None","Y","N",20,"20C",1,26,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 63BG NA NA","N","Y","None","Y","N",20,"20C",13,26,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","N","None","Y","N",15,"15C",4,28,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","N","None","Y","N",20,"20C",15,29,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","N","None","Y","N",25,"25C",7,22,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","N","None","Y","Y",20,"20C",15,27,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","Y","None","Y","N",20,"20C",26,30,30
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","Y","None","Y","N",25,"25C",98,118,130
"Silene vulgaris","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","Y","None","Y","Y",20,"20C",25,30,30
"Sinochasea trigyna","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Sinochasea trigyna","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Sinochasea trigyna","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Sinopodophyllum hexandrum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Sinopodophyllum hexandrum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Sisymbrium heteromallum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Sisymbrium heteromallum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Sisymbrium heteromallum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Sisyrinchium arenarium","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",7.5,"5C",7,255,255
"Sisyrinchium arenarium","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",15,"15C",4,100,100
"Sisyrinchium arenarium","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",20,"20C",8,150,150
"Sisyrinchium arenarium","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","None","Y","Y",7.5,"5C",1,190,190
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco22 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",4,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco22 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",63,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco23 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",8,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco23 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",61,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco28 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",1,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco28 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",49,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco41 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",7,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco41 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",81,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco44 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",2,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco44 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",73,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco46 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",0,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco46 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",70,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco52 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",6,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco52 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",64,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco54 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",3,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco54 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",74,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco64 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",2,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco64 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",80,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco65 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",0,120,120
"Sisyrinchium pearcei","Central Andes","Briceño","Chile Mocho-Choshuenco65 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",57,120,120
"Smelowskia tibetica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Soldanella alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",6.66666666666667,"5C",1,200,200
"Soldanella alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",10.6666666666667,"10C",161,189,200
"Soldanella alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",14.6666666666667,"15C",184,184,200
"Soldanella alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",18.6666666666667,"20C",189,190,200
"Soldanella alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",22.6666666666667,"25C",199,200,200
"Soldanella alpina","Northern Alps","Rosbakh","Germany NA 47.557563 12.844833","N","N","None","Y","Y",26.6666666666667,"25C",117,117,200
"Soldanella alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",116,120,120
"Soldanella alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",118,120,120
"Soldanella alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Soldanella alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",35,60,60
"Soldanella alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",60,60,60
"Soldanella alpina","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",60,60,60
"Solidago virgaurea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",60,60,60
"Solidago virgaurea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",117,120,120
"Solidago virgaurea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",3,60,60
"Solidago virgaurea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",16,60,60
"Solidago virgaurea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",60,60,60
"Solidago virgaurea","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",56,60,60
"Solidago virgaurea","Southern Alps","Mondoni","Italy 209SO NA NA","N","N","None","Y","N",20,"20C",30,30,47
"Spiraea mongolica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Spiraea mongolica","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Stachys grandidentata","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",7.5,"5C",55,255,255
"Stachys grandidentata","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","Cold","Y","Y",15,"15C",51,125,125
"Stachys grandidentata","Central Andes","Cavieres","Chile Chile -33.352035 -70.315812","N","N","None","Y","Y",7.5,"5C",38,165,165
"Stackhousia monogyna","Australian Alps","Satyanti","Australia 794379 NA NA","N","N","None","Y","Y",20,"20C",60,66,75
"Stackhousia monogyna","Australian Alps","Satyanti","Australia 794379 NA NA","N","Y","None","Y","Y",20,"20C",59,62,75
"Stackhousia pulvinaris","Australian Alps","Satyanti","Australia 747978 NA NA","N","N","None","Y","Y",20,"20C",3,75,75
"Stackhousia pulvinaris","Australian Alps","Satyanti","Australia 747978 NA NA","N","N","Warm","Y","Y",20,"20C",0,75,75
"Stackhousia pulvinaris","Australian Alps","Satyanti","Australia 747978 NA NA","N","Y","None","Y","Y",20,"20C",45,75,75
"Stellaria decumbens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,600
"Stellaria decumbens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,600
"Stellaria uda","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Stephanachne nigrescens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1450
"Stephanachne nigrescens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Stephanachne nigrescens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Stipa aliena","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Stipa aliena","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Stipa aliena","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1050
"Stipa breviflora","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Stipa capillacea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Stipa capillacea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Stipa capillacea","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Stipa concinna","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1200
"Stipa concinna","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Stipa concinna","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Stipa pappiformis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,300
"Stipa regeliana","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Stipa splendens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Stipa splendens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Stipa splendens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,300
"Stipa splendens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Stipa splendens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Stylidium graminifolium","Australian Alps","Satyanti","Australia 792181 NA NA","N","N","None","Y","Y",20,"20C",4,75,75
"Stylidium graminifolium","Australian Alps","Satyanti","Australia 792181 NA NA","N","N","Warm","Y","Y",20,"20C",4,75,75
"Stylidium graminifolium","Australian Alps","Satyanti","Australia 792181 NA NA","N","Y","None","Y","Y",20,"20C",50,75,75
"Swertia bifolia","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Swertia bifolia","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Swertia bifolia","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Swertia erythrosticta","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Swertia erythrosticta","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Swertia wolfgangiana","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Taraxacum alpinum","Southern Alps","Mondoni","Italy 58 AQ NA NA","N","N","None","Y","N",15,"15C",28,28,30
"Taraxacum alpinum","Southern Alps","Mondoni","Italy 58 AQ NA NA","N","N","None","Y","N",20,"20C",29,29,30
"Taraxacum confusum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",6.66666666666667,"5C",33,90,90
"Taraxacum confusum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",10.6666666666667,"10C",58,90,90
"Taraxacum confusum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",14.6666666666667,"15C",69,90,90
"Taraxacum confusum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",18.6666666666667,"20C",77,90,90
"Taraxacum confusum","Caucasus","Rosbakh","Russia NA 43.27 41.41","N","N","None","Y","Y",22.6666666666667,"25C",75,90,90
