"TPLName","Alpine","Plant category","Life form","Lifespan","Reproduction frequency","Dormancy","Embryo","Seed.mass","Source","Macroregion","Region","Accession","Dish","Scarification","GA3","Stratification","Stratification_Y_N","Light","Alternating","Tmean","Tdif","Temperature","Sown","Germinated","Germinable","MGT","MGR","UNC","SYN"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","None","N","Y","N",15,0,"15C","20",0,14,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia HWP NA NA","14","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",14,20,NA,NA,NA,NA
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",15,0,"15C","20",19,19,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Hotham NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",18,20,"8.7777777777777803","0.113924050632911","1.768853837616","0.33986928104575198"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","Y",15,10,"15C","25",0,21,NA,NA,NA,NA
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","Cold","Y","Y","Y",12.5,15,"10C","20",11,20,NA,NA,NA,NA
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia HWP NA NA","4","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,20,"8.6666666666666696","0.115384615384615","0.76420450650862","0.63398692810457502"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bluff NA NA","1","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Stirling NA NA","8","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",13,20,NA,NA,NA,NA
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia HWP NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,19,"11.3684210526316","8.7962962962963007E-2","0.77424330291727","0.70760233918128701"
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","None","N","Y","N",5,0,"5C","20",19,19,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Hotham NA NA","13","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",15,20,NA,NA,NA,NA
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia KB2 NA NA","3","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,19,"10.2777777777778","9.7297297297297303E-2","1.4627552262645","0.39215686274509798"
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","N",20,0,"20C","20",18,18,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",25,0,"25C","20",9,15,NA,NA,NA,NA
"Olearia phlogopappa","Generalist","Woody","NP","perennial","polycarp",NA,1,"0.6016","Venn","Australia","Australian Alps","Australia KB2 NA NA","5","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",4,20,"28.5","3.5087719298245598E-2","1","0.33333333333333298"
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia KB2 NA NA","6","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",9,20,"9.6666666666666696","0.10344827586206901","1.44661666762821","0.41666666666666702"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia KB2 NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",9,20,NA,NA,NA,NA
"Baeckea gunniana","Generalist","Woody","NP","perennial","polycarp",NA,1,"0.746","Satyanti","Australia","Australian Alps","Australia 866373 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","25",22,25,NA,NA,NA,NA
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia McKay NA NA","7","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",8,20,"16.5","6.0606060606060601E-2","1.5","0.28571428571428598"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","None","N","Y","N",15,0,"15C","20",0,15,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","Cold","Y","Y","N",20,0,"20C","20",11,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",20,0,"20C","20",16,19,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Satyanti","Australia","Australian Alps","Australia 783437 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","25",6,25,"52.5","1.9047619047619001E-2","1.91829583405449","0.133333333333333"
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","1","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,20,"9.8888888888888893","0.101123595505618","1.39214722366453","0.37254901960784298"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia KB2 NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",10,20,NA,NA,NA,NA
"Drosera arcturi","Strict","Herb","H","perennial","polycarp",NA,0.19,"0.0564","Satyanti","Australia","Australian Alps","Australia 792186 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","25",1,25,"42","2.3809523809523801E-2","0","NA"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia KB2 NA NA","11","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",15,20,"6.6","0.15151515151515199","1.42947329835984","0.35238095238095202"
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","Cold","Y","Y","N",10,0,"10C","20",11,20,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","Cold","Y","Y","N",10,0,"10C","20",1,20,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","14","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,20,"16.1875","6.1776061776061798E-2","2.125","0.25833333333333303"
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Bogong NA NA","10","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,19,NA,NA,NA,NA
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",15,0,"15C","20",20,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia HWP NA NA","9","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",14,20,"8.3571428571428594","0.11965811965812","1.78845045730829","0.26373626373626402"
"Callistemon pityoides","Generalist","Woody","PH","perennial","polycarp","PD",1,"0.25","Satyanti","Australia","Australian Alps","Australia 813602 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","125",4,125,"8.75","0.114285714285714","0.811278124459133","0.5"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia McKay NA NA","9","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",12,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","None","N","Y","N",2.5,0,"0C","20",11,20,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Bogong NA NA","9","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",15,17,NA,NA,NA,NA
"Callistemon pityoides","Generalist","Woody","PH","perennial","polycarp","PD",1,"0.25","Satyanti","Australia","Australian Alps","Australia 813602 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","125",17,125,"15.235294117647101","6.5637065637065603E-2","1.37928048729106","0.38235294117647101"
"Agropyron velutinum","Generalist","Grass","H","perennial","polycarp",NA,0.2,"5.2359999999999998","Satyanti","Australia","Australian Alps","Australia 783423 NA NA","1","N","N","None","N","Y","Y",20,10,"20C","25",25,25,"23.24","4.3029259896729802E-2","1.62346518960165","0.42333333333333301"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Hotham NA NA","7","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,20,"9.2777777777777803","0.107784431137725","1.19417373425691","0.45751633986928097"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bluff NA NA","7","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",10,20,"5.8","0.17241379310344801","0.970950594454669","0.46666666666666701"
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Buller NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",17,17,NA,NA,NA,NA
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia McKay NA NA","4","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",6,20,"19","5.2631578947368397E-2","1.45914791702724","0.266666666666667"
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","Y",12.5,15,"10C","20",0,20,NA,NA,NA,NA
"Chaerophyllum eriopodum","Generalist","Herb","H","annual, perennial","monocarp, polycarp",NA,0.04,"2.45","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","None","N","Y","N",15,0,"15C","20",10,20,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Buller NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,19,"16.3125","6.1302681992337203E-2","1.41973671780348","0.375"
"Leucochrysum alpinum","Generalist","Herb","H","perennial","polycarp",NA,1,"0.91544999999999999","Satyanti","Australia","Australian Alps","Australia 9609399 NA NA","3","N","N","None","N","Y","Y",20,10,"20C","10",0,5,"NA","NA","0","NA"
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Spion Kopje NA NA","8","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",16,20,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","5","N","N","Cold","Y","Y","Y",15,10,"15C","25",7,20,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","3","N","N","None","N","Y","N",25,0,"25C","20",0,13,NA,NA,NA,NA
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia HWP NA NA","13","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,19,"12.157894736842101","8.2251082251082297E-2","1.05827704322633","0.61988304093567204"
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Satyanti","Australia","Australian Alps","Australia 770050 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","25",22,25,"14.954545454545499","6.6869300911854099E-2","1.61265023304227","0.354978354978355"
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Bluff NA NA","8","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Stirling NA NA","2","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",13,20,NA,NA,NA,NA
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","1","N","N","None","N","Y","N",20,0,"20C","20",0,18,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Bogong NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",20,20,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia HWP NA NA","2","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",18,20,"8.7222222222222197","0.11464968152866201","0.614369445886757","0.78431372549019596"
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","Cold","Y","Y","N",25,0,"25C","20",0,18,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Buller NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",18,20,NA,NA,NA,NA
"Aciphylla simplicifolia","Generalist","Herb","H","perennial","polycarp",NA,0.04,"5.006","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","4","N","N","Cold","Y","Y","N",10,0,"10C","20",0,19,NA,NA,NA,NA
"Erigeron bellidioides","Generalist","Herb","H","perennial","polycarp",NA,1,"0.6972","Satyanti","Australia","Australian Alps","Australia 792150 NA NA","2","N","N","None","N","Y","Y",20,10,"20C","25",15,15,"7.2","0.13888888888888901","0.353359335021421","0.86666666666666703"
"Erigeron bellidioides","Generalist","Herb","H","perennial","polycarp",NA,1,"0.6972","Satyanti","Australia","Australian Alps","Australia 792150 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","25",20,20,"20.3","4.9261083743842402E-2","0.286396957115956","0.9"
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia KB2 NA NA","12","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,16,"10.125","9.8765432098765399E-2","1.53063906222957","0.358333333333333"
"Microseris lanceolata","Generalist","Herb","H","perennial","polycarp","PD",1,"2.08","Venn","Australia","Australian Alps","Australia Magdala NA NA","12","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,17,"11.0625","9.03954802259887E-2","0.868392729010363","0.65833333333333299"
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Buller NA NA","16","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",17,17,"16.235294117647101","6.15942028985507E-2","1.22104778517972","0.441176470588235"
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Stirling NA NA","13","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,19,NA,NA,NA,NA
"Aciphylla glacialis","Strict","Herb","H","perennial","polycarp",NA,0.05,"5.899","Sommerville","Australia","Australian Alps","Australia Kosciusko National Park NA NA","2","N","N","None","N","Y","N",2.5,0,"0C","20",16,16,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Stirling NA NA","9","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",19,21,NA,NA,NA,NA
"Luzula acutifolia","Strict","Grass","H","perennial","polycarp",NA,0.1,"0.546","Venn","Australia","Australian Alps","Australia Hotham NA NA","12","N","N","None","N","Y","Y",11.1666666666667,2,"10C","20",19,20,"24.210526315789501","4.1304347826087003E-2","1.73995464742236","0.29824561403508798"
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",12,16,"15.75","6.3492063492063502E-2","1.78067212952089","0.33333333333333298"
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Bogong NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",14,17,NA,NA,NA,NA
"Brachyscome rigidula","Generalist","Herb","H","perennial","polycarp",NA,1,"0.304","Venn","Australia","Australian Alps","Australia Magdala NA NA","14","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",17,20,NA,NA,NA,NA
"Brachyscome spathulata","Generalist","Herb","H","perennial","polycarp",NA,1,"0.4188","Venn","Australia","Australian Alps","Australia Howitt NA NA","15","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",12,16,NA,NA,NA,NA
"Xerochrysum subundulatum","Generalist","Herb","CH","perennial","polycarp",NA,1,"0.5958","Venn","Australia","Australian Alps","Australia Speculation NA NA","11","N","N","None","N","Y","Y",15.8333333333333,10,"15C","20",16,19,"10.75","9.3023255813953501E-2","0.868392729010363","0.65833333333333299"
"Agropyron velutinum","Generalist","Grass","H","perennial","polycarp",NA,0.2,"5.2359999999999998","Satyanti","Australia","Australian Alps","Australia 783423 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","25",1,1,"7","0.14285714285714299","0","NA"
