"Taxon","TPLName","Familia","Alpine","Source","Country"
"Aciphylla glacialis","Aciphylla glacialis","Apiaceae","Strict","Satyanti","Australia"
"Aciphylla glacialis","Aciphylla glacialis","Apiaceae","Strict","Sommerville","Australia"
"Aciphylla glacialis","Aciphylla glacialis","Apiaceae","Strict","Venn","Australia"
"Aciphylla simplicifolia","Aciphylla simplicifolia","Apiaceae","Generalist","Satyanti","Australia"
"Aciphylla simplicifolia","Aciphylla simplicifolia","Apiaceae","Generalist","Sommerville","Australia"
"Astelia alpina var. novae-hollandiae","Astelia alpina","Asteliaceae","Strict","Satyanti","Australia"
"Astelia psychrocharis","Astelia psychrocharis","Asteliaceae","Strict","Satyanti","Australia"
"Australopyrum velutinum","Agropyron velutinum","Poaceae","Generalist","Satyanti","Australia"
"Baeckea gunniana","Baeckea gunniana","Myrtaceae","Generalist","Satyanti","Australia"
"Baeckea utilis","Baeckea utilis","Myrtaceae","Generalist","Satyanti","Australia"
"Brachyscome barkerae","Brachyscome barkerae","Compositae",NA,"Sommerville","Australia"
"Brachyscome obovata","Brachyscome obovata","Compositae","Generalist","Satyanti","Australia"
"Brachyscome rigidula","Brachyscome rigidula","Compositae","Generalist","Venn","Australia"
"Brachyscome spathulata","Brachyscome spathulata","Compositae","Generalist","Venn","Australia"
"Brachyscome staceae","Brachyscome staceae","Compositae","Lowland","Sommerville","Australia"
"Brachyscome stolonifera","Brachyscome stolonifera","Compositae","Strict","Satyanti","Australia"
"Cardamine robusta","Cardamine robusta","Brassicaceae","Strict","Satyanti","Australia"
"Carex blakei","Carex blakei","Cyperaceae","Strict","Satyanti","Australia"
"Carex capillacea","Carex capillacea","Cyperaceae","Generalist","Satyanti","Australia"
"Carex cephalotes","Carex cephalotes","Cyperaceae","Generalist","Satyanti","Australia"
"Carex echinata","Carex echinata","Cyperaceae","Generalist","Satyanti","Australia"
"Carex gaudichaudiana","Carex gaudichaudiana","Cyperaceae","Generalist","Satyanti","Australia"
"Carex hebes","Carex hebes","Cyperaceae","Strict","Satyanti","Australia"
"Carex hypandra","Carex hypandra","Cyperaceae","Strict","Satyanti","Australia"
"Carex iynx","Carex iynx","Cyperaceae","Lowland","Satyanti","Australia"
"Carpha nivicola","Carpha nivicola","Cyperaceae","Generalist","Satyanti","Australia"
"Celmisia costiniana","Celmisia costiniana","Compositae","Strict","Satyanti","Australia"
"Celmisia pugioniformis","Celmisia pugioniformis","Compositae","Generalist","Satyanti","Australia"
"Chionogentias muelleriana ssp. alpestris","Gentianella muelleriana","Gentianaceae","Strict","Satyanti","Australia"
"Colobanthus affinis","Colobanthus affinis","Caryophyllaceae","Strict","Satyanti","Australia"
"Coronidium gunnianum","Coronidium gunnianum","Compositae","Lowland","Sommerville","Australia"
"Coronidium waddelliae","Coronidium waddelliae","Compositae","Lowland","Sommerville","Australia"
"Craspedia alba","Craspedia alba","Compositae","Strict","Satyanti","Australia"
"Craspedia costiniana","Craspedia costiniana","Compositae","Strict","Satyanti","Australia"
"Craspedia jamesii","Craspedia jamesii","Compositae","Generalist","Satyanti","Australia"
"Craspedia lamicola","Craspedia lamicola","Compositae","Strict","Satyanti","Australia"
"Craspedia leucantha","Craspedia leucantha","Compositae","Strict","Satyanti","Australia"
"Deschampsia cespitosa","Deschampsia cespitosa","Poaceae","Generalist","Satyanti","Australia"
"Deschampsia cespitosa","Deschampsia cespitosa","Poaceae","Generalist","Bu","China"
"Dichosciadium ranunculaceum var. ranunculaceum","Dichosciadium ranunculaceum","Apiaceae","Strict","Satyanti","Australia"
"Diplaspis nivis","Diplaspis nivis","Apiaceae","Strict","Satyanti","Australia"
"Drosera arcturi","Drosera arcturi","Droseraceae","Strict","Satyanti","Australia"
"Epacris celata","Epacris celata","Ericaceae","Generalist","Satyanti","Australia"
"Epacris glacialis","Epacris glacialis","Ericaceae","Strict","Satyanti","Australia"
"Epacris glacials","Epacris glacialis","Ericaceae","Strict","Venn","Australia"
"Epacris microphylla","Epacris microphylla","Ericaceae","Generalist","Satyanti","Australia"
"Epacris paludosa","Epacris paludosa","Ericaceae","Generalist","Satyanti","Australia"
"Epacris paludosa","Epacris paludosa","Ericaceae","Generalist","Venn","Australia"
"Epacris petrophila","Epacris petrophila","Ericaceae","Generalist","Satyanti","Australia"
"Epacris petrophilla","Epacris petrophila","Ericaceae","Generalist","Venn","Australia"
"Epilobium billardieranum ssp. hydrophylum","Epilobium billardierianum","Onagraceae","Lowland","Satyanti","Australia"
"Epilobium gunnianum","Epilobium gunnianum","Onagraceae","Generalist","Satyanti","Australia"
"Epilobium gunnianum","Epilobium gunnianum","Onagraceae","Generalist","Sommerville","Australia"
"Erigeron bellidioides","Erigeron bellidioides","Compositae","Generalist","Satyanti","Australia"
"Erigeron paludicola","Erigeron paludicola","Compositae","Strict","Satyanti","Australia"
"Erigeron setosus","Erigeron setosus","Compositae","Generalist","Satyanti","Australia"
"Euchiton involucratus","Euchiton involucratus","Compositae","Lowland","Sommerville","Australia"
"Euphrasia   collina ssp. diversicolor","Euphrasia collina","Orobanchaceae","Strict","Sommerville","Australia"
"Euphrasia collina ssp. diversicolor","Euphrasia collina","Orobanchaceae","Strict","Satyanti","Australia"
"Euphrasia collina ssp. glacialis","Euphrasia collina","Orobanchaceae","Strict","Satyanti","Australia"
"Geum urbanum","Geum urbanum","Rosaceae","Lowland","Sommerville","Australia"
"Gingidia algens","Gingidia algens","Apiaceae","Strict","Satyanti","Australia"
"Gingidia harveyana","Gingidia harveyana","Apiaceae","Lowland","Satyanti","Australia"
"Isolepis crassiuscula","Isolepis crassiuscula","Cyperaceae","Generalist","Satyanti","Australia"
"Juncus falcatus","Juncus falcatus","Juncaceae","Generalist","Satyanti","Australia"
"Kelleria dieffenbachii","Kelleria dieffenbachii","Thymelaeaceae","Strict","Satyanti","Australia"
"Kunzea mueleri","Kunzea muelleri","Myrtaceae","Strict","Venn","Australia"
"Leucochrysum albicans subsp. Albicans","Leucochrysum albicans","Compositae","Lowland","Venn","Australia"
"Leucochrysum alpinum","Leucochrysum alpinum","Compositae","Generalist","Satyanti","Australia"
"Luzula acutifolia","Luzula acutifolia","Juncaceae","Strict","Venn","Australia"
"Luzula acutifolia ssp. nana","Luzula acutifolia","Juncaceae","Strict","Satyanti","Australia"
"Luzula modesta","Luzula modesta","Juncaceae","Generalist","Satyanti","Australia"
"Melaleuca pityoides","Callistemon pityoides","Myrtaceae","Generalist","Satyanti","Australia"
"Microseris lanceolata","Microseris lanceolata","Compositae","Generalist","Satyanti","Australia"
"Microseris lanceolata","Microseris lanceolata","Compositae","Generalist","Venn","Australia"
"Neopaxia australasica","Neopaxia australasica","Portulacaceae","Generalist","Satyanti","Australia"
"Olearia algida","Olearia algida","Compositae","Generalist","Satyanti","Australia"
"Olearia algida","Olearia algida","Compositae","Generalist","Venn","Australia"
"Olearia phlogopappa","Olearia phlogopappa","Compositae","Generalist","Venn","Australia"
"Oreobolus distichus","Oreobolus distichus","Cyperaceae","Strict","Satyanti","Australia"
"Oreomyrrhis ciliata","Chaerophyllum australianum","Apiaceae","Generalist","Satyanti","Australia"
"Oreomyrrhis eriopoda","Chaerophyllum eriopodum","Apiaceae","Generalist","Satyanti","Australia"
"Oreomyrrhis eriopoda","Chaerophyllum eriopodum","Apiaceae","Generalist","Sommerville","Australia"
"Oxylobium ellipticum","Oxylobium ellipticum","Leguminosae","Generalist","Satyanti","Australia"
"Ozothamnus alpina","Ozothamnus alpinus","Compositae","Strict","Venn","Australia"
"Ozothamnus cupressoides","Ozothamnus cupressoides","Compositae","Generalist","Satyanti","Australia"
"Ozothamnus hookeri","Ozothamnus hookeri","Compositae","Generalist","Satyanti","Australia"
"Pelargonium helmsii*","Pelargonium helmsii","Geraniaceae","Strict","Satyanti","Australia"
"Pentachondra pumila","Pentachondra pumila","Ericaceae","Strict","Satyanti","Australia"
"Pimelea axiflora ","Pimelea axiflora","Thymelaeaceae","Generalist","Satyanti","Australia"
"Pimelea ligustrina ssp. ciliata","Pimelea ligustrina","Thymelaeaceae","Generalist","Satyanti","Australia"
"Plantago glacialis","Plantago glacialis","Compositae","Strict","Satyanti","Australia"
"Plantago muellerii","Plantago muelleri","Plantaginaceae","Strict","Satyanti","Australia"
"Poa costiniana","Poa costiniana","Poaceae","Generalist","Satyanti","Australia"
"Poa hiemata","Poa hiemata","Poaceae","Generalist","Satyanti","Australia"
"Poa hiemata","Poa hiemata","Poaceae","Generalist","Sommerville","Australia"
"Poa phillipsiana","Poa phillipsiana","Poaceae","Generalist","Satyanti","Australia"
"Podolepis robusta","Podolepis robusta","Compositae","Generalist","Sommerville","Australia"
"Prostanthera cuneata","Prostanthera cuneata","Lamiaceae","Generalist","Satyanti","Australia"
"Psychrophila introloba","Psychrophila introloba","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus acrophilus","Ranunculus acrophilus","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus anemoneus","Ranunculus anemoneus","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus clivicola","Ranunculus clivicola","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus dissectifolius","Ranunculus dissectifolius","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus graniticola","Ranunculus graniticola","Ranunculaceae","Generalist","Satyanti","Australia"
"Ranunculus gunnianus","Ranunculus gunnianus","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus lappaceus","Ranunculus lappaceus","Ranunculaceae","Generalist","Satyanti","Australia"
"Ranunculus muellerii","Ranunculus muelleri","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus niphophilus","Ranunculus niphophilus","Ranunculaceae","Strict","Satyanti","Australia"
"Ranunculus pimpinellifolius","Ranunculus pimpinellifolius","Ranunculaceae","Generalist","Satyanti","Australia"
"Richea continentis","Richea continentis","Ericaceae","Strict","Satyanti","Australia"
"Richea continentis","Richea continentis","Ericaceae","Strict","Venn","Australia"
"Richea continentis ","Richea continentis","Ericaceae","Strict","Satyanti","Australia"
"Rytidosperma alpicola","Rytidosperma alpicola","Poaceae","Strict","Satyanti","Australia"
"Rytidosperma nudiflora","Rytidosperma nudiflorum","Poaceae","Generalist","Venn","Australia"
"Rytidosperma nudiflorum","Rytidosperma nudiflorum","Poaceae","Generalist","Satyanti","Australia"
"Rytidosperma pumilum","Rytidosperma pumilum","Poaceae","Generalist","Satyanti","Australia"
"Scleranthus biflorus","Mniarum biflorum","Caryophyllaceae","Generalist","Satyanti","Australia"
"Scleranthus singuliflorus","Scleranthus singuliflorus","Caryophyllaceae","Strict","Satyanti","Australia"
"Senecio gunnii","Senecio gunnii","Compositae","Generalist","Satyanti","Australia"
"Stackhousia monogyna**","Stackhousia monogyna","Celastraceae","Generalist","Satyanti","Australia"
"Stackhousia pulvinaris","Stackhousia pulvinaris","Celastraceae","Strict","Satyanti","Australia"
"Stylidium graminifolium","Stylidium graminifolium","Stylidiaceae","Generalist","Satyanti","Australia"
"Tasmannia xerophila","Tasmannia xerophila","Winteraceae","Generalist","Satyanti","Australia"
"Trisetum spicatum","Trisetum spicatum","Poaceae","Generalist","Venn","Australia"
"Veronica perfoliata","Veronica perfoliata","Plantaginaceae","Generalist","Sommerville","Australia"
"Viola betonicifolia","Viola betonicifolia","Violaceae","Generalist","Sommerville","Australia"
"Wahlenbergia  ceracea","Wahlenbergia ceracea","Campanulaceae","Generalist","Sommerville","Australia"
"Wahlenbergia  gloriosa","Wahlenbergia gloriosa","Campanulaceae","Generalist","Sommerville","Australia"
"Wahlenbergia ceracea","Wahlenbergia ceracea","Campanulaceae","Generalist","Satyanti","Australia"
"Wahlenbergia gloriosa","Wahlenbergia gloriosa","Campanulaceae","Generalist","Satyanti","Australia"
"Xerochrysum subundulatum","Xerochrysum subundulatum","Compositae","Generalist","Sommerville","Australia"
"Xerochrysum subundulatum","Xerochrysum subundulatum","Compositae","Generalist","Venn","Australia"
"Acaena alpina","Acaena alpina","Rosaceae","Lowland","Cavieres","Chile"
"Acaena digitata","Acaena alpina","Rosaceae","Lowland","Cavieres","Chile"
"Acaena pinnatifida","Acaena pinnatifida","Rosaceae","Generalist","Cavieres","Chile"
"Adesmia radicifolia","Adesmia radicifolia","Leguminosae","Generalist","Cavieres","Chile"
"Anarthrophyllum cumingii","Anarthrophyllum cumingii","Leguminosae","Generalist","Cavieres","Chile"
"Berberis montana","Berberis montana","Berberidaceae","Generalist","Briceño","Chile"
"Berberis montana","Berberis montana","Berberidaceae","Generalist","Cavieres","Chile"
"Cerastium arvense","Cerastium arvense","Caryophyllaceae","Generalist","Briceño","Chile"
"Cerastium arvense","Cerastium arvense","Caryophyllaceae","Generalist","Cavieres","Chile"
"Cerastium arvense","Cerastium arvense","Caryophyllaceae","Generalist","Bu","China"
"Cerastium arvense","Cerastium arvense","Caryophyllaceae","Generalist","Mondoni","Italy"
"Chaetanthera microphylla","Chaetanthera microphylla","Compositae","Generalist","Cavieres","Chile"
"Cynanchum mucronatum","Ditassa albonerva","Apocynaceae","Lowland","Cavieres","Chile"
"Lupinus microcarpus","Lupinus microcarpus","Leguminosae","Lowland","Cavieres","Chile"
"Madia sativa","Madia sativa","Compositae","Generalist","Cavieres","Chile"
"Mutisia sinuata","Mutisia sinuata","Compositae","Generalist","Cavieres","Chile"
"Nicotiana corymbosa","Nicotiana corymbosa","Solanaceae","Generalist","Cavieres","Chile"
"Rhodophiala andicola","Rhodophiala andicola","Amaryllidaceae","Generalist","Cavieres","Chile"
"Sanicula graveolens","Sanicula graveolens","Apiaceae","Generalist","Cavieres","Chile"
"Schizanthus hookerii","Schizanthus hookeri","Solanaceae","Generalist","Cavieres","Chile"
"Senecio eruciformis","Senecio eruciformis","Compositae","Generalist","Cavieres","Chile"
"Sisyrinchium arenarium","Sisyrinchium arenarium","Iridaceae","Generalist","Cavieres","Chile"
"Sisyrinchium sphilippii","Olsynium philippii","Iridaceae","Strict","Cavieres","Chile"
"Sisyrinchium striatum","Sisyrinchium striatum","Iridaceae","Lowland","Cavieres","Chile"
"Stachys albicaulis","Stachys albicaulis","Lamiaceae","Lowland","Cavieres","Chile"
"Stachys grandidentata","Stachys grandidentata","Lamiaceae","Generalist","Cavieres","Chile"
"Anarthrophyllum gayanum","Anarthrophyllum gayanum","Leguminosae","Strict","Cavieres","Chile"
"Calceolaria biflora","Calceolaria biflora","Calceolariaceae","Lowland","Cavieres","Chile"
"Calceolaria purpurea","Calceolaria purpurea","Calceolariaceae","Generalist","Cavieres","Chile"
"Chaetanthera euphrasioides","Chaetanthera euphrasioides","Compositae","Generalist","Cavieres","Chile"
"Laretia acaulis","Laretia acaulis","Apiaceae","Strict","Cavieres","Chile"
"Schizanthus grahamii","Schizanthus grahamii","Solanaceae","Generalist","Cavieres","Chile"
"Tristagma bivalve","Tristagma bivalve","Amaryllidaceae","Generalist","Cavieres","Chile"
"Zoellnerallium andium","Nothoscordum andinum","Amaryllidaceae","Generalist","Cavieres","Chile"
"Azorella madreporica","Azorella madreporica","Apiaceae","Generalist","Cavieres","Chile"
"Calandrinia caespitosa","Calandrinia caespitosa","Portulacaceae","Strict","Cavieres","Chile"
"Calandrinia sericea","Calandrinia sericea","Portulacaceae","Lowland","Cavieres","Chile"
"Draba gilliesii","Draba gilliesii","Brassicaceae","Generalist","Cavieres","Chile"
"Nassauvia pinnigera","Nassauvia pinnigera","Compositae","Strict","Cavieres","Chile"
"Nastanthus spathulatus","Nastanthus scapigerus","Calyceraceae","Generalist","Cavieres","Chile"
"Sisyrinchium philippiii","Olsynium philippii","Iridaceae","Strict","Cavieres","Chile"
"Loasa caespitosa","Loasa caespitosa","Loasaceae","Strict","Cavieres","Chile"
"Alstroemeria pallida","Alstroemeria pallida","Alstroemeriaceae","Generalist","Cavieres","Chile"
"Microsteris gracilis","Microsteris gracilis","Polemoniaceae","Generalist","Cavieres","Chile"
"Satachys grandidentata","Stachys grandidentata","Lamiaceae","Generalist","Cavieres","Chile"
"Schizanthus  hookeri","Schizanthus hookeri","Solanaceae","Generalist","Cavieres","Chile"
"Cardamine cordata","Cardamine cordata","Brassicaceae","Generalist","Briceño","Chile"
"Hypochaeris tenuifolia","Hypochaeris tenuifolia","Compositae","Strict","Briceño","Chile"
"Montiopsis gayana","Montiopsis gayana","Montiaceae","Generalist","Briceño","Chile"
"Nassauvia revoluta","Nassauvia revoluta","Compositae","Generalist","Briceño","Chile"
"Nassauvia lagascae","Nassauvia lagascae","Compositae","Generalist","Briceño","Chile"
"Luzula brachyphylla","Luzula brachyphylla","Juncaceae","Generalist","Briceño","Chile"
"Adesmia longipes","Adesmia longipes","Leguminosae","Strict","Briceño","Chile"
"Sisyrinchium pearcei","Sisyrinchium pearcei","Iridaceae","Generalist","Briceño","Chile"
"Adesmia emarginata","Adesmia emarginata","Leguminosae","Generalist","Briceño","Chile"
"Calceolaria filicaulis","Calceolaria filicaulis","Calceolariaceae","Strict","Briceño","Chile"
"Rytidosperma pictum","Rytidosperma pictum","Poaceae","Generalist","Briceño","Chile"
"Carex aphylla","Carex aphylla","Cyperaceae","Generalist","Briceño","Chile"
"Silene andicola","Silene andicola","Caryophyllaceae","Strict","Briceño","Chile"
"Senecio bipontinii","Senecio bipontinii","Compositae","Generalist","Briceño","Chile"
"Olsynium junceum","Olsynium junceum","Iridaceae","Generalist","Briceño","Chile"
"Senecio chionophilus","Senecio chionophilus","Compositae","Strict","Briceño","Chile"
"Carex banksii","Carex banksii","Cyperaceae","Generalist","Briceño","Chile"
"Erigeron cinereus","Erigeron cinereus","Compositae","Generalist","Briceño","Chile"
"Cortaderia pilosa","Cortaderia pilosa","Poaceae","Generalist","Briceño","Chile"
"Drimys andina","Drimys andina","Winteraceae","Lowland","Briceño","Chile"
"Perezia pedicularidifolia","Perezia pedicularidifolia","Compositae","Generalist","Briceño","Chile"
"Gaultheria poeppigii","Gaultheria poeppigii","Ericaceae","Generalist","Briceño","Chile"
"Escallonia alpina","Escallonia alpina","Escalloniaceae","Generalist","Briceño","Chile"
"Gaultheria pumila","Gaultheria pumila","Ericaceae","Generalist","Briceño","Chile"
"Embothrium coccineum","Embothrium coccineum","Proteaceae","Lowland","Briceño","Chile"
"Acanthocalyx alba","Acanthocalyx alba","Caprifoliaceae","Lowland","Bu","China"
"Achillea acuminata","Achillea acuminata","Compositae","Lowland","Bu","China"
"Achnatherum extremiorientale (Hara) Keng ex P. C. Kuo","Stipa pekinensis","Poaceae","Lowland","Liu","China"
"Achnatherum inebrians (Hance) Keng","Stipa inebrians","Poaceae","Lowland","Liu","China"
"Achnatherum psilantherum Keng","Achnatherum psilantherum","Poaceae","Lowland","Liu","China"
"Achnatherum sibiricum (L.) Keng ex Tzvel. ","Stipa sibirica","Poaceae","Lowland","Liu","China"
"Achnatherum splendens (Trin.) Nevski","Stipa splendens","Poaceae","Generalist","Liu","China"
"Achnatherum splenolens","Stipa splendens","Poaceae","Generalist","Bu","China"
"Aconitum barbatum","Aconitum barbatum","Ranunculaceae","Lowland","Bu","China"
"Aconitum brunneum","Aconitum brunneum","Ranunculaceae","Strict","Bu","China"
"Aconitum flavum","Aconitum flavum","Ranunculaceae","Lowland","Bu","China"
"Aconitum gymnandrum","Aconitum gymnandrum","Ranunculaceae","Lowland","Bu","China"
"Aconitum gymnandrum Maxim.","Aconitum gymnandrum","Ranunculaceae","Lowland","Liu","China"
"Aconitum henryi","Aconitum henryi","Ranunculaceae","Lowland","Bu","China"
"Aconitum sinomontanum","Aconitum sinomontanum","Ranunculaceae","Lowland","Bu","China"
"Aconitum sinomontanum Nakai","Aconitum sinomontanum","Ranunculaceae","Lowland","Liu","China"
"Aconitum tanguticum","Aconitum tanguticum","Ranunculaceae","Strict","Bu","China"
"Acroglochin persicarioides (Poir.)Mog.","Acroglochin persicarioides","Amaranthaceae","Lowland","Liu","China"
"Acronema chinense","Acronema chinense","Apiaceae","Strict","Bu","China"
"Actaea cimicifuga","Actaea cimicifuga","Ranunculaceae","Lowland","Bu","China"
"Adenocaulon himalaicum","Adenocaulon himalaicum","Compositae","Lowland","Bu","China"
"Adenophora himalayana","Adenophora himalayana","Campanulaceae","Generalist","Bu","China"
"Adenophora liliifolioides","Adenophora liliifolioides","Campanulaceae","Generalist","Bu","China"
"Adenophora potaninii","Adenophora potaninii","Campanulaceae","Lowland","Bu","China"
"Adenophora potaninii Korsh.","Adenophora potaninii","Campanulaceae","Lowland","Liu","China"
"Adenophora stenanthina","Adenophora stenanthina","Campanulaceae","Lowland","Bu","China"
"Adenophora stenanthina (Ledeb.) Kitag.","Adenophora stenanthina","Campanulaceae","Lowland","Liu","China"
"Adonis amurensis","Adonis amurensis","Ranunculaceae","Lowland","Bu","China"
"Agrimonia pilosa","Agrimonia pilosa","Rosaceae","Lowland","Bu","China"
"Agrimonia pilosa Ledeb","Agrimonia pilosa","Rosaceae","Lowland","Liu","China"
"Agrostis gigantea","Agrostis gigantea","Poaceae","Lowland","Bu","China"
"Agrostis gigantea Roth","Agrostis gigantea","Poaceae","Lowland","Liu","China"
"Agrostis hookeriana","Agrostis hookeriana","Poaceae","Lowland","Bu","China"
"Agrostis hugoniana","Agrostis hugoniana","Poaceae","Lowland","Bu","China"
"Agrostis hugoniana Rendle","Agrostis hugoniana","Poaceae","Lowland","Liu","China"
"Agrostis perlaxa Pilger","Agrostis hookeriana","Poaceae","Lowland","Liu","China"
"Agrostis pilosula","Agrostis pilosula","Poaceae","Lowland","Bu","China"
"Agrostis stolonifera","Agrostis stolonifera","Poaceae","Lowland","Bu","China"
"Agrostis vinealis","Agrostis vinealis","Poaceae","Lowland","Bu","China"
"Ajania fruticulosa","Ajania fruticulosa","Compositae","Generalist","Bu","China"
"Ajania salicifolia","Ajania salicifolia","Compositae","Generalist","Bu","China"
"Ajania salicifolia (Mattf.) Poljak.","Ajania salicifolia","Compositae","Generalist","Liu","China"
"Ajania tenuifolia","Ajania tenuifolia","Compositae","Generalist","Bu","China"
"Ajania tenuifolia (Jocq.) Tzvel.","Ajania tenuifolia","Compositae","Generalist","Liu","China"
"Ajuga ciliata","Ajuga ciliata","Lamiaceae","Lowland","Bu","China"
"Ajuga lupulina","Ajuga lupulina","Lamiaceae","Lowland","Bu","China"
"Ajuga lupulina Maxim.","Ajuga lupulina","Lamiaceae","Lowland","Liu","China"
"Aletris alpestris Diels","Aletris alpestris","Nartheciaceae","Lowland","Liu","China"
"Aletris glandulifera","Aletris glandulifera","Nartheciaceae","Strict","Bu","China"
"Allium beesianum","Allium beesianum","Amaryllidaceae","Lowland","Bu","China"
"Allium chrysanthum","Allium chrysanthum","Amaryllidaceae","Generalist","Bu","China"
"Allium chrysocephalum","Allium chrysocephalum","Amaryllidaceae","Strict","Bu","China"
"Allium cyaneum","Allium cyaneum","Amaryllidaceae","Generalist","Bu","China"
"Allium cyaneum Regel","Allium cyaneum","Amaryllidaceae","Generalist","Liu","China"
"Allium cyathophorum","Allium cyathophorum","Amaryllidaceae","Generalist","Bu","China"
"Allium listera","Allium listera","Amaryllidaceae","Lowland","Bu","China"
"Allium macranthum","Allium macranthum","Amaryllidaceae","Lowland","Bu","China"
"Allium mongolicum","Allium mongolicum","Amaryllidaceae","Lowland","Bu","China"
"Allium ovalifolium","Allium ovalifolium","Amaryllidaceae","Lowland","Bu","China"
"Allium polyrhizum","Allium polyrhizum","Amaryllidaceae","Lowland","Bu","China"
"Allium prattii","Allium prattii","Amaryllidaceae","Generalist","Bu","China"
"Allium przewalskianum","Allium przewalskianum","Amaryllidaceae","Generalist","Bu","China"
"Allium ramosum","Allium ramosum","Amaryllidaceae","Lowland","Bu","China"
"Allium rude","Allium rude","Amaryllidaceae","Generalist","Bu","China"
"Allium rude J.M.Xu","Allium rude","Amaryllidaceae","Generalist","Liu","China"
"Allium sikkimense","Allium sikkimense","Amaryllidaceae","Generalist","Bu","China"
"Allium tanguticum","Allium tanguticum","Amaryllidaceae","Lowland","Bu","China"
"Allium victorialis","Allium victorialis","Amaryllidaceae","Strict","Bu","China"
"Allium victorialis","Allium victorialis","Amaryllidaceae","Strict","Mondoni","Italy"
"Allium victorialis L.","Allium victorialis","Amaryllidaceae","Strict","Liu","China"
"Amaranthus retroflexus","Amaranthus retroflexus","Amaranthaceae","Lowland","Bu","China"
"Amethystea caerulea","Amethystea caerulea","Lamiaceae","Lowland","Bu","China"
"Amethystea caerulea L.","Amethystea caerulea","Lamiaceae","Lowland","Liu","China"
"Ampelodesmos mauritanicus","Ampelodesmos mauritanicus","Poaceae","Lowland","Bu","China"
"Anaphalis aureo-punctata Lingelsh et Borza","Anaphalis aureopunctata","Compositae","Lowland","Liu","China"
"Anaphalis aureopunctata","Anaphalis aureopunctata","Compositae","Lowland","Bu","China"
"Anaphalis bicolor","Anaphalis bicolor","Compositae","Lowland","Bu","China"
"Anaphalis flavescens","Anaphalis flavescens","Compositae","Generalist","Liu","China"
"Anaphalis hancockii","Anaphalis hancockii","Compositae","Lowland","Bu","China"
"Anaphalis hancockii Maxim.","Anaphalis hancockii","Compositae","Lowland","Liu","China"
"Anaphalis lactea","Anaphalis lactea","Compositae","Lowland","Bu","China"
"Anaphalis lactea Maxim.","Anaphalis lactea","Compositae","Lowland","Liu","China"
"Anaphalis latialata","Anaphalis latialata","Compositae","Strict","Liu","China"
"Anaphalis margaritacea","Anaphalis margaritacea","Compositae","Lowland","Bu","China"
"Anaphalis margaritacea (L.) Benth. et Hook. f.","Anaphalis margaritacea","Compositae","Lowland","Liu","China"
"Anaphalis nepalensis","Anaphalis nepalensis","Compositae","Generalist","Bu","China"
"Androsace erecta","Androsace erecta","Primulaceae","Lowland","Bu","China"
"Androsace erecta Maxim.","Androsace erecta","Primulaceae","Lowland","Liu","China"
"Androsace gmelinii","Androsace gmelinii","Primulaceae","Generalist","Bu","China"
"Androsace gmelinii (Gaertn.) Roem. et Schuit.","Androsace gmelinii","Primulaceae","Generalist","Liu","China"
"Androsace mariae Kanitz.","Androsace tibetica","Primulaceae","Lowland","Liu","China"
"Androsace tibetica","Androsace tibetica","Primulaceae","Lowland","Bu","China"
"Anemone obtusiloba","Anemone obtusiloba","Ranunculaceae","Lowland","Bu","China"
"Anemone rivularis","Anemone rivularis","Ranunculaceae","Generalist","Bu","China"
"Anemone rivularis Buch.-Ham.","Anemone rivularis","Ranunculaceae","Generalist","Liu","China"
"Angealia nitica","Angelica nitida","Apiaceae","Lowland","Bu","China"
"Angelica dahurica","Angelica dahurica","Apiaceae","Lowland","Bu","China"
"Angelica laxifoliata","Angelica laxifoliata","Apiaceae","Lowland","Bu","China"
"Angelica nitida","Angelica nitida","Apiaceae","Lowland","Bu","China"
"Angelica nitida Wolff","Angelica nitida","Apiaceae","Lowland","Liu","China"
"Anisodus tanguticus","Anisodus tanguticus","Solanaceae","Generalist","Bu","China"
"Anisodus tanguticus (Maxinowicz) Pascher","Anisodus tanguticus","Solanaceae","Generalist","Liu","China"
"Anthriscus sylvestris","Anthriscus sylvestris","Apiaceae","Generalist","Bu","China"
"Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris","Apiaceae","Generalist","Liu","China"
"Aquilegia ecalcarata Maxim.","Aquilegia ecalcarata","Ranunculaceae","Lowland","Liu","China"
"Aquilegia oxysepala","Aquilegia oxysepala","Ranunculaceae","Lowland","Bu","China"
"Aquilegia oxysepala Trautv. et Mey. var. kansuensis Bruhl","Aquilegia oxysepala","Ranunculaceae","Lowland","Liu","China"
"Arabis hirsuta","Arabis hirsuta","Brassicaceae","Lowland","Bu","China"
"Arabis pendula L.","Catolobus pendulus","Brassicaceae","Generalist","Liu","China"
"Arctium lappa","Arctium lappa","Compositae","Lowland","Bu","China"
"Arctium lappa L.","Arctium lappa","Compositae","Lowland","Liu","China"
