"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Name","Longevity","Dispersal","Elevation","Days","Germinated","Tmax","Tmin","Light"
"Senecio thianshanicus ","Senecio","","thianshanicus",NA,NA,"","","gcc-81799",TRUE,"1.1","Accepted","Compositae","Senecio","","thianschanicus","","","Regel & Schmalh.","gcc-81799","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Senecio thianschanicus","P","wind",2800,60,24,25,10,0
"Senecio thianshanicus ","Senecio","","thianshanicus",NA,NA,"","","gcc-81799",TRUE,"1.1","Accepted","Compositae","Senecio","","thianschanicus","","","Regel & Schmalh.","gcc-81799","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Senecio thianschanicus","P","wind",2800,60,41,20,5,0
"Serratula centauroides Linn.","Serratula","","centauroides",NA,NA,"","Linn.","gcc-92039",TRUE,"1.1","Accepted","Compositae","Serratula","","centauroides","","","L.","gcc-92039","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula centauroides","P","wind",2800,60,3,25,10,0
"Serratula centauroides Linn.","Serratula","","centauroides",NA,NA,"","Linn.","gcc-92039",TRUE,"1.1","Accepted","Compositae","Serratula","","centauroides","","","L.","gcc-92039","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula centauroides","P","wind",2800,60,3,20,5,0
"Serratula centauroides Linn.","Serratula","","centauroides",NA,NA,"","Linn.","gcc-92039",TRUE,"1.1","Accepted","Compositae","Serratula","","centauroides","","","L.","gcc-92039","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula centauroides","P","wind",2800,60,0,25,10,0
"Serratula centauroides Linn.","Serratula","","centauroides",NA,NA,"","Linn.","gcc-92039",TRUE,"1.1","Accepted","Compositae","Serratula","","centauroides","","","L.","gcc-92039","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula centauroides","P","wind",2800,60,6,20,5,0
"Serratula centauroides Linn.","Serratula","","centauroides",NA,NA,"","Linn.","gcc-92039",TRUE,"1.1","Accepted","Compositae","Serratula","","centauroides","","","L.","gcc-92039","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula centauroides","P","wind",2800,60,2,25,10,0
"Serratula centauroides Linn.","Serratula","","centauroides",NA,NA,"","Linn.","gcc-92039",TRUE,"1.1","Accepted","Compositae","Serratula","","centauroides","","","L.","gcc-92039","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula centauroides","P","wind",2800,60,4,20,5,0
"Serratula sp","Serratula","","sp",NA,NA,"","","",FALSE,"1.1","","","Serratula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Serratula sp","P","wind",3000,60,17,20,5,0
"Serratula sp","Serratula","","sp",NA,NA,"","","",FALSE,"1.1","","","Serratula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Serratula sp","P","wind",3000,60,9,20,5,0
"Serratula sp","Serratula","","sp",NA,NA,"","","",FALSE,"1.1","","","Serratula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Serratula sp","P","wind",3000,60,18,25,10,0
"Serratula sp","Serratula","","sp",NA,NA,"","","",FALSE,"1.1","","","Serratula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Serratula sp","P","wind",3000,60,20,20,5,0
"Serratula sp","Serratula","","sp",NA,NA,"","","",FALSE,"1.1","","","Serratula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Serratula sp","P","wind",3000,60,20,25,10,0
"Serratula sp","Serratula","","sp",NA,NA,"","","",FALSE,"1.1","","","Serratula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Serratula sp","P","wind",3000,60,12,25,10,0
"Serratula strangulata","Serratula","","strangulata",NA,NA,"","","gcc-35200",TRUE,"1.1","Accepted","Compositae","Serratula","","strangulata","","","Iljin","gcc-35200","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula strangulata","P","unassisted",2202,40,4,20,5,12
"Serratula strangulata","Serratula","","strangulata",NA,NA,"","","gcc-35200",TRUE,"1.1","Accepted","Compositae","Serratula","","strangulata","","","Iljin","gcc-35200","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula strangulata","P","unassisted",2202,40,3,20,5,12
"Serratula strangulata","Serratula","","strangulata",NA,NA,"","","gcc-35200",TRUE,"1.1","Accepted","Compositae","Serratula","","strangulata","","","Iljin","gcc-35200","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Serratula strangulata","P","unassisted",2202,40,4,20,5,12
"Seseli seseloides(Fisch.et Mey.)","Seseli","","seseloides",NA,NA,"","(Fisch.et Mey.)","tro-1703227",TRUE,"1.1","Synonym","Apiaceae","Libanotis","","seseloides","","","(Fisch. & C.A. Mey. ex Turcz.) Turcz.","tro-1700442","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Libanotis seseloides","P","wind",2250,60,0,20,5,0
"Seseli seseloides(Fisch.et Mey.)","Seseli","","seseloides",NA,NA,"","(Fisch.et Mey.)","tro-1703227",TRUE,"1.1","Synonym","Apiaceae","Libanotis","","seseloides","","","(Fisch. & C.A. Mey. ex Turcz.) Turcz.","tro-1700442","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Libanotis seseloides","P","wind",2250,60,0,25,10,0
"Seseli seseloides(Fisch.et Mey.)","Seseli","","seseloides",NA,NA,"","(Fisch.et Mey.)","tro-1703227",TRUE,"1.1","Synonym","Apiaceae","Libanotis","","seseloides","","","(Fisch. & C.A. Mey. ex Turcz.) Turcz.","tro-1700442","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Libanotis seseloides","P","wind",2250,60,0,20,5,0
"Seseli seseloides(Fisch.et Mey.)","Seseli","","seseloides",NA,NA,"","(Fisch.et Mey.)","tro-1703227",TRUE,"1.1","Synonym","Apiaceae","Libanotis","","seseloides","","","(Fisch. & C.A. Mey. ex Turcz.) Turcz.","tro-1700442","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Libanotis seseloides","P","wind",2250,60,0,25,10,0
"Seseli seseloides(Fisch.et Mey.)","Seseli","","seseloides",NA,NA,"","(Fisch.et Mey.)","tro-1703227",TRUE,"1.1","Synonym","Apiaceae","Libanotis","","seseloides","","","(Fisch. & C.A. Mey. ex Turcz.) Turcz.","tro-1700442","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Libanotis seseloides","P","wind",2250,60,1,25,10,0
"Seseli seseloides(Fisch.et Mey.)","Seseli","","seseloides",NA,NA,"","(Fisch.et Mey.)","tro-1703227",TRUE,"1.1","Synonym","Apiaceae","Libanotis","","seseloides","","","(Fisch. & C.A. Mey. ex Turcz.) Turcz.","tro-1700442","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Libanotis seseloides","P","wind",2250,60,0,20,5,0
"Seseli squarrulosum ","Seseli","","squarrulosum",NA,NA,"","","tro-1704742",TRUE,"1.1","Accepted","Apiaceae","Seseli","","squarrulosum","","","Shan & M.L. Sheh","tro-1704742","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Seseli squarrulosum","P","unassisted",2430,40,38,20,5,12
"Seseli squarrulosum ","Seseli","","squarrulosum",NA,NA,"","","tro-1704742",TRUE,"1.1","Accepted","Apiaceae","Seseli","","squarrulosum","","","Shan & M.L. Sheh","tro-1704742","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Seseli squarrulosum","P","unassisted",2430,40,40,20,5,12
"Seseli squarrulosum ","Seseli","","squarrulosum",NA,NA,"","","tro-1704742",TRUE,"1.1","Accepted","Apiaceae","Seseli","","squarrulosum","","","Shan & M.L. Sheh","tro-1704742","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Seseli squarrulosum","P","unassisted",2430,40,44,20,5,12
"Setaria viridis(L.)Beauv.,","Setaria","","viridis",NA,NA,"","(L.)Beauv.,","kew-442790",TRUE,"1.1","Accepted","Poaceae","Setaria","","viridis","","","(L.) P.Beauv.","kew-442790","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Setaria viridis","A","unassisted",2200,60,2,25,10,0
"Setaria viridis(L.)Beauv.,","Setaria","","viridis",NA,NA,"","(L.)Beauv.,","kew-442790",TRUE,"1.1","Accepted","Poaceae","Setaria","","viridis","","","(L.) P.Beauv.","kew-442790","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Setaria viridis","A","unassisted",2200,60,4,25,10,0
"Setaria viridis(L.)Beauv.,","Setaria","","viridis",NA,NA,"","(L.)Beauv.,","kew-442790",TRUE,"1.1","Accepted","Poaceae","Setaria","","viridis","","","(L.) P.Beauv.","kew-442790","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Setaria viridis","A","unassisted",2200,60,2,20,5,0
"Setaria viridis(L.)Beauv.,","Setaria","","viridis",NA,NA,"","(L.)Beauv.,","kew-442790",TRUE,"1.1","Accepted","Poaceae","Setaria","","viridis","","","(L.) P.Beauv.","kew-442790","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Setaria viridis","A","unassisted",2200,60,4,20,5,0
"Setaria viridis(L.)Beauv.,","Setaria","","viridis",NA,NA,"","(L.)Beauv.,","kew-442790",TRUE,"1.1","Accepted","Poaceae","Setaria","","viridis","","","(L.) P.Beauv.","kew-442790","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Setaria viridis","A","unassisted",2200,60,5,25,10,0
"Setaria viridis(L.)Beauv.,","Setaria","","viridis",NA,NA,"","(L.)Beauv.,","kew-442790",TRUE,"1.1","Accepted","Poaceae","Setaria","","viridis","","","(L.) P.Beauv.","kew-442790","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Setaria viridis","A","unassisted",2200,60,0,20,5,0
"Seteria glauca ","Seteria","","glauca",NA,NA,"","","",FALSE,"1.1","","","Seteria","","glauca",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Seteria glauca","A","unassisted",2172,40,45,20,5,12
"Seteria glauca ","Seteria","","glauca",NA,NA,"","","",FALSE,"1.1","","","Seteria","","glauca",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Seteria glauca","A","unassisted",2172,40,42,20,5,12
"Seteria glauca ","Seteria","","glauca",NA,NA,"","","",FALSE,"1.1","","","Seteria","","glauca",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Seteria glauca","A","unassisted",2172,40,44,20,5,12
"Sibbaldia procumbens var.aphanopetala","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3100,60,41,25,10,0
"Sibbaldia procumbens var.aphanopetala","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3100,60,28,25,10,0
"Sibbaldia procumbens var.aphanopetala","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3100,60,13,20,5,0
"Sibbaldia procumbens var.aphanopetala","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3100,60,24,20,5,0
"Sibbaldia procumbens var.aphanopetala","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3100,60,8,20,5,0
"Sibbaldia procumbens var.aphanopetala","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3100,60,40,25,10,0
"Sibbaldia procumbens var.aphanopetala ","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3832,40,49,20,5,12
"Sibbaldia procumbens var.aphanopetala ","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3832,40,49,20,5,12
"Sibbaldia procumbens var.aphanopetala ","Sibbaldia","","procumbens",NA,"var.","aphanopetala","","rjp-21",FALSE,"1.1","Accepted","Rosaceae","Sibbaldia","","procumbens","","","L.","rjp-21","Accepted",FALSE,FALSE,TRUE,2019-10-28,"Sibbaldia procumbens","P","unassisted",3832,40,44,20,5,12
"Sibiraea angustata","Sibiraea","","angustata",NA,NA,"","","rjp-6691",TRUE,"1.1","Accepted","Rosaceae","Sibiraea","","angustata","","","(Rehder) Hand.-Mazz.","rjp-6691","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sibiraea angustata","P","unassisted",3400,60,47,25,10,0
"Sibiraea angustata","Sibiraea","","angustata",NA,NA,"","","rjp-6691",TRUE,"1.1","Accepted","Rosaceae","Sibiraea","","angustata","","","(Rehder) Hand.-Mazz.","rjp-6691","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sibiraea angustata","P","unassisted",3400,60,51,20,5,0
"Sibiraea angustata","Sibiraea","","angustata",NA,NA,"","","rjp-6691",TRUE,"1.1","Accepted","Rosaceae","Sibiraea","","angustata","","","(Rehder) Hand.-Mazz.","rjp-6691","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sibiraea angustata","P","unassisted",3400,60,48,20,5,0
"Sibiraea angustata","Sibiraea","","angustata",NA,NA,"","","rjp-6691",TRUE,"1.1","Accepted","Rosaceae","Sibiraea","","angustata","","","(Rehder) Hand.-Mazz.","rjp-6691","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sibiraea angustata","P","unassisted",3400,60,49,20,5,0
"Sibiraea angustata","Sibiraea","","angustata",NA,NA,"","","rjp-6691",TRUE,"1.1","Accepted","Rosaceae","Sibiraea","","angustata","","","(Rehder) Hand.-Mazz.","rjp-6691","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sibiraea angustata","P","unassisted",3400,60,45,25,10,0
"Sibiraea angustata","Sibiraea","","angustata",NA,NA,"","","rjp-6691",TRUE,"1.1","Accepted","Rosaceae","Sibiraea","","angustata","","","(Rehder) Hand.-Mazz.","rjp-6691","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sibiraea angustata","P","unassisted",3400,60,41,25,10,0
"Siegesbeckia pubescens","Siegesbeckia","","pubescens",NA,NA,"","","",FALSE,"1.1","","","Siegesbeckia","","pubescens",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Siegesbeckia pubescens","P","wind",2188,40,11,20,5,12
"Siegesbeckia pubescens","Siegesbeckia","","pubescens",NA,NA,"","","",FALSE,"1.1","","","Siegesbeckia","","pubescens",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Siegesbeckia pubescens","P","wind",2188,40,8,20,5,12
"Siegesbeckia pubescens","Siegesbeckia","","pubescens",NA,NA,"","","",FALSE,"1.1","","","Siegesbeckia","","pubescens",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Siegesbeckia pubescens","P","wind",2188,40,16,20,5,12
"Silene apricum","Silene","","apricum",NA,NA,"","","tro-6300432",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","aprica","","","Turcz.","tro-6300432","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Silene aprica","A","unassisted",2160,40,48,20,5,12
"Silene apricum","Silene","","apricum",NA,NA,"","","tro-6300432",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","aprica","","","Turcz.","tro-6300432","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Silene aprica","A","unassisted",2160,40,45,20,5,12
"Silene apricum","Silene","","apricum",NA,NA,"","","tro-6300432",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","aprica","","","Turcz.","tro-6300432","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Silene aprica","A","unassisted",2160,40,50,20,5,12
"Silene conoidea L.","Silene","","conoidea",NA,NA,"","L.","kew-2485543",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","conoidea","","","L.","kew-2485543","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene conoidea","A","unassisted",2700,60,41,25,10,0
"Silene conoidea L.","Silene","","conoidea",NA,NA,"","L.","kew-2485543",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","conoidea","","","L.","kew-2485543","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene conoidea","A","unassisted",2700,60,44,25,10,0
"Silene conoidea L.","Silene","","conoidea",NA,NA,"","L.","kew-2485543",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","conoidea","","","L.","kew-2485543","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene conoidea","A","unassisted",2700,60,45,25,10,0
"Silene conoidea L.","Silene","","conoidea",NA,NA,"","L.","kew-2485543",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","conoidea","","","L.","kew-2485543","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene conoidea","A","unassisted",2700,60,45,20,5,0
"Silene conoidea L.","Silene","","conoidea",NA,NA,"","L.","kew-2485543",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","conoidea","","","L.","kew-2485543","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene conoidea","A","unassisted",2700,60,51,20,5,0
"Silene conoidea L.","Silene","","conoidea",NA,NA,"","L.","kew-2485543",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","conoidea","","","L.","kew-2485543","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene conoidea","A","unassisted",2700,60,50,20,5,0
"Silene fortunei","Silene","","fortunei",NA,NA,"","","tro-50098266",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","fortunei","","","Vis.","tro-50098266","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene fortunei","P","unassisted",2532,40,47,20,5,12
"Silene fortunei","Silene","","fortunei",NA,NA,"","","tro-50098266",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","fortunei","","","Vis.","tro-50098266","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene fortunei","P","unassisted",2532,40,43,20,5,12
"Silene fortunei","Silene","","fortunei",NA,NA,"","","tro-50098266",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","fortunei","","","Vis.","tro-50098266","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene fortunei","P","unassisted",2532,40,38,20,5,12
"Silene gracilzcaulis","Silene","","gracilzcaulis",NA,NA,"","","tro-50098316",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","gracilicaulis","","","C.L. Tang","tro-50098316","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Silene gracilicaulis","P","unassisted",2605,40,49,20,5,12
"Silene gracilzcaulis","Silene","","gracilzcaulis",NA,NA,"","","tro-50098316",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","gracilicaulis","","","C.L. Tang","tro-50098316","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Silene gracilicaulis","P","unassisted",2605,40,44,20,5,12
"Silene gracilzcaulis","Silene","","gracilzcaulis",NA,NA,"","","tro-50098316",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","gracilicaulis","","","C.L. Tang","tro-50098316","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Silene gracilicaulis","P","unassisted",2605,40,47,20,5,12
"Silene pterosperma","Silene","","pterosperma",NA,NA,"","","tro-50098321",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","pterosperma","","","Maxim.","tro-50098321","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene pterosperma","P","unassisted",2532,40,50,20,5,12
"Silene pterosperma","Silene","","pterosperma",NA,NA,"","","tro-50098321",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","pterosperma","","","Maxim.","tro-50098321","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene pterosperma","P","unassisted",2532,40,50,20,5,12
"Silene pterosperma","Silene","","pterosperma",NA,NA,"","","tro-50098321",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","pterosperma","","","Maxim.","tro-50098321","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Silene pterosperma","P","unassisted",2532,40,45,20,5,12
"Silene sp1","Silene","","sp1",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp1","A","unassisted",2900,60,36,20,5,0
"Silene sp1","Silene","","sp1",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp1","A","unassisted",2900,60,36,25,10,0
"Silene sp1","Silene","","sp1",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp1","A","unassisted",2900,60,44,20,5,0
"Silene sp1","Silene","","sp1",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp1","A","unassisted",2900,60,44,25,10,0
"Silene sp1","Silene","","sp1",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp1","A","unassisted",2900,60,39,20,5,0
"Silene sp1","Silene","","sp1",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp1","A","unassisted",2900,60,43,25,10,0
"Silene sp2","Silene","","sp2",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp2","A","unassisted",2900,60,45,25,10,0
"Silene sp2","Silene","","sp2",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp2","A","unassisted",2900,60,50,25,10,0
"Silene sp2","Silene","","sp2",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp2","A","unassisted",2900,60,43,20,5,0
"Silene sp2","Silene","","sp2",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp2","A","unassisted",2900,60,49,20,5,0
"Silene sp2","Silene","","sp2",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp2","A","unassisted",2900,60,47,20,5,0
"Silene sp2","Silene","","sp2",NA,NA,"","","",FALSE,"1.1","","","Silene","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Silene sp2","A","unassisted",2900,60,50,25,10,0
"Sinochasea trigyna ","Sinochasea","","trigyna",NA,NA,"","","kew-443109",TRUE,"1.1","Accepted","Poaceae","Sinochasea","","trigyna","","","Keng","kew-443109","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sinochasea trigyna","P","unassisted",3886,40,40,20,5,12
"Sinochasea trigyna ","Sinochasea","","trigyna",NA,NA,"","","kew-443109",TRUE,"1.1","Accepted","Poaceae","Sinochasea","","trigyna","","","Keng","kew-443109","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sinochasea trigyna","P","unassisted",3886,40,41,20,5,12
"Sinochasea trigyna ","Sinochasea","","trigyna",NA,NA,"","","kew-443109",TRUE,"1.1","Accepted","Poaceae","Sinochasea","","trigyna","","","Keng","kew-443109","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sinochasea trigyna","P","unassisted",3886,40,49,20,5,12
"Sisymbrium heteromallum ","Sisymbrium","","heteromallum",NA,NA,"","","tro-4103130",TRUE,"1.1","Accepted","Brassicaceae","Sisymbrium","","heteromallum","","","C.A. Mey.","tro-4103130","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sisymbrium heteromallum","P","ant",2229,40,9,20,5,12
"Sisymbrium heteromallum ","Sisymbrium","","heteromallum",NA,NA,"","","tro-4103130",TRUE,"1.1","Accepted","Brassicaceae","Sisymbrium","","heteromallum","","","C.A. Mey.","tro-4103130","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sisymbrium heteromallum","P","ant",2229,40,10,20,5,12
"Sisymbrium heteromallum ","Sisymbrium","","heteromallum",NA,NA,"","","tro-4103130",TRUE,"1.1","Accepted","Brassicaceae","Sisymbrium","","heteromallum","","","C.A. Mey.","tro-4103130","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sisymbrium heteromallum","P","ant",2229,40,4,20,5,12
"Solanum alatum ","Solanum","","alatum",NA,NA,"","","tro-100363270",TRUE,"1.1","Synonym","Solanaceae","Solanum","","hoehnei","","","C.V. Morton","tro-29607614","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Solanum hoehnei","A","unassisted",2172,40,49,20,5,12
"Solanum alatum ","Solanum","","alatum",NA,NA,"","","tro-100363270",TRUE,"1.1","Synonym","Solanaceae","Solanum","","hoehnei","","","C.V. Morton","tro-29607614","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Solanum hoehnei","A","unassisted",2172,40,50,20,5,12
"Solanum alatum ","Solanum","","alatum",NA,NA,"","","tro-100363270",TRUE,"1.1","Synonym","Solanaceae","Solanum","","hoehnei","","","C.V. Morton","tro-29607614","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Solanum hoehnei","A","unassisted",2172,40,46,20,5,12
"Sonchus arvensis","Sonchus","","arvensis",NA,NA,"","","gcc-48853",TRUE,"1.1","Accepted","Compositae","Sonchus","","arvensis","","","L.","gcc-48853","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sonchus arvensis","A/B","wind",2940,60,49,25,10,0
"Sonchus arvensis","Sonchus","","arvensis",NA,NA,"","","gcc-48853",TRUE,"1.1","Accepted","Compositae","Sonchus","","arvensis","","","L.","gcc-48853","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sonchus arvensis","A/B","wind",2940,60,51,20,5,0
"Sonchus arvensis","Sonchus","","arvensis",NA,NA,"","","gcc-48853",TRUE,"1.1","Accepted","Compositae","Sonchus","","arvensis","","","L.","gcc-48853","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sonchus arvensis","A/B","wind",2940,60,42,25,10,0
"Sonchus arvensis","Sonchus","","arvensis",NA,NA,"","","gcc-48853",TRUE,"1.1","Accepted","Compositae","Sonchus","","arvensis","","","L.","gcc-48853","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Sonchus arvensis","P","wind",2926,40,21,20,5,12
