"TPLName","Dormancy"
"Anisodus tanguticus","PD"
"Anisophyllea corneri","PD"
"Anisophyllea disticha","PD"
"Anisophyllea grandis","PD"
"Anisophyllea griffithii","PD"
"Anisoptera costata","ND"
"Anisoptera laevis","ND"
"Anisoptera marginata","ND"
"Anisoptera scaphula","ND"
"Anneslea fragrans","ND"
"Annickia polycarpa","MPD"
"Annona cherimola","MPD"
"Annona coriacea","MPD"
"Annona crassiflora","MPD"
"Annona glabra","MPD"
"Annona hypoglauca","MPD"
"Annona montana","MPD"
"Annona muricata","MD"
"Annona nitida","MPD"
"Annona reticulata","MD"
"Annona spraguei","MPD"
"Annona squamosa","MPD"
"Anoda cristata","PY"
"Anogeissus acuminata","PD"
"Anogeissus latifolia","PD"
"Anogeissus pendula","PD"
"Anonidium mannii","MD"
"Anopyxis klaineana","ND"
"Antenoron filiforme","PD"
"Anthemis cotula","PD"
"Anthemis glaberrima","PD"
"Anthemis leucanthemifolia","PD"
"Anthemis marschalliana","PD"
"Anthemis melampodina","PD"
"Anthemis ruthenica","PD"
"Anthericum ramosum","PD"
"Anthocleista grandiflora","PD"
"Anthocleista nobilis","ND"
"Anthodon panamense","PD"
"Anthonotha crassifolia","PY"
"Anthonotha fragrans","PY"
"Anthonotha macrophylla","PY"
"Anthospermum aethiopicum","PD"
"Anthospermum rigidum","PD"
"Anthostema aubryanum","ND"
"Anthotroche walcottii","PD"
"Anthoxanthum odoratum","PD"
"Anthriscus caucalis","MPD"
"Anthriscus sylvestris","MPD"
"Anthrocercis littorea","PD"
"Anthropodium milleflorum","MPD"
"Anthropodium minus","MPD"
"Anthropodium strictum","MPD"
"Anthurium gracileb","ND"
"Anthurium scherzerianum","ND"
"Anthyllis barba-jovis","PY"
"Anthyllis cytisoides","PY"
"Anthyllis lagascana","PY"
"Anthyllis maritima","PY"
"Anthyllis vulneraria","PY"
"Antiaris toxicaria","PD"
"Antidesma bunius","PD"
"Antidesma japonicum","ND"
"Antidesma montanum","PD"
"Antidesma neurocarpum","PD"
"Antidesma platyphyllum","PD"
"Antidesma sootepense","PD"
"Antirhea chinensis","PD"
"Antirrhinum majus","PD"
"Antrocaryon amazonicum","PD"
"Antrocaryon klaineanum","PD"
"Antrocaryon micraster","PD"
"Antrocaryon nannanii","ND"
"Apeiba glabra","PY"
"Apeiba membranacea","PY"
"Apeiba tibourbou","PY"
"Apera spica-venti","PD"
"Aphanamixis polystachya","PD"
"Aphananthe aspera","PD"
"Aphanes arvensis","PD"
"Aphanopetalum clematideum","ND"
"Apium graveolens","PD"
"Apium inundatum","PD"
"Apium prostratum","MD"
"Apium repens","MPD"
"Apocynum androsaemifolium","PD"
"Apocynum cannabinum","PD"
"Apodytes dimidiata","MPD"
"Aporosa arborea","ND"
"Aporosa aurea","ND"
"Aporosa benthamiana","ND"
"Aporosa cardiosperma","ND"
"Aporosa latifolia","PD"
"Aporosa lucida","ND"
"Aporosa microstachya","PD"
"Aporosa octandra","PD"
"Aporosa prainiana","ND"
"Aporosa stellifera","PD"
"Aporrhiza urophylla","ND"
"Aporusa villosa","PD"
"Aporusa wallichii","PD"
"Apterosperma oblata","PD"
"Apuleia leiocarpa","PY"
"Aquilaria agallocha","ND"
"Aquilaria beccariana","ND"
"Aquilaria crassna","PD"
"Aquilaria filaria","PD"
"Aquilaria hirta","ND"
"Aquilaria malaccensis","ND"
"Aquilaria microcarpa","ND"
"Aquilaria sinensis","ND"
"Aquilegia atrata","MPD"
"Aquilegia chrysantha","MPD"
"Aquilegia colchica","PD"
"Aquilegia oxysepala","MPD"
"Aquilegia vulgaris","MPD"
"Arabidopsis thaliana","PD"
"Arabis planisiliqua","PD"
"Arabis pumila","PD"
"Arachis hypogaea","PD"
"Aralia chinensis","MPD"
"Aralia continentalis","MPD"
"Aralia cordata","MPD"
"Aralia elata","MPD"
"Aralia excelsa","MPD"
"Aralia hispida","MPD"
"Aralia nudicaulis","MPD"
"Aralia racemosa","MPD"
"Aralia spinosa","MPD"
"Aralia thomsonii","MD"
"Araucaria angustifolia","PD"
"Araucaria araucana","PD"
"Araucaria bidwillii","PD"
"Araucaria columnaris","ND"
"Araucaria cunninghamii","PD"
"Araucaria heterophylla","ND"
"Araucaria hunsteinii","ND"
"Araujia sericifera","ND"
"Arbus precatorius","PY"
"Arbutus andrachne","PD"
"Arbutus canariensis","PD"
"Arbutus menziesii","PD"
"Arbutus unedo","PD"
"Arcangelisia flava","PD"
"Archidendron bubalinum","PY"
"Archidendron clypearia","ND"
"Archidendron contortum","ND"
"Archidendron ellipticum","ND"
"Archidendron globosum","ND"
"Archidendron lucidum","ND"
"Archidendron microcarpum","ND"
"Archidendron pahangense","ND"
"Archontophoenix alexandrae","MPD"
"Archontophoenix cunninghamiana","MPD"
"Arctium lappa","PD"
"Arctium minus","ND"
"Arctostaphylos glandulosa","PD"
"Arctostaphylos glauca","PD"
"Arctostaphylos patula","PD"
"Arctostaphylos uva-ursi","PD"
"Arctotheca calendula","PD"
"Arctotis fastuosa","PD"
"Arctotis stoechadifolia","PD"
"Arctous rubra","PD"
"Ardisia crassa","PD"
"Ardisia crenata","PD"
"Ardisia divergens","PD"
"Ardisia escallonioides","PD"
"Ardisia guianensis","PD"
"Ardisia kunstleri","PD"
"Ardisia oxyphylla","PD"
"Ardisia paniculata","PD"
"Ardisia quinquegona","PD"
"Ardisia standleyana","PD"
"Areca catechu","MPD"
"Areca concinna","MPD"
"Areca montana","MPD"
"Areca triandra","MPD"
"Areca vestiaria","MPD"
"Arenaria fontinalis","PD"
"Arenaria kansuensis","PD"
"Arenaria serpyllifolia","PD"
"Arenaria stricta","PD"
"Arenga engleri","MPD"
"Arenga microcarpa","MPD"
"Arenga obtusifolia","MPD"
"Arenga pinnata","MPD"
"Arenga tremula","MPD"
"Arenga undulatifolia","MPD"
"Arenga wightii","MPD"
"Argania spinosa","PD"
"Argemone glauca","MPD"
"Argemone mexicana","MPD"
"Argemone ochroleuca","MPD"
"Argroxiphium sandwicense","PD"
"Argyranthemum adauctum","PD"
"Argyranthemum broussonetii","PD"
"Argyranthemum coronopifolium","PD"
"Argyranthemum escarrei","PD"
"Argyranthemum foeniculaceum","PD"
"Argyranthemum frutescens","PD"
"Argyranthemum gracile","PD"
"Argyranthemum haouarytheum","PD"
"Argyranthemum hierrense","PD"
"Argyranthemum lemsii","PD"
"Argyranthemum maderense","PD"
"Argyranthemum sventenii","PD"
"Argyranthemum tenerifae","PD"
"Argyranthemum webbii","PD"
"Argyreia nervosa","PY"
"Argyrodendron trifoliolatum","ND"
"Argyrolobium uniflorum","PY"
"Argyrolobium zanonii","PY"
"Ariocarpus kotschoubeyanus","PD"
"Ariocarpus retusus","PD"
"Arisaema amurense","MPD"
"Arisaema dracontium","MPD"
"Arisaema erubescens","MPD"
"Arisaema triphyllum","MPD"
"Aristea africana","PD"
"Aristea capitata","PD"
"Aristea racemosa","PD"
"Aristida beyrichiana","PD"
"Aristida calycina","PD"
"Aristida congesta","PD"
"Aristida contorta","PD"
"Aristida gibbosa","PD"
"Aristida holathera","PD"
"Aristida latifolia","PD"
"Aristida longispica","PD"
"Aristida mendocina","ND"
"Aristida ramosa","PD"
"Aristida recurvata","PD"
"Aristida stipitata","PD"
"Aristida torta","PD"
"Aristida triseta","PD"
"Aristolochia kaempferi","MD"
"Aristolochia macrophylla","MPD"
"Aristolochia manshuriensis","MPD"
"Aristolochia tomentosa","MPD"
"Aristolochia triangularis","MD"
"Aristolochia zollingeriana","MD"
"Aristotelia chilensis","PD"
"Aristotelia serrata","PD"
"Armeria linkiana","PD"
"Armeria maritima","PD"
"Arnebia benthamii","PD"
"Arnocrinum preisii","MPD"
"Arnoglossum atriplicifolium","PD"
"Aronia arbutifolia","PD"
"Aronia melanocarpa","PD"
"Aronia prunifolia","PD"
"Arrabidea triplinervia","PD"
"Arrhenatherum elatius","PD"
"Artemisia absinthium","PD"
"Artemisia anethoides","PD"
"Artemisia arbuscula","PD"
"Artemisia argyi","PD"
"Artemisia biennis","PD"
"Artemisia caerulescens","PD"
"Artemisia californica","PD"
"Artemisia campestris","PD"
"Artemisia cana","ND"
"Artemisia desertorum","PD"
"Artemisia dracunculus","PD"
"Artemisia dubia","PD"
"Artemisia frigida","PD"
"Artemisia fukudo","PD"
"Artemisia gmelinii","ND"
"Artemisia hedinii","ND"
"Artemisia japonica","ND"
"Artemisia macrocephala","PD"
"Artemisia maritima","PD"
"Artemisia mauiensis","ND"
"Artemisia mongolica","ND"
"Artemisia monosperma","PD"
"Artemisia nova","PD"
"Artemisia ordosica","PD"
"Artemisia princeps","ND"
"Artemisia roxburghiana","PD"
"Artemisia santolinifolia","ND"
"Artemisia scoparia","PD"
"Artemisia sieversiana","PD"
"Artemisia sphaerocephala","PD"
"Artemisia triangularis","PD"
"Artemisia tridentata","PD"
"Artemisia vestita","PD"
"Artemisia vulgaris","PD"
"Arthropodium cirrhatum","MPD"
"Artocarpus altilis","PD"
"Artocarpus anisophyllus","ND"
"Artocarpus chama","ND"
"Artocarpus elasticus","ND"
"Artocarpus gomezianus","PD"
"Artocarpus heterophyllus","ND"
"Artocarpus hirsutus","ND"
"Artocarpus hypargyreus","PD"
"Artocarpus integer","PD"
"Artocarpus lacucha","ND"
"Artocarpus lanceifolius","ND"
"Artocarpus lowii","ND"
"Artocarpus nitidus","ND"
"Artocarpus nobilis","ND"
"Artocarpus odoratissimus","ND"
"Artocarpus rigidus","ND"
"Artocarpus styracifolius","ND"
"Arum maculatum","MPD"
"Arum orientale","PD"
"Aruncus dioicus","PD"
"Arundinaria gigantea","PD"
"Arytera littoralis","ND"
"Asarum canadense","MPD"
"Asarum europaeum","MPD"
"Asarum minus","MPD"
"Ascarina lucida","MPD"
"Asclepias amplexicaulis","PD"
"Asclepias curassavica","PD"
"Asclepias fascicularis","PD"
"Asclepias floridana","PD"
"Asclepias incarnata","PD"
"Asclepias meadii","PD"
"Asclepias ovalifolia","PD"
"Asclepias sullivantii","PD"
"Asclepias syriaca","PD"
"Asclepias tuberosa","PD"
"Asclepias viridiflora","PD"
"Asimina parviflora","MPD"
"Asimina triloba","MPD"
"Askidiosperma andreaeanum","PD"
"Askidiosperma andreanum","PD"
"Askidiosperma paniculatum","PD"
"Aspalathus abietina","PY"
"Aspalathus albens","PY"
"Aspalathus araneosa","PY"
"Aspalathus astroites","PY"
"Aspalathus capensis","PY"
"Aspalathus cephalotes","PY"
"Aspalathus divaricata","PY"
"Aspalathus ericifolia","PY"
"Aspalathus hispida","PY"
"Aspalathus radiata","PY"
"Aspalathus spicata","PY"
"Aspalathus spinescens","PY"
"Aspalathus spinosissima","PY"
"Asparagus acutifolius","MPD"
"Asparagus africanus","ND"
"Asparagus dauricus","PD"
"Asparagus laricinus","ND"
"Asparagus longiflorus","PD"
"Asparagus officinalis","MPD"
"Asparagus pearsonii","ND"
"Asparagus racemosus","PD"
"Asperugo procumbens","PD"
"Asphodelus fistulosus","PD"
"Asphodelus tenuifolius","MPD"
"Aspidopserma fendleri","ND"
"Aspidosperma album","ND"
"Aspidosperma cylindrocarpon","ND"
"Aspidosperma desmanthum","ND"
"Aspidosperma discolor","ND"
"Aspidosperma oblongum","ND"
"Aspidosperma parvifolium","ND"
"Aspidosperma polyneuron","ND"
"Aspidosperma pyrifolium","ND"
"Aspidosperma ramiflorum","ND"
"Aspidosperma spruceanum","ND"
"Aspidosperma subincanum","ND"
"Aspiodsperma cuspa","ND"
"Aspiodsperma dasycarpon","PD"
"Aspiodsperma macrocarpon","ND"
"Aspiodsperma tomentosum","ND"
"Astartea fascicularis","PD"
"Astelia fragrans","MPD"
"Astelia menziesiana","MPD"
"Aster ageratoides","PD"
"Aster albescens","ND"
"Aster amellus","PD"
"Aster diplostephioides","ND"
"Aster flaccidus","PD"
"Aster harveyanus","ND"
"Aster hispidus","ND"
"Aster kantoensis","PD"
"Aster poliothamnus","PD"
"Aster souliei","PD"
"Aster yunnanensis","ND"
"Asteranthera ovata","PD"
"Asterolasia buxifolia","PD"
"Asterolasia elegans","PD"
"Asteromyrtus brassii","ND"
"Asteromyrtus symphyocarpa","ND"
"Astilbe rubra","PD"
"Astracantha granatensis","PY"
"Astragalus adsurgens","PY"
"Astragalus bhotanensis","PY"
"Astragalus bibullatus","PY"
"Astragalus bisulcatus","PY"
"Astragalus borodinii","PY"
"Astragalus campylotrichus","PY"
"Astragalus canadensis","PY"
"Astragalus cicer","PY"
"Astragalus clerceanus","PY"
"Astragalus crassicarpus","PY"
"Astragalus cyclophyllon","PY"
"Astragalus dahuricus","PY"
"Astragalus danicus","PY"
"Astragalus falcatus","PY"
"Astragalus fenzelianus","PY"
"Astragalus filicaulis","PY"
"Astragalus floridus","PY"
"Astragalus frigidus","PY"
"Astragalus globiceps","PY"
"Astragalus glycyphyllos","PYPD"
"Astragalus hamosus","PY"
"Astragalus karelinianus","PY"
"Astragalus laguroides","PY"
"Astragalus lentiginosus","PY"
"Astragalus magdalenae","PY"
"Astragalus mahoschanicus","PY"
"Astragalus melilotoides","PY"
"Astragalus monadelphus","PY"
"Astragalus mongholicus","PY"
"Astragalus onobrychis","PY"
"Astragalus orbiculatus","PY"
"Astragalus pastorius","PY"
"Astragalus pehuenches","PY"
"Astragalus peterae","PY"
"Astragalus polycladus","PY"
"Astragalus propinquus","PY"
"Astragalus rytilobus","PY"
"Astragalus siliquosus","PY"
"Astragalus skythropos","PY"
"Astragalus stenoceras","PY"
"Astragalus sulcatus","PY"
"Astragalus tanguticus","PY"
"Astragalus tennesseensis","PY"
"Astragalus tibetanus","PY"
"Astragalus tongolensis","PY"
"Astragalus varius","PY"
"Astrantia major","MPD"
"Astrebla lappacea","PD"
"Astrebla pectinata","PD"
"Astrocaryum aculeatum","MPD"
"Astrocaryum chambira","MPD"
"Astrocaryum jauari","MPD"
"Astrocaryum standleyanum","MPD"
"Astrocaryum vulgare","MPD"
"Astroloma baxteri","MPD"
"Astroloma ciliatum","MPD"
"Astroloma epacridis","MPD"
"Astroloma macrocalyx","MPD"
"Astroloma microcalyx","MPD"
"Astroloma microdonta","MPD"
"Astroloma serratifolium","MPD"
"Astroloma xerophyllum","MPD"
"Astronium concinnum","ND"
"Astronium fraxinifolium","PD"
"Astronium graveolens","ND"
"Astronium lecointei","ND"
"Astronium urundeuva","PD"
"Astronium urunduna","PD"
"Astrophytum capricorne","PD"
"Astrophytum myriostigma","PD"
"Astrotricha floccosa","MPD"
"Asystasia gangetica","PD"
"Atalantia buxifolia","PD"
"Atalaya hemiglauca","PY"
"Atherosperma moschatum","PD"
"Athroisma stuhlmannii","PD"
"Athrotaxis cupressoides","PD"
"Athrotaxis selaginoides","ND"
"Atractogyne gabonii","ND"
"Atractylodes macrocephala","PD"
"Atraphaxis bracteata","PD"
"Atraphaxis spinosa","ND"
"Atraphaxis suaedifolia","PD"
"Atriplex amnicola","PD"
"Atriplex bunburyana","ND"
"Atriplex canescens","PD"
"Atriplex capensis","PD"
"Atriplex centralasiatica","PD"
"Atriplex confertifolia","PD"
"Atriplex cordobensis","PD"
"Atriplex cristata","PD"
"Atriplex dimorphostegia","PD"
"Atriplex gardneri","PD"
"Atriplex glabriuscula","PD"
"Atriplex gmelinii","PD"
"Atriplex griffithii","PD"
"Atriplex halimus","PD"
"Atriplex laciniata","PD"
"Atriplex laevis","PD"
"Atriplex lampa","PD"
"Atriplex lentiformis","PD"
"Atriplex leucophylla","PD"
"Atriplex lindleyi","PD"
"Atriplex littoralis","PD"
"Atriplex muelleri","PD"
"Atriplex nummularia","PD"
"Atriplex obovata","PD"
"Atriplex patula","PD"
"Atriplex polycarpa","PD"
"Atriplex prostrata","PD"
"Atriplex repanda","PD"
"Atriplex sagittata","PD"
"Atriplex semibaccata","PD"
"Atriplex sibirica","PD"
"Atriplex spongiosa","PD"
"Atriplex undulata","PD"
"Atriplex vesicaria","PD"
"Atropa belladonna","PD"
"Attalea dubia","MPD"
"Attalea leandroana","MPD"
"Attalea maripa","MPD"
"Attalea phalerata","MPD"
"Attalea rostrata","MPD"
"Attalea speciosa","MPD"
"Aubregrinia taiensis","PD"
"Aubrevillea kerstingii","ND"
"Aubrevillea platycarpa","ND"
"Aucoumea klaineana","ND"
"Aucuba japonica","MD"
"Audouinia capitata","PD"
"Aukoumea klaineana","ND"
"Aurinia saxatilis","PD"
"Austrocedrus chilensis","PD"
"Austroplenckia populnea","PD"
"Avena barbata","PD"
"Avena fatua","PD"
"Avena sativa","PD"
"Avena sterilis","PD"
"Averrhoa carambola","ND"
"Avicenna alba","ND"
"Avicenna officinalis","ND"
"Avicennia germinanscr","ND"
"Avicennia marinacr","ND"
"Avicennia officinaliscr","ND"
"Avicennia schauerianacr","ND"
"Axonopus canescens","PD"
"Axonopus compressus","PD"
"Axonopus fissifolius","PD"
"Axonopus siccus","PD"
"Axyris amaranthoides","PD"
"Axyris hybrida","PD"
"Axyris prostrata","PD"
"Azadirachta excelsa","ND"
"Azadirachta indica","ND"
"Azanza garckeana","ND"
"Azara integrifolia","PD"
"Azara lanceolata","PD"
"Azara petiolaris","PD"
"Azara serrata","PD"
"Azorella compacta","MPD"
"Aztekium ritteri","PD"
"Babingtonia behrii","PD"
"Babingtonia camphorosmae","PD"
"Baccaurea brevipes","PD"
"Baccaurea lanceolata","PD"
"Baccaurea macrocarpa","PD"
"Baccaurea maingayi","ND"
"Baccaurea minor","ND"
"Baccaurea motleyana","ND"
"Baccaurea parviflora","PD"
"Baccaurea polyneura","ND"
"Baccaurea pyriformis","ND"
"Baccaurea racemosa","PD"
"Baccaurea ramiflora","PD"
"Baccaurea reticulata","PD"
"Baccaurea sumatrana","ND"
"Baccharis angustifolia","PD"
"Baccharis crispa","PD"
"Baccharis dracunculifolia","ND"
"Baccharis halimifolia","PD"
"Baccharis neglecta","ND"
"Baccharis patagonica","ND"
"Baccharis pilularis","PD"
"Baccharis racemosa","ND"
"Baccharis retusa","ND"
"Baccharis salicina","PD"
"Baccharis sphaerocephala","ND"
"Baccharis tricuneata","ND"
"Baccharis trimera","PD"
"Bacopa acuminata","PD"
"Bactris acanthocarpa","MPD"
"Bactris gasipaes","MPD"
"Bactris major","MPD"
"Bactris rhaphidacantha","MPD"
"Baeckea diosmifolia","PD"
"Baeckea elderana","PD"
"Baeckea frutescens","PD"
"Baeckea grandiflora","PD"
"Baeckea imbricata","PD"
"Baeckea pachyphylla","PD"
"Baeckea robusta","PD"
"Baeckea staminosa","PD"
"Baeckea subcuneata","PD"
"Baeckea tenuiramea","PD"
"Baeckea uncinella","PD"
"Bagassa guianensis","ND"
"Bahiopsis laciniata","PD"
"Baillonella toxisperma","PD"
"Balakata baccata","PD"
"Balanites aegyptiaca","PD"
"Balanites roxburghii","PD"
"Balanites wilsoniana","PD"
"Balanocarpus heimii","ND"
"Balaustion pulcherrimum","PD"
"Baldellia ranunculoides","ND"
"Balfourodendron riedelianum","PD"
"Ballota africana","PD"
"Ballota nigra","PD"
"Balsamocarpon brevifolium","PY"
"Balsamorhiza sagittata","PD"
"Bambusa arnhemica","ND"
"Bambusa bambos","ND"
"Bambusa multiplex","ND"
"Bambusa polymorpha","ND"
"Bambusa tulda","ND"
"Banara arguta","ND"
"Banara guianensis","ND"
"Banksia aemula","ND"
"Banksia audax","PD"
"Banksia baueri","PD"
"Banksia baxteri","PD"
"Banksia benthamiana","PD"
"Banksia brownii","ND"
"Banksia burdettii","PD"
"Banksia caleyi","PD"
"Banksia coccinea","ND"
"Banksia cuneata","ND"
"Banksia dentata","ND"
"Banksia dryandroides","PD"
"Banksia elderiana","PD"
"Banksia elegans","PD"
"Banksia epica","ND"
"Banksia ericifolia","ND"
"Banksia goodii","PD"
"Banksia grandis","ND"
"Banksia hookeriana","ND"
"Banksia ilicifolia","PD"
"Banksia integrifolia","ND"
"Banksia laevigata","ND"
"Banksia lehmanniana","PD"
"Banksia lindleyana","PD"
"Banksia marginata","ND"
"Banksia media","PD"
"Banksia meisneri","ND"
"Banksia menziesii","PD"
"Banksia oblongifolia","ND"
"Banksia occidentalis","ND"
"Banksia oligantha","ND"
"Banksia petiolaris","PD"
"Banksia praemorsa","PD"
"Banksia pulchella","PD"
"Banksia quercifolia","PD"
"Banksia repens","PD"
"Banksia seminuda","ND"
"Banksia serrata","ND"
"Banksia solandrii","PD"
"Banksia speciosa","PD"
"Banksia sphaerocarpa","ND"
"Banksia tricuspis","PD"
"Banksia verticillata","ND"
"Banksia violacea","PD"
"Baphia kirkii","ND"
"Baphia leptobotrys","ND"
"Baphia nitida","ND"
"Baphia pubescens","ND"
"Baptisia alba","PY"
"Baptisia australis","PY"
"Baptisia bracteata","PY"
"Baptisia tinctoria","PY"
"Barbarea verna","PD"
"Barbarea vulgaris","PD"
"Barnardia japonica","MPD"
"Barringtonia asiatica","PD"
"Barringtonia chaniana","PD"
"Barringtonia macrostachya","PD"
"Barringtonia scortechinii","PD"
"Bartsia alpina","PD"
"Basella alba","ND"
"Bassia birchii","PD"
"Bassia dasyphylla","PD"
"Bassia prostrata","PD"
"Bassia scoparia","PD"
"Bastardiopsis densiflora","ND"
"Batesia floribunda","PY"
"Batrachium bungei","MPD"
"Bauhinia championii","PY"
"Bauhinia corymbosa","PY"
"Bauhinia divaricata","PY"
"Bauhinia forficata","ND"
"Bauhinia glauca","PY"
"Bauhinia longifolia","PY"
"Bauhinia malabarica","PY"
"Bauhinia monandra","ND"
"Bauhinia multinervia","ND"
"Bauhinia petersiana","PY"
"Bauhinia purpurea","ND"
"Bauhinia racemosa","PY"
"Bauhinia reticulata","PY"
"Bauhinia rufescens","PY"
"Bauhinia thonningii","PY"
"Bauhinia ungulata","PY"
"Bauhinia vahlii","ND"
"Bauhinia variegata","PY"
"Beaucarnea gracilis","ND"
"Beaufortia bracteosa","PD"
"Beaufortia decussata","PD"
"Beaufortia eriocephala","PD"
"Beaufortia incana","PD"
"Beaufortia interstans","PD"
"Beaufortia macrostemon","PD"
"Beaufortia micrantha","PD"
"Beaufortia orbifolia","PD"
"Beaufortia purpurea","PD"
"Beaufortia schaueri","PD"
"Beaufortia sparsa","PD"
"Beaufortia squarrosa","PD"
"Beckmannia eruciformis","PD"
"Beckmannia laguroidesd","PD"
"Beckmannia syzigachne","PD"
"Begonia boliviensis","PD"
"Begonia grandis","PD"
"Begonia hemsleyana","ND"
"Begonia luxurians","ND"
"Begonia peltatifolia","ND"
"Begonia psilophylla","ND"
"Begonia semperflorens-cultorum","ND"
"Begonia sp.","ND"
"Begonia valdensium","ND"
"Begonia wangii","ND"
"Behnia reticulata","PD"
"Beilschmiedia berteroana","PD"
"Beilschmiedia kweo","PD"
"Beilschmiedia madang","PD"
"Beilschmiedia mannii","ND"
"Beilschmiedia miersii","PD"
"Beilschmiedia pendula","ND"
"Beilschmiedia roxburghiana","ND"
"Beilschmiedia tawa","PD"
"Bellevalia desertorum","MPD"
"Bellevalia eigii","MPD"
"Bellevalia speciosa","MPD"
"Bellis perennis","PD"
"Bellucia grossularioides","ND"
"Bentinckia nicobarica","MPD"
"Berberis aggregata","PD"
"Berberis amplectens","PD"
"Berberis amurensis","MPD"
"Berberis aquifolium","PD"
"Berberis aristata","PD"
"Berberis canadensis","PD"
"Berberis cerasina","PD"
"Berberis circumserrata","PD"
"Berberis darwinii","PD"
"Berberis diaphana","PD"
"Berberis dictyophylla","PD"
"Berberis dubia","PD"
"Berberis fremontii","ND"
"Berberis haematocarpa","PD"
"Berberis heteropoda","PD"
"Berberis integerrima","PD"
"Berberis kansuensis","PD"
"Berberis koreana","PD"
"Berberis latifolia","PD"
"Berberis lycium","PD"
"Berberis microphylla","PD"
"Berberis nervosa","PD"
"Berberis nevinii","PD"
"Berberis oblonga","MPD"
"Berberis pinnata","PD"
"Berberis repens","PD"
"Berberis rotundifolia","PD"
"Berberis serrata","PD"
"Berberis sieboldii","PD"
"Berberis stapfiana","PD"
"Berberis thunbergii","PD"
"Berberis vernae","PD"
"Berberis vulgaris","PD"
"Berchemia discolor","PYPD"
"Berchemiella wilsonii","PD"
