FoCh name,Range,Habitat,Alpine,Min elevation,Max elevation,Standardized name,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
,3000-4500 m,"Abies forests, mountain summits, gravelly slopes; 3000-4500 m. S Gansu, SE Qinghai, E Xizang.",Stenoalpine,3000,4500,Sedum ulricae,Sedum ulricae,Sedum,,ulricae,NA,NA,,,tro-50198414,TRUE,1.1,Accepted,Crassulaceae,Sedum,,ulricae,,,Fröd.,tro-50198414,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3000-4600 m,"Alpine meadows or moist places, Picea forests; 3000-4600 m. Gansu, Qinghai, Shaanxi, Sichuan, Xizang.",Stenoalpine,3000,4600,Carex scabrirostris,Carex scabrirostris Kukenth.,Carex,,scabrirostris,NA,NA,,Kukenth.,kew-230671,TRUE,1.1,Accepted,Cyperaceae,Carex,,scabrirostris,,,Kük.,kew-230671,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-4700 m,"Shaded and wet places, open marshes, among shrubs, alpine meadows, grassy slopes, streamsides; 3000-4700 m. Gansu, Qinghai, Shaanxi, Sichuan, Xizang, Yunnan [Bhutan, Nepal].",Stenoalpine,3000,4700,Kobresia kansuensis,Kobresia kansuensis Kükenth.,Kobresia,,kansuensis,NA,NA,,Kükenth.,kew-251013,TRUE,1.1,Accepted,Cyperaceae,Kobresia,,kansuensis,,,Kük.,kew-251013,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-4700 m,"Grassy slopes, meadows, marshy ground, sandy bottoms, roadsides, disturbed ground; 3000-4700 m. SW Gansu, S Qinghai, W Sichuan, E Xizang (Yadong, Zayü), NW Yunnan [Bhutan, India (Assam, Sikkim), Nepal].",Stenoalpine,3000,4700,Poa sikkimensis,Poa tunicata Keng,Poa,,tunicata,NA,NA,,Keng,kew-437578,TRUE,1.1,Synonym,Poaceae,Poa,,sikkimensis,,,(Stapf) Bor,kew-437268,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-4700 m,"Rhododendron thickets, alpine meadows, scree slopes; 3000-4700 m. Guizhou, W Sichuan, SE Xizang, NW Yunnan [Bhutan, India (Sikkim), N Myanmar, E Nepal].",Stenoalpine,3000,4700,Saussurea pachyneura,Saussurea bodinieri Levl,Saussurea,,bodinieri,NA,NA,,Levl,gcc-102892,TRUE,1.1,Synonym,Compositae,Saussurea,,pachyneura,,,Franch.,gcc-136299,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3000-4800 m,"River banks, meadow slopes, scrub, alpine meadows, forests; 3000-4800 m. Gansu, Qinghai, Shaanxi, Shanxi, Sichuan, Xizang, Yunnan [Japan, Russia (E Siberia)].",Stenoalpine,3000,4800,Comastoma pulmonarium,Comastoma pulmonarium (Turcz.) Toyokuni,Comastoma,,pulmonarium,NA,NA,,(Turcz.) Toyokuni,kew-2732318,TRUE,1.1,Accepted,Gentianaceae,Comastoma,,pulmonarium,,,(Turcz.) Toyok.,kew-2732318,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-4800 m,"Alpine meadows; 3000-4800 m. S Gansu, Qinghai, W Sichuan, SE Xizang, NW Yunnan",Stenoalpine,3000,4800,Gentiana szechenyii,Gentiana szechenyii Kanitz ,Gentiana,,szechenyii,NA,NA,,Kanitz,kew-2821643,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,szechenyii,,,Kanitz,kew-2821643,Accepted,FALSE,FALSE,FALSE,28/10/2019
Ptilagrostis dichotoma,3000-4800 m,"Alpine meadows, grassy mountain slopes, forests, under shrubs; 3000-4800 m. Gansu, Nei Mongol, Qinghai, Shaanxi, Sichuan, Xizang, Yunnan [Bhutan, N India, Nepal].",Stenoalpine,3000,4800,Ptilagrastis dichotona,Ptilagrastis dichotona ,Ptilagrastis,,dichotona,NA,NA,,,,FALSE,1.1,,,Ptilagrastis,,dichotona,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,3000-4800 m,"Alpine meadows, grassy mountain slopes, forests, under shrubs; 3000-4800 m. Gansu, Nei Mongol, Qinghai, Shaanxi, Sichuan, Xizang, Yunnan [Bhutan, N India, Nepal].",Stenoalpine,3000,4800,Ptilagrostis dichotoma,Ptilagrostis dichotoma Keng ex Tzvel.,Ptilagrostis,,dichotoma,NA,NA,,Keng ex Tzvel.,kew-438542,TRUE,1.1,Unresolved,Poaceae,Ptilagrostis,,dichotoma,,,Keng ex Tzvelev,kew-438542,Unresolved,FALSE,FALSE,FALSE,06/09/2019
,3000-4800 m,"Alpine grasslands, thickets, meadows; 3000-4800 m. W Sichuan, NW Yunnan",Stenoalpine,3000,4800,Saussurea globosa,Saussurea globosa Chen,Saussurea,,globosa,NA,NA,,Chen,gcc-16556,TRUE,1.1,Accepted,Compositae,Saussurea,,globosa,,,F.H.Chen,gcc-16556,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-5000 m,"Grassy slopes, canopy gaps in forests, gravelly areas on mountains, swamp meadows; 3000-5000 m. Gansu, Qinghai, Sichuan, Xizang [Bhutan, ?India (Sikkim), Nepal].",Stenoalpine,3000,5000,Cremanthodium discoideum,Cremanthodium discoideum Maxim.,Cremanthodium,,discoideum,NA,NA,,Maxim.,gcc-144103,TRUE,1.1,Accepted,Compositae,Cremanthodium,,discoideum,,,Maxim.,gcc-144103,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-5000 m,"Hilly areas, alpine meadows, rocky slopes, forests; 3000-5000 m. Gansu, Qinghai, Sichuan, Xizang, Yunnan [Bhutan, India, Nepal, Paki­stan].",Stenoalpine,3000,5000,Tibetia himalaica,Tibetia himalaica (Baker) Tsui,Tibetia,,himalaica,NA,NA,,(Baker) Tsui,ild-45674,TRUE,1.1,Accepted,Leguminosae,Tibetia,,himalaica,,,(Baker) H.P.Tsui,ild-45674,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-5100 m,"Alpine grasslands, scree slopes, thickets, forest margins; 3000-5100 m. Gansu, Qinghai, Shaanxi, W Sichuan, SE Xizang, NW Yunnan [Bhutan].",Stenoalpine,3000,5100,Saussurea przewalskii,Saussurea przewalskii ,Saussurea,,przewalskii,NA,NA,,,gcc-13435,TRUE,1.1,Accepted,Compositae,Saussurea,,przewalskii,,,Maxim.,gcc-13435,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3000-5200 m,"Grassy or stony mountain slopes, alpine meadows; 3000-5200 m. Gansu, Qinghai, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Kashmir, E Kazakhstan, Kyrgyzstan, Tajikistan (Pamirs)].",Stenoalpine,3000,5200,Koeleria litvinowii,Koeleria litvinowii Dom.,Koeleria,,litvinowii,NA,NA,,Dom.,kew-421564,TRUE,1.1,Accepted,Poaceae,Koeleria,,litvinowii,,,Domin,kew-421564,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3000-5200 m,"Alpine meadows, thickets, crevices; 3000-5200 m. S Gansu, Qinghai, NW Sichuan, S Xinjiang, Xizang [Sikkim].",Stenoalpine,3000,5200,Urtica hyperborea,Urtica hyperborea,Urtica,,hyperborea,NA,NA,,,tro-50040598,TRUE,1.1,Accepted,Urticaceae,Urtica,,hyperborea,,,Jacq. ex Wedd.,tro-50040598,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3000-5300 m,"Open woodland, between bushes, sunny grassy slopes in high mountains; 3000-5300 m. Qinghai, Sichuan, Xizang, Yunnan [Bhutan, Nepal].",Stenoalpine,3000,5300,Duthiea brachypodium,Duthiea brachypodia ,Duthiea,,brachypodia,NA,NA,,,kew-410112,TRUE,1.1,Accepted,Poaceae,Duthiea,,brachypodium,,,(P.Candargy) Keng & Keng f.,kew-410112,Accepted,TRUE,FALSE,FALSE,28/10/2019
,3000-5300 m,"Bog meadows, alpine meadows and scrub, rocky places in high mountains; 3000-5300 m. Gansu, Qinghai, Xizang [Bhutan, NW India, Kashmir, Nepal, Sikkim]",Stenoalpine,3000,5300,Gentiana nubigena,Gentiana nubigena ,Gentiana,,nubigena,NA,NA,,,kew-2821036,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,nubigena,,,Edgew.,kew-2821036,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3000-5300 m,"Alpine scrub, meadows, rock crevices, streamsides, bogs; 3000-5300 m. S Gansu, Qinghai, Shaanxi (Taibai Shan), W Sichuan, NW Yunnan, Xizang [Bhutan, Kashmir, Nepal, Sikkim].",Stenoalpine,3000,5300,Saxifraga melanocentra,Saxifraga melamocentra,Saxifraga,,melamocentra,NA,NA,,,tro-29101839,TRUE,1.1,Accepted,Saxifragaceae,Saxifraga,,melanocentra,,,Franch.,tro-29101839,Accepted,TRUE,FALSE,FALSE,28/10/2019
,3000-5400 m,"Alpine and montane grasslands and steppes, meadows, thickets; 3000-5400 m. Gansu, Nei Mongol, Ningxia, Qinghai, W Sichuan, Xizang, NW Yunnan.",Stenoalpine,3000,5400,Saussurea graminea,Saussurea graminea,Saussurea,,graminea,NA,NA,,,gcc-101248,TRUE,1.1,Accepted,Compositae,Saussurea,,graminea,,,Dunn,gcc-101248,Accepted,FALSE,FALSE,FALSE,28/10/2019
Elymus burchan-buddae,3000-5500 m,"Forest margins, mountain slopes, lands along rivers, river banks; 3000-5500 m. Gansu, Nei Mongol, Qinghai, Sichuan, Xinjiang, Xizang, Yunnan [N India, ?Nepal].",Stenoalpine,3000,5500,Roegneria breviglumis,Roegneria breviglumis Keng,Roegneria,,breviglumis,NA,NA,,Keng,kew-439288,TRUE,1.1,Unresolved,Poaceae,Roegneria,,breviglumis,,,Keng & S.L.Chen,kew-439288,Unresolved,FALSE,FALSE,FALSE,06/09/2019
,3000--5600 m,"Scrub, montane meadows, stony areas, slopes, mossy areas, roadsides; 3000--5600 m. Qinghai, Sichuan, Xizang, Yunnan [Bhutan, India, Kashmir, Nepal, Pakistan, Sikkim].",Stenoalpine,3000,5600,Stellaria decumbens,Stellaria decumbens,Stellaria,,decumbens,NA,NA,,,tro-50097938,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,decumbens,,,Edgew.,tro-50097938,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3100-4500 m,"Alpine gravelly areas, alpine meadows, forests; 3100-4500 m. S Gansu, S Qinghai, W Sichuan, E Xizang, NW Yunnan [Bhutan, India (Sikkim), E Nepal].",Stenoalpine,3100,4500,Hedysarum sikkimense,Hedysarum sikkimense Benth.ex Baker.,Hedysarum,,sikkimense,NA,NA,,Benth.ex Baker.,ild-45356,TRUE,1.1,Accepted,Leguminosae,Hedysarum,,sikkimense,,,Baker,ild-45356,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3100-4500 m,"Moist places in valleys, marshy meadows, river beaches; 3100-4500 m. Gansu, Qinghai, Sichuan, Xizang",Stenoalpine,3100,4500,Parnassia trinervis,Parnassia trinervis Drude,Parnassia,,trinervis,NA,NA,,Drude,kew-2559805,TRUE,1.1,Accepted,Celastraceae,Parnassia,,trinervis,,,Drude,kew-2559805,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3100--4500 m,"Damp meadows, woodland margins; 3100--4500 m. S Gansu, E Qinghai, W Sichuan",Stenoalpine,3100,4500,Primula orbicularis,Primula orbicularis Hemsl.,Primula,,orbicularis,NA,NA,,Hemsl.,tro-26401525,TRUE,1.1,Accepted,Primulaceae,Primula,,orbicularis,,,Hemsl.,tro-26401525,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3100-5600 m,"Dry and open grassy places, wet alpine meadows, turf in wet habitats, rocky slopes, on sand and gravel beside rivers; 3100-5600 m. Gansu, Hebei, Nei Mongol, Qinghai, Shanxi, Sichuan, ?Xinjiang, Xizang, Yunnan [Bhutan, India (Himachal Pradesh, Sikkim, Uttarakhand), Kashmir, Myanmar, Nepal, Pakistan].",Stenoalpine,3100,5600,Kobresia pygmaea,Kobresia pygmaea C.B.Clarke,Kobresia,,pygmaea,NA,NA,,C.B.Clarke,kew-251066,TRUE,1.1,Accepted,Cyperaceae,Kobresia,,pygmaea,,,(C.B.Clarke) C.B.Clarke,kew-251066,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200-4200 m,"Stream and river banks, alpine meadows; 3200-4200 m. E Xizang [NW India, Nepal].",Stenoalpine,3200,4200,Gentiana stipitata,Gentiana stipitata Edgew.,Gentiana,,stipitata,NA,NA,,Edgew.,kew-2821596,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,stipitata,,,Edgew.,kew-2821596,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200-4500 m,"Alpine grassland, sandy grassland on riverbanks and lake shores; 3200-4500 m. Gansu, Qinghai, Sichuan, Xinjiang.",Stenoalpine,3200,4500,Lagotis brachystachya,Lagotis brachystachya Maxim.,Lagotis,,brachystachya,NA,NA,,Maxim.,tro-29208155,TRUE,1.1,Accepted,Plantaginaceae,Lagotis,,brachystachya,,,Maxim.,tro-29208155,Accepted,FALSE,FALSE,FALSE,06/09/2019
Leibnitzia nepalensis,3200-4600 m,"Grassy open areas, scrub, forest margins; 3200-4600 m. Sichuan, Xizang, Yunnan [Bhutan, India, Nepal, Pakistan].",Stenoalpine,3200,4600,Leibinitzia nepalensis,Leibinitzia nepalensis ,Leibinitzia,,nepalensis,NA,NA,,,,FALSE,1.1,,,Leibinitzia,,nepalensis,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,3200-4600 m,"Grassy open areas, scrub, forest margins; 3200-4600 m. Sichuan, Xizang, Yunnan [Bhutan, India, Nepal, Pakistan].",Stenoalpine,3200,4600,Leibnitzia nepalensis,Leibnitzia nepalensis (Kunze) Kitamura ,Leibnitzia,,nepalensis,NA,NA,,(Kunze) Kitamura,gcc-47844,TRUE,1.1,Accepted,Compositae,Leibnitzia,,nepalensis,,,(Kunze) Kitam.,gcc-47844,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200--4600 m,"Thickets; 3200--4600 m. W Gansu, Nei Mongol, Qinghai.",Stenoalpine,3200,4600,Pedicularis ternata,Pedicularis ternata Maxim.,Pedicularis,,ternata,NA,NA,,Maxim.,tro-29207487,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,ternata,,,Maxim.,tro-29207487,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200-4700 m,"Riverbanks, fields, grassy beaches, dry lake beds, sunny hillsides, pine forest margins; 3200-4700 m. Gansu, Qinghai, Sichuan, Xizang",Stenoalpine,3200,4700,Dracocephalum tanguticum,Dracocephalum tanguticum Maxim.,Dracocephalum,,tanguticum,NA,NA,,Maxim.,kew-63919,TRUE,1.1,Accepted,Lamiaceae,Dracocephalum,,tanguticum,,,Maxim.,kew-63919,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200--4700 m,"Thickets, meadows; 3200--4700 m. S Gansu, SE Qinghai, NW Sichuan.",Stenoalpine,3200,4700,Fritillaria unibracteata,Fritillaria unibracteata Hsiao et K. C. Hsia,Fritillaria,,unibracteata,NA,NA,,Hsiao et K. C. Hsia,kew-306935,TRUE,1.1,Accepted,Liliaceae,Fritillaria,,unibracteata,,,P.K.Hsiao & K.C.Hsia,kew-306935,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200--4800 m,"Grassy slopes, wet and alpine grasslands; 3200--4800 m. S Gansu, E Qinghai, Shaanxi, W Sichuan, E Xizang, NW Yunnan.",Stenoalpine,3200,4800,Aconitum tanguticum,Aconitum tanguticum (Maxim.) Stapf,Aconitum,,tanguticum,NA,NA,,(Maxim.) Stapf,kew-2619596,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,,tanguticum,,,(Maxim.) Stapf,kew-2619596,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3200-4800 m,"Damp grassy slopes; 3200-4800 m. Qinghai, Sichuan, Xizang, NW Yunnan.",Stenoalpine,3200,4800,Chamaesium paradoxum,Chamaesium paradoxum ,Chamaesium,,paradoxum,NA,NA,,,kew-2715759,TRUE,1.1,Accepted,Apiaceae,Chamaesium,,paradoxum,,,H.Wolff,kew-2715759,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3200-4800 m,"River banks, alpine meadows; 3200-4800 m. Gansu, Qinghai, W Sichuan, Xizang, NW Yunnan [Bhutan, India, Kashmir, Nepal, Sikkim].",Stenoalpine,3200,4800,Comastoma pedunculatum,Comastoma pedunculatum (Royle ex D.Don) Holub,Comastoma,,pedunculatum,NA,NA,,(Royle ex D.Don) Holub,kew-2732315,TRUE,1.1,Accepted,Gentianaceae,Comastoma,,pedunculatum,,,(Royle ex G.Don) Holub,kew-2732315,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3200--4800 m,"Ditches, wet meadows, bog margins; 3200--4800 m. E Qinghai, W Sichuan, E Xizang, NW Yunnan",Stenoalpine,3200,4800,Primula secundiflora,Primula secundiflora Franch.,Primula,,secundiflora,NA,NA,,Franch.,tro-26401393,TRUE,1.1,Accepted,Primulaceae,Primula,,secundiflora,,,Franch.,tro-26401393,Accepted,FALSE,FALSE,FALSE,28/10/2019
Acronema chinense,3200-4900 m,"Shrubby thickets, ravines, damp crevices on rocky slopes; 3200-4900 m. Gansu, Qinghai, Sichuan, Xizang.",Stenoalpine,3200,4900,Aeronema chinense,Aeronema chinense ,Aeronema,,chinense,NA,NA,,,,FALSE,1.1,,,Aeronema,,chinense,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
Astragalus tumbatsicus,3300-4100 m,"3300-4100 m. Xizang, Yunnan [Bhutan, Nepal].",Stenoalpine,3300,4100,Astragalus tanguticus,Astragalus tanguticus Batalin,Astragalus,,tanguticus,NA,NA,,Batalin,ild-44827,TRUE,1.1,Accepted,Leguminosae,Astragalus,,tanguticus,,,Batalin,ild-44827,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300-4200 m,"Alpine meadows, alpine scrub; 3300-4200 m. S Gansu, E Qing­hai, Sichuan, E Xizang, N Yunnan [N Nepal].",Stenoalpine,3300,4200,Hedysarum tanguticum,Hedysarum tanguticum B.Fedtsch.,Hedysarum,,tanguticum,NA,NA,,B.Fedtsch.,ild-45367,TRUE,1.1,Accepted,Leguminosae,Hedysarum,,tanguticum,,,B.Fedtsch.,ild-45367,Accepted,FALSE,FALSE,FALSE,06/09/2019
Poa araratica subsp. ianthina,3300-4200 m,"Open grassy slopes, subalpine forest margins; 3300-4200 m. Gansu, Hebei, Nei Mongol, Qinghai, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan.",Stenoalpine,3300,4200,Poa sinoglauca,Poa sinoglauca Ohwi,Poa,,sinoglauca,NA,NA,,Ohwi,kew-437283,TRUE,1.1,Accepted,Poaceae,Poa,,sinoglauca,,,Ohwi,kew-437283,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300--4300 m,"Forested slopes, grassy places, herb communities; 3300--4300 m. Gansu, Shaanxi, Sichuan",Stenoalpine,3300,4300,Aletris glandulifera,Aletris glandulifera ,Aletris,,glandulifera,NA,NA,,,kew-294701,TRUE,1.1,Accepted,Nartheciaceae,Aletris,,glandulifera,,,Bureau & Franch.,kew-294701,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300-4500 m,"Grassy slopes, scrub, forests, meadows at forest margins on N-facing slopes; 3300-4500 m. SE Gansu, S Qinghai, W Sichuan, E Xizang, NW Yunnan.",Stenoalpine,3300,4500,Codonopsis foetens,Codonopsis nervosa,Codonopsis,,nervosa,NA,NA,,,kew-367855,TRUE,1.1,Synonym,Campanulaceae,Codonopsis,,foetens,subsp.,nervosa,(Chipp) D.Y.Hong,kew-469013,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300--4700 m,"Mountain slopes, shady places in river valleys; 3300--4700 m. Xinjiang, Xizang [C Asia].",Stenoalpine,3300,4700,Potentilla pamiroalaica,Potentilla pamiroalaica,Potentilla,,pamiroalaica,NA,NA,,,rjp-11106,TRUE,1.1,Accepted,Rosaceae,Potentilla,,pamiroalaica,,,Juz.,rjp-11106,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300--4700 m,"Woodlands, streamsides, damp meadows, Picea-Rhododendron forests; 3300--4700 m. S Gansu, E Qinghai, Sichuan, E Xizang.",Stenoalpine,3300,4700,Primula tangutica,Primula tangutica Duthie,Primula,,tangutica,NA,NA,,Duthie,tro-26401535,TRUE,1.1,Accepted,Primulaceae,Primula,,tangutica,,,Duthie,tro-26401535,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3300--4800 m,"Wet places at ravine margins and riversides, moist streamsides, grasslands on mountain slopes; 3300--4800 m. Qinghai, Sichuan, Xizang, Yunnan [Afghanistan, Bhutan, India, Kashmir, Nepal, Sikkim].",Stenoalpine,3300,4800,Juncus sphacelatus,Juncus sphacelatus Decne,Juncus,,sphacelatus,NA,NA,,Decne,kew-315804,TRUE,1.1,Accepted,Juncaceae,Juncus,,sphacelatus,,,Decne.,kew-315804,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300-4800 m,"Swampy meadows, grassy slopes, open thickets; 3300-4800 m. Gansu, Qinghai, Sichuan, Xizang, Yunnan [Myanmar].",Stenoalpine,3300,4800,Megacarpaea delavayi,Megacarpaea delavayi Franch.,Megacarpaea,,delavayi,NA,NA,,Franch.,tro-4105717,TRUE,1.1,Accepted,Brassicaceae,Megacarpaea,,delavayi,,,Franch.,tro-4105717,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3300-4800 m,"Grassy slopes, stony, alluvial fans, ravine sides, thickets, grassy riverbanks; 3300-4800 m. Gansu, Qinghai, Sichuan, Xizang.",Stenoalpine,3300,4800,Nepeta coerulescens,Nepeta coerulescens ,Nepeta,,coerulescens,NA,NA,,,kew-134527,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,coerulescens,,,Maxim.,kew-134527,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3300-5500 m,"Dry grasslands, rocky and stepped slopes; 3300-5500 m. Gansu, Hebei, Nei Mongol, Qinghai, Shaanxi, Sichuan, Xinjiang, Xizang, Yunnan [Bhutan, India, Kazakhstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia (Siberia), Tajikistan, Uzbekistan].",Stenoalpine,3300,5500,Poa attenuata,Poa attenuata Trin.,Poa,,attenuata,NA,NA,,Trin.,kew-435297,TRUE,1.1,Accepted,Poaceae,Poa,,attenuata,,,Trin.,kew-435297,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3400--4100 m,Moist Abies forests; 3400--4100 m. NW and W Sichuan.,Stenoalpine,3400,4100,Pedicularis longipes,Pedicularis longipes Maxim.,Pedicularis,,longipes,NA,NA,,Maxim.,tro-29207082,TRUE,1.1,Accepted,Orobanchaceae,Pedicularis,,longipes,,,Maxim.,tro-29207082,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3400-4300 m,"Alpine grasslands and steppes, in sandy soils; 3400-4300 m. Gansu, Qinghai, NW Sichuan.",Stenoalpine,3400,4300,Saussurea kansuensis,Saussurea kansuensis ,Saussurea,,kansuensis,NA,NA,,,gcc-123295,TRUE,1.1,Accepted,Compositae,Saussurea,,kansuensis,,,Hand.-Mazz.,gcc-123295,Accepted,FALSE,FALSE,FALSE,28/10/2019
Trikeraia pappiformis,3400-4300 m,"Forest fringes, grassy mountain slopes, river banks; 3400-4300 m. Gansu, Qinghai, Sichuan, Xizang, Yunnan.",Stenoalpine,3400,4300,Stipa pappiformis,Trikeraia pappiformis ,Trikeraia,,pappiformis,NA,NA,,,kew-447254,TRUE,1.1,Synonym,Poaceae,Stipa,,pappiformis,,,Keng,kew-445474,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3400-4600 m,"Alpine meadows in thickets, lakesides, wet grasslands; 3400-4600 m. Gansu, Qinghai, Shaanxi, W Sichuan, E Xizang, NW Yunnan.",Stenoalpine,3400,4600,Carex kansuensis,Carex kansuensis Irelmes,Carex,,kansuensis,NA,NA,,Irelmes,kew-227735,TRUE,1.1,Accepted,Cyperaceae,Carex,,kansuensis,,,Nelmes,kew-227735,Accepted,FALSE,FALSE,FALSE,06/09/2019
,3400--4600 m,"Alpine meadows, grassy slopes, ravines; 3400--4600 m. SW Gansu, SE Qinghai, N and W Sichuan, E Xizang.",Stenoalpine,3400,4600,Pedicularis szetschuanica,Pedicularis szetschuanica subsp.szetschuanica,Pedicularis,,szetschuanica,NA,subsp.,szetschuanica,,tro-29207289,TRUE,1.1,Synonym,Orobanchaceae,Pedicularis,,szetschuanica,,,Maxim.,tro-29207249,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3400--4800 m,"Damp slopes, meadows; 3400--4800 m. Gansu, Qinghai, NW Sichuan",Stenoalpine,3400,4800,Allium chrysocephalum,Allium chrysocephalun ,Allium,,chrysocephalun,NA,NA,,,kew-295304,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,chrysocephalum,,,Regel,kew-295304,Accepted,TRUE,FALSE,FALSE,28/10/2019
,3400-4800 m," Picea forests, among shrubs, meadows; 3400-4800 m. Gansu, Qinghai, Sichuan, Xizang, Yunnan.",Stenoalpine,3400,4800,Astragalus tongolensis,Astragalus tongolensis Ulbr. var. glaber Pet.-Stib.,Astragalus,,tongolensis,NA,var.,glaber,Pet.-Stib.,ild-44876,FALSE,1.1,Accepted,Leguminosae,Astragalus,,tongolensis,,,Ulbr.,ild-44876,Accepted,FALSE,FALSE,TRUE,06/09/2019
,3500-4300 m,"Cupressus forests, grassy places, sunny slopes, exposed crevices; 3500-4300 m. Qinghai, W Sichuan, Xizang, Yunnan",Stenoalpine,3500,4300,Bromus sinensis,Bromus sinensis,Bromus,,sinensis,NA,NA,,,kew-401948,TRUE,1.1,Accepted,Poaceae,Bromus,,sinensis,,,Keng f.,kew-401948,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3500--4400 m,"Grassy slopes; 3500--4400 m. SW Gansu, W Sichuan",Stenoalpine,3500,4400,Delphinium souliei,Delphinium Souliei,Delphinium,,souliei,NA,NA,,,kew-2760402,TRUE,1.1,Accepted,Ranunculaceae,Delphinium,,souliei,,,Franch.,kew-2760402,Accepted,FALSE,FALSE,FALSE,28/10/2019
,3500--4500 m,"Alpine meadows; 3500--4500 m. SW Gansu, S Qinghai, NW Sichuan, E Xizang.",Stenoalpine,3500,4500,Delphinium pylzowii,Delphinium pylzowii Maxim. var. trigynum W.T. Wang,Delphinium,,pylzowii,NA,var.,trigynum,W.T. Wang,kew-2760297,FALSE,1.1,Accepted,Ranunculaceae,Delphinium,,pylzowii,,,Maxim. ex Regel,kew-2760297,Accepted,FALSE,FALSE,TRUE,06/09/2019
,3500-4600 m,"Alpine or subalpine steppes, meadows, rocky slopes; 3500-4600 m. SW Gansu, W Sichuan, Xizang",Stenoalpine,3500,4600,Artemisia desertorum,Artemisia desertorum Spreng. var. tongolensis Pamp.,Artemisia,,desertorum,NA,var.,tongolensis,Pamp.,gcc-110131,FALSE,1.1,Accepted,Compositae,Artemisia,,desertorum,,,Spreng.,gcc-110131,Accepted,FALSE,FALSE,TRUE,06/09/2019
,3500--4700 m,"Grassy slopes, alpine meadows; 3500--4700 m. S Gansu, E and S Qinghai, S Shaanxi, W Sichuan, NE and SE Xizang, NW Yunnan.",Stenoalpine,3500,4700,Trollius farreri,Trollius farreri Stapf,Trollius,,farreri,NA,NA,,Stapf,tro-27105295,TRUE,1.1,Accepted,Ranunculaceae,Trollius,,farreri,,,Stapf,tro-27105295,Accepted,FALSE,FALSE,FALSE,28/10/2019
