"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Draba sp2","Draba","","sp2",NA,NA,"","","",FALSE,"1.1","","","Draba","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Draba sp3","Draba","","sp3",NA,NA,"","","",FALSE,"1.1","","","Draba","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Dracocephalum sp.","Dracocephalum","","sp.",NA,NA,"","","",FALSE,"1.1","","","Dracocephalum","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Dracocephalum sp1","Dracocephalum","","sp1",NA,NA,"","","",FALSE,"1.1","","","Dracocephalum","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Dracocephalum sp2","Dracocephalum","","sp2",NA,NA,"","","",FALSE,"1.1","","","Dracocephalum","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Dracocephalum tangutica","Dracocephalum","","tangutica",NA,NA,"","","kew-63919",TRUE,"1.1","Accepted","Lamiaceae","Dracocephalum","","tanguticum","","","Maxim.","kew-63919","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Duthiea brachypodia","Duthiea","","brachypodia",NA,NA,"","","kew-410112",TRUE,"1.1","Accepted","Poaceae","Duthiea","","brachypodium","","","(P.Candargy) Keng & Keng f.","kew-410112","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Duthiea sp1","Duthiea","","sp1",NA,NA,"","","",FALSE,"1.1","","","Duthiea","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Duthiea sp2","Duthiea","","sp2",NA,NA,"","","",FALSE,"1.1","","","Duthiea","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Echinochloa colonum","Echinochloa","","colonum",NA,NA,"","","kew-410176",TRUE,"1.1","Accepted","Poaceae","Echinochloa","","colona","","","(L.) Link","kew-410176","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Echinochloa crusgalli var. mitis","Echinochloa","","crusgalli",NA,"var.","mitis","","",FALSE,"1.1","","","Echinochloa","","crusgalli","var.","mitis","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Elsholtzia densa var. calycocarpa","Elsholtzia","","densa",NA,"var.","calycocarpa","","kew-66731",TRUE,"1.1","Synonym","Lamiaceae","Elsholtzia","","densa","","","Benth.","kew-66730","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Elsholtzia densa var. ianthina","Elsholtzia","","densa",NA,"var.","ianthina","","kew-66732",TRUE,"1.1","Synonym","Lamiaceae","Elsholtzia","","densa","","","Benth.","kew-66730","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Elsholtzia densa.","Elsholtzia","","densa.",NA,NA,"","","kew-66730",TRUE,"1.1","Accepted","Lamiaceae","Elsholtzia","","densa","","","Benth.","kew-66730","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Elsholtzia feddeiBenth","Elsholtzia","","feddeibenth",NA,NA,"","","",FALSE,"1.1","","","Elsholtzia","","feddeibenth",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Elsholtzia saxatilis","Elsholtzia","","saxatilis",NA,NA,"","","kew-66803",TRUE,"1.1","Synonym","Lamiaceae","Elsholtzia","","serotina","","","Kom.","kew-66805","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Elymus atrattus(Nevski)Hand.-Mazz.","Elymus","","atrattus",NA,NA,"","(Nevski)Hand.-Mazz.","kew-410920",TRUE,"1.1","Accepted","Poaceae","Elymus","","atratus","","","(Nevski) Hand.-Mazz.","kew-410920","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Elymus cylindricus","Elymus","","cylindricus",NA,NA,"","","kew-411057",TRUE,"1.1","Synonym","Poaceae","Hordelymus","","europaeus","","","(L.) Jess. ex Harz","kew-419180","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Elymus excelsus Turcz.","Elymus","","excelsus",NA,NA,"","Turcz.","kew-411140",TRUE,"1.1","Synonym","Poaceae","Elymus","","dahuricus","","","Griseb.","kew-411062","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Elymus sibiricus L.","Elymus","","sibiricus",NA,NA,"","L.","kew-411563",TRUE,"1.1","Accepted","Poaceae","Elymus","","sibiricus","","","L.","kew-411563","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Elymus sp1","Elymus","","sp1",NA,NA,"","","kew-410917",TRUE,"1.1","Synonym","Poaceae","Elymus","","angulatus","","","J.Presl","kew-410875","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Elymus sp2","Elymus","","sp2",NA,NA,"","","kew-410917",TRUE,"1.1","Synonym","Poaceae","Elymus","","angulatus","","","J.Presl","kew-410875","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Epilobium angustifolium subsp. circumvagum","Epilobium","","angustifolium",NA,"subsp.","circumvagum","","kew-2790117",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","angustifolium","subsp.","circumvagum","Mosquin","kew-2790117","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Epilobium angustifolium ","Epilobium","","angustifolium",NA,NA,"","","kew-2790112",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","angustifolium","","","L.","kew-2790112","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Epilobium hirsutum Linn.","Epilobium","","hirsutum",NA,NA,"","Linn.","kew-2790521",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","hirsutum","","","L.","kew-2790521","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Epilobium paluster Linn.","Epilobium","","paluster",NA,NA,"","Linn.","kew-2790841",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","palustre","","","L.","kew-2790841","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Epilobium sp","Epilobium","","sp",NA,NA,"","","",FALSE,"1.1","","","Epilobium","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Eragrostis nigra Nees.","Eragrostis","","nigra",NA,NA,"","Nees.","kew-412904",TRUE,"1.1","Accepted","Poaceae","Eragrostis","","nigra","","","Nees ex Steud.","kew-412904","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Erigeron acer Linn.","Erigeron","","acer",NA,NA,"","Linn.","gcc-114301",TRUE,"1.1","Unresolved","Compositae","Erigeron","","acer","","","L.","gcc-114301","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Erigeron sp","Erigeron","","sp",NA,NA,"","","",FALSE,"1.1","","","Erigeron","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Erodium stephananum","Erodium","","stephananum",NA,NA,"","","kew-2798444",TRUE,"1.1","Accepted","Geraniaceae","Erodium","","stephanianum","","","Willd.","kew-2798444","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Eruca sativa Gars","Eruca","","sativa",NA,NA,"","Gars","kew-2798746",TRUE,"1.1","Synonym","Brassicaceae","Eruca","","vesicaria","","","(L.) Cav.","kew-2798757","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Euphorbia esula Linn.","Euphorbia","","esula",NA,NA,"","Linn.","kew-79567",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","esula","","","L.","kew-79567","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Euphorbia tibetica L..","Euphorbia","","tibetica",NA,NA,"","L..","kew-82534",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","tibetica","","","Boiss.","kew-82534","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Euphrasia sp1","Euphrasia","","sp1",NA,NA,"","","",FALSE,"1.1","","","Euphrasia","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Euphrasia sp2","Euphrasia","","sp2",NA,NA,"","","",FALSE,"1.1","","","Euphrasia","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Euphrasia sp3","Euphrasia","","sp3",NA,NA,"","","",FALSE,"1.1","","","Euphrasia","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Fagonum sp1","","","sp1",NA,NA,"","","",FALSE,"1.1","","","Fagonum","","sp1",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Fagonum sp2","","","sp2",NA,NA,"","","",FALSE,"1.1","","","Fagonum","","sp2",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Fagopyrum esculentum Moench","Fagopyrum","","esculentum",NA,NA,"","Moench","kew-2807310",TRUE,"1.1","Accepted","Polygonaceae","Fagopyrum","","esculentum","","","Moench","kew-2807310","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Festuca kirilowii","Festuca","","kirilowii",NA,NA,"","","kew-415500",TRUE,"1.1","Synonym","Poaceae","Festuca","","rubra","","","L.","kew-416502","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Festuca ovina Linn.","Festuca","","ovina",NA,NA,"","Linn.","kew-415853",TRUE,"1.1","Accepted","Poaceae","Festuca","","ovina","","","L.","kew-415853","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Festuca parrigluma","Festuca","","parrigluma",NA,NA,"","","kew-416226",TRUE,"1.1","Accepted","Poaceae","Festuca","","parvigluma","","","Steud.","kew-416226","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Festuca sinensis Keng","Festuca","","sinensis",NA,NA,"","Keng","kew-416803",TRUE,"1.1","Unresolved","Poaceae","Festuca","","sinensis","","","Keng f. & S.L.Lu","kew-416803","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Festuca sp","Festuca","","sp",NA,NA,"","","",FALSE,"1.1","","","Festuca","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Festuca sp.","Festuca","","sp.",NA,NA,"","","",FALSE,"1.1","","","Festuca","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Galium aparine Linn.var echinospermum","Galium","","aparine",NA,NA,"echinospermum","Linn.var","kew-85677",TRUE,"1.1","Synonym","Rubiaceae","Galium","","spurium","","","L.","kew-87547","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Galium boreale var. ciliatum","Galium","","boreale",NA,"var.","ciliatum","","kew-85840",TRUE,"1.1","Synonym","Rubiaceae","Galium","","boreale","","","L.","kew-85836","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Galium sp1.","Galium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Galium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Galium sp2.","Galium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Galium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentiana abaensis","Gentiana","","abaensis",NA,NA,"","","kew-2819806",TRUE,"1.1","Synonym","Gentianaceae","Gentiana","","spathulifolia","var.","abaensis","(T.N.Ho) Halda","kew-2821572","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana aristata Maxim","Gentiana","","aristata",NA,NA,"","Maxim","kew-2819981",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","aristata","","","Maxim.","kew-2819981","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana burkillii H.Smith in Hand-Mazz","Gentiana","","burkillii",NA,NA,"in","Hand-Mazz","kew-2820107",TRUE,"1.1","Synonym","Gentianaceae","Gentiana","","aquatica","var.","pseudoaquatica","(Kusn.) S.Agrawal","kew-2819960","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Gentiana dahurica Fisch.","Gentiana","","dahurica",NA,NA,"","Fisch.","kew-2820341",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","dahurica","","","Fisch.","kew-2820341","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana dahuriea","Gentiana","","dahuriea",NA,NA,"","","kew-2820341",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","dahurica","","","Fisch.","kew-2820341","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana decumbens L.F.","Gentiana","","decumbens",NA,NA,"","L.F.","kew-2820357",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","decumbens","","","L.f.","kew-2820357","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana macrophylla Pall","Gentiana","","macrophylla",NA,NA,"","Pall","kew-2820891",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","macrophylla","","","Pall.","kew-2820891","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana pseudo-aquatica Kusnez","Gentiana","","pseudo-aquatica",NA,NA,"","Kusnez","kew-2821263",TRUE,"1.1","Synonym","Gentianaceae","Gentiana","","aquatica","var.","pseudoaquatica","(Kusn.) S.Agrawal","kew-2819960","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana pudica","Gentiana","","pudica",NA,NA,"","","kew-2821287",TRUE,"1.1","Synonym","Gentianaceae","Gentiana","","prostrata","var.","pudica","(Maxim.) Kusn.","kew-2821256","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana purdomii Marq.","Gentiana","","purdomii",NA,NA,"","Marq.","kew-2821307",TRUE,"1.1","Synonym","Gentianaceae","Gentiana","","algida","var.","purdomii","(C.Marquand) T.N.Ho","kew-2819868","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana sino-ornata Balf.f.","Gentiana","","sino-ornata",NA,NA,"","Balf.f.","kew-2821554",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","sino-ornata","","","Balf.f.","kew-2821554","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana siphorantha","Gentiana","","siphorantha",NA,NA,"","","kew-2821558",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","siphonantha","","","Maxim. ex Kusn.","kew-2821558","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana sp1","Gentiana","","sp1",NA,NA,"","","",FALSE,"1.1","","","Gentiana","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentiana sp2","Gentiana","","sp2",NA,NA,"","","",FALSE,"1.1","","","Gentiana","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentiana straminea Marxim.","Gentiana","","straminea",NA,NA,"","Marxim.","kew-2821603",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","straminea","","","Maxim.","kew-2821603","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana striata Maxim","Gentiana","","striata",NA,NA,"","Maxim","kew-2821605",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","striata","","","Maxim.","kew-2821605","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentiana szechenyii Kanitz","Gentiana","","szechenyii",NA,NA,"","Kanitz","kew-2821643",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","szechenyii","","","Kanitz","kew-2821643","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentianopsis barbata (FrÖel.) Ma","Gentianopsis","","barbata",NA,NA,"","(FrÖel.) Ma","kew-2822414",TRUE,"1.1","Accepted","Gentianaceae","Gentianopsis","","barbata","","","(Froel.) Ma","kew-2822414","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentianopsis contorta (Royle) Ma","Gentianopsis","","contorta",NA,NA,"","(Royle) Ma","kew-2822423",TRUE,"1.1","Accepted","Gentianaceae","Gentianopsis","","contorta","","","(Royle) Ma","kew-2822423","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gentianopsis paludosa (Hook. f.) Ma var. ovato-deltoidea (Burk.) Ma ex T.N.Ho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gentianopsis paludosa var. alpina","Gentianopsis","","paludosa",NA,"var.","alpina","","kew-2822446",FALSE,"1.1","Accepted","Gentianaceae","Gentianopsis","","paludosa","","","(Hook.f.) Ma","kew-2822446","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Gentianopsis sp1","Gentianopsis","","sp1",NA,NA,"","","",FALSE,"1.1","","","Gentianopsis","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentianopsis sp2","Gentianopsis","","sp2",NA,NA,"","","",FALSE,"1.1","","","Gentianopsis","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentianopsis sp3","Gentianopsis","","sp3",NA,NA,"","","",FALSE,"1.1","","","Gentianopsis","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentianopsis sp4","Gentianopsis","","sp4",NA,NA,"","","",FALSE,"1.1","","","Gentianopsis","","sp4",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentianopsis sp5","Gentianopsis","","sp5",NA,NA,"","","",FALSE,"1.1","","","Gentianopsis","","sp5",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Gentianopsis sp6","Gentianopsis","","sp6",NA,NA,"","","",FALSE,"1.1","","","Gentianopsis","","sp6",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Geranium sibiricum L.","Geranium","","sibiricum",NA,NA,"","L.","kew-2824058",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","sibiricum","","","L.","kew-2824058","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Geranium sp1","Geranium","","sp1",NA,NA,"","","",FALSE,"1.1","","","Geranium","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Geranium sp2","Geranium","","sp2",NA,NA,"","","",FALSE,"1.1","","","Geranium","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Geranium wilfordii Maxim.","Geranium","","wilfordii",NA,NA,"","Maxim.","kew-2824280",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","wilfordii","","","Maxim.","kew-2824280","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Gueldenstaedtia sp","Gueldenstaedtia","","sp",NA,NA,"","","",FALSE,"1.1","","","Gueldenstaedtia","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Halenia elliptica ","Halenia","","elliptica",NA,NA,"","","kew-2837984",TRUE,"1.1","Accepted","Gentianaceae","Halenia","","elliptica","","","D.Don","kew-2837984","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Halenia sp.","Halenia","","sp.",NA,NA,"","","",FALSE,"1.1","","","Halenia","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Hedinia tibetiea","Hedinia","","tibetiea",NA,NA,"","","tro-4103887",TRUE,"1.1","Synonym","Brassicaceae","Smelowskia","","tibetica","","","(Thomson) Lipsky","tro-4105833","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Hedysarum sikkimense Benth.ex Baker.","Hedysarum","","sikkimense",NA,NA,"","Benth.ex Baker.","ild-45356",TRUE,"1.1","Accepted","Leguminosae","Hedysarum","","sikkimense","","","Baker","ild-45356","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Hedysarum sp.","Hedysarum","","sp.",NA,NA,"","","",FALSE,"1.1","","","Hedysarum","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Heracleum mollendorffii","Heracleum","","mollendorffii",NA,NA,"","","kew-2846067",TRUE,"1.1","Accepted","Apiaceae","Heracleum","","moellendorffii","","","Hance","kew-2846067","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Heteropappus crenatifoius","Heteropappus","","crenatifoius",NA,NA,"","","gcc-121634",TRUE,"1.1","Accepted","Compositae","Heteropappus","","crenatifolius","","","(Hand.-Mazz.) Grierson","gcc-121634","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Heteropappus crenatifolius (Hand.-Mazz.) Griers","Heteropappus","","crenatifolius",NA,NA,"","(Hand.-Mazz.) Griers","gcc-121634",TRUE,"1.1","Accepted","Compositae","Heteropappus","","crenatifolius","","","(Hand.-Mazz.) Grierson","gcc-121634","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Heteropappus hispidus(Thunb.)Less.","Heteropappus","","hispidus",NA,NA,"","(Thunb.)Less.","gcc-24956",TRUE,"1.1","Synonym","Compositae","Kalimeris","","hispida","","","(Thunb.) Nees","gcc-3931","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Heteropappus sp1","Heteropappus","","sp1",NA,NA,"","","",FALSE,"1.1","","","Heteropappus","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Heteropappus sp2","Heteropappus","","sp2",NA,NA,"","","",FALSE,"1.1","","","Heteropappus","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Hippuris valgaris","Hippuris","","valgaris",NA,NA,"","","kew-2851597",TRUE,"1.1","Accepted","Plantaginaceae","Hippuris","","vulgaris","","","L.","kew-2851597","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Hummlus lapulus cordifolius","Hummlus","","lapulus",NA,NA,"cordifolius","","kew-2877306",TRUE,"1.1","Synonym","Cannabaceae","Humulus","","lupulus","","","L.","kew-2855039","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Hyoscyamus niger Linn.","Hyoscyamus","","niger",NA,NA,"","Linn.","kew-2857441",TRUE,"1.1","Accepted","Solanaceae","Hyoscyamus","","niger","","","L.","kew-2857441","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Hypericum ascyron ","Hypericum","","ascyron",NA,NA,"","","kew-2857746",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","ascyron","","","L.","kew-2857746","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Hypericum attenuatum Choisy","Hypericum","","attenuatum",NA,NA,"","Choisy","kew-2857765",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","attenuatum","","","Fisch. ex Choisy","kew-2857765","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Hypericum chinense","Hypericum","","chinense",NA,NA,"","","kew-2906203",TRUE,"1.1","Synonym","Hypericaceae","Hypericum","","japonicum","","","Thunb.","kew-2858299","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Hypericum przewalskii ","Hypericum","","przewalskii",NA,NA,"","","kew-2858748",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","przewalskii","","","Maxim.","kew-2858748","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Incarvillea arguta (Royle)Royle","Incarvillea","","arguta",NA,NA,"","(Royle)Royle","kew-317201",TRUE,"1.1","Synonym","Bignoniaceae","Incarvillea","","diffusa","","","Royle","kew-317214","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Inula japonica Thunb.","Inula","","japonica",NA,NA,"","Thunb.","gcc-119061",TRUE,"1.1","Accepted","Compositae","Inula","","japonica","","","Thunb.","gcc-119061","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Iris lactea var.chinensis Koidz.","Iris","","lactea",NA,"var.","chinensis","Koidz.","kew-326132",TRUE,"1.1","Synonym","Iridaceae","Iris","","oxypetala","","","Bunge","kew-329378","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Iris tenuifolia Pall","Iris","","tenuifolia",NA,NA,"","Pall","kew-322479",TRUE,"1.1","Accepted","Iridaceae","Iris","","tenuifolia","","","Pall.","kew-322479","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Isodon glaucocalyx var.japonicus","Isodon","","glaucocalyx",NA,"var.","japonicus","","kew-454018",TRUE,"1.1","Synonym","Lamiaceae","Isodon","","japonicus","","","(Burm.f.) H.Hara","kew-102949","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Isodon sp","Isodon","","sp",NA,NA,"","","",FALSE,"1.1","","","Isodon","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Juncus amplifolium","Juncus","","amplifolium",NA,NA,"","","kew-314372",TRUE,"1.1","Accepted","Juncaceae","Juncus","","amplifolius","","","A.Camus","kew-314372","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Juncus effusus Linn.","Juncus","","effusus",NA,NA,"","Linn.","kew-314902",TRUE,"1.1","Accepted","Juncaceae","Juncus","","effusus","","","L.","kew-314902","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Juncus giganteus G. Sam.","Juncus","","giganteus",NA,NA,"","G. Sam.","kew-315075",TRUE,"1.1","Accepted","Juncaceae","Juncus","","giganteus","","","Sam.","kew-315075","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Juncus sp","Juncus","","sp",NA,NA,"","","",FALSE,"1.1","","","Juncus","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Juncus sphacelatus Decne","Juncus","","sphacelatus",NA,NA,"","Decne","kew-315804",TRUE,"1.1","Accepted","Juncaceae","Juncus","","sphacelatus","","","Decne.","kew-315804","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kalimeris mongalica","Kalimeris","","mongalica",NA,NA,"","","gcc-105749",TRUE,"1.1","Accepted","Compositae","Kalimeris","","mongolica","","","(Franch.) Kitam.","gcc-105749","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia bellardii(All.)Degl.","Kobresia","","bellardii",NA,NA,"","(All.)Degl.","kew-250944",TRUE,"1.1","Synonym","Cyperaceae","Kobresia","","myosuroides","","","(Vill.) Fiori","kew-251042","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia capilifolia","Kobresia","","capilifolia",NA,NA,"","","kew-250954",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","capillifolia","","","(Decne.) C.B.Clarke","kew-250954","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia capillifolia(Decne.)Clarke","Kobresia","","capillifolia",NA,NA,"","(Decne.)Clarke","kew-250954",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","capillifolia","","","(Decne.) C.B.Clarke","kew-250954","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia humilis(C.A.Mey.)Serg.","Kobresia","","humilis",NA,NA,"","(C.A.Mey.)Serg.","kew-251007",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","humilis","","","(C.A.Mey. ex Trautv.) Serg.","kew-251007","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia kansuensis Kükenth","Kobresia","","kansuensis",NA,NA,"","Kükenth","kew-251013",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","kansuensis","","","Kük.","kew-251013","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
