Original,Spelling,Original.clean,TPLName,Familia,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Pulsatilla vernalis,Pulsatilla vernalis,Pulsatilla vernalis,Anemone vernalis,Ranunculaceae,Pulsatilla,NA,vernalis,NA,NA,,,kew-2544131,TRUE,1.1,Synonym,Ranunculaceae,Anemone,,vernalis,,,L.,kew-2638789,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Pulsatilla violacea,Pulsatilla violacea,Pulsatilla violacea,Pulsatilla violacea,Ranunculaceae,Pulsatilla,NA,violacea,NA,NA,,,tro-27100132,TRUE,1.1,Accepted,Ranunculaceae,Pulsatilla,,violacea,,,Rupr.,tro-27100132,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Pycreus sanguinolentus (Vahl) Nees,Pycreus sanguinolentus (Vahl) Nees,Pycreus sanguinolentus,Pycreus sanguinolentus,Cyperaceae,Pycreus,NA,sanguinolentus,NA,NA,,(Vahl) Nees,kew-260462,TRUE,1.1,Accepted,Cyperaceae,Pycreus,,sanguinolentus,,,(Vahl) Nees,kew-260462,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Pyrethrum tatsienense,Pyrethrum tatsienense,Pyrethrum tatsienense,Pyrethrum tatsienense,Compositae,Pyrethrum,NA,tatsienense,NA,NA,,,gcc-101899,TRUE,1.1,Accepted,Compositae,Pyrethrum,,tatsienense,,,(Bureau & Franch.) Ling ex C.Shih,gcc-101899,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Pyrethrum tatsienense (Bur. et Franch.) Ling ex Shih,Pyrethrum tatsienense (Bur. et Franch.) Ling ex Shih,Pyrethrum tatsienense,Pyrethrum tatsienense,Compositae,Pyrethrum,NA,tatsienense,NA,NA,,(Bur. et Franch.) Ling ex Shih,gcc-101899,TRUE,1.1,Accepted,Compositae,Pyrethrum,,tatsienense,,,(Bureau & Franch.) Ling ex C.Shih,gcc-101899,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus acrophilus,Ranunculus acrophilus,Ranunculus acrophilus,Ranunculus acrophilus,Ranunculaceae,Ranunculus,NA,acrophilus,NA,NA,,,kew-2524614,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,acrophilus,,,B.G.Briggs,kew-2524614,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus anemoneus,Ranunculus anemoneus,Ranunculus anemoneus,Ranunculus anemoneus,Ranunculaceae,Ranunculus,NA,anemoneus,NA,NA,,,kew-2524266,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,anemoneus,,,F.Muell.,kew-2524266,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus brotherusii,Ranunculus brotherusii,Ranunculus brotherusii,Ranunculus brotherusii,Ranunculaceae,Ranunculus,NA,brotherusii,NA,NA,,,kew-2524701,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,brotherusii,,,Freyn,kew-2524701,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus clivicola,Ranunculus clivicola,Ranunculus clivicola,Ranunculus clivicola,Ranunculaceae,Ranunculus,NA,clivicola,NA,NA,,,kew-2523495,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,clivicola,,,B.G.Briggs,kew-2523495,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus dissectifolius,Ranunculus dissectifolius,Ranunculus dissectifolius,Ranunculus dissectifolius,Ranunculaceae,Ranunculus,NA,dissectifolius,NA,NA,,,kew-2523299,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,dissectifolius,,,F.Muell. ex Benth.,kew-2523299,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus graniticola,Ranunculus graniticola,Ranunculus graniticola,Ranunculus graniticola,Ranunculaceae,Ranunculus,NA,graniticola,NA,NA,,,kew-2523911,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,graniticola,,,Melville,kew-2523911,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus gunnianus,Ranunculus gunnianus,Ranunculus gunnianus,Ranunculus gunnianus,Ranunculaceae,Ranunculus,NA,gunnianus,NA,NA,,,kew-2523932,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,gunnianus,,,Hook.,kew-2523932,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus japonicus,Ranunculus japonicus,Ranunculus japonicus,Ranunculus japonicus,Ranunculaceae,Ranunculus,NA,japonicus,NA,NA,,,tro-27100460,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,japonicus,,,Thunb.,tro-27100460,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus lappaceus,Ranunculus lappaceus,Ranunculus lappaceus,Ranunculus lappaceus,Ranunculaceae,Ranunculus,NA,lappaceus,NA,NA,,,kew-2523796,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,lappaceus,,,Sm.,kew-2523796,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus montanum,Ranunculus montanum,Ranunculus montanum,Ranunculus montanus,Ranunculaceae,Ranunculus,NA,montanum,NA,NA,,,kew-2526428,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,montanus,,,Willd.,kew-2526428,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Ranunculus muellerii,Ranunculus muellerii,Ranunculus muellerii,Ranunculus muelleri,Ranunculaceae,Ranunculus,NA,muellerii,NA,NA,,,kew-2526197,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,muelleri,,,Buchanan,kew-2526197,Unresolved,TRUE,FALSE,FALSE,18/04/2020,Species
Ranunculus niphophilus,Ranunculus niphophilus,Ranunculus niphophilus,Ranunculus niphophilus,Ranunculaceae,Ranunculus,NA,niphophilus,NA,NA,,,kew-2526134,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,niphophilus,,,B.G.Briggs,kew-2526134,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus pedatifidus,Ranunculus pedatifidus,Ranunculus pedatifidus,Ranunculus pedatifidus,Ranunculaceae,Ranunculus,NA,pedatifidus,NA,NA,,,tro-27100807,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,pedatifidus,,,Sm.,tro-27100807,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus pimpinellifolius,Ranunculus pimpinellifolius,Ranunculus pimpinellifolius,Ranunculus pimpinellifolius,Ranunculaceae,Ranunculus,NA,pimpinellifolius,NA,NA,,,kew-2527090,TRUE,1.1,Unresolved,Ranunculaceae,Ranunculus,,pimpinellifolius,,,Hook.,kew-2527090,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus pulchellus,Ranunculus pulchellus,Ranunculus pulchellus,Ranunculus pulchellus,Ranunculaceae,Ranunculus,NA,pulchellus,NA,NA,,,kew-2526661,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,pulchellus,,,C.A.Mey.,kew-2526661,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus serpens,Ranunculus serpens,Ranunculus serpens,Ranunculus serpens,Ranunculaceae,Ranunculus,NA,serpens,NA,NA,,,kew-2870833,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,serpens,,,Schrank,kew-2870833,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ranunculus tanguticus (Maxim.) Ovcz.,Ranunculus tanguticus (Maxim.) Ovcz.,Ranunculus tanguticus,Ranunculus brotherusii,Ranunculaceae,Ranunculus,NA,tanguticus,NA,NA,,(Maxim.) Ovcz.,tro-27105097,TRUE,1.1,Synonym,Ranunculaceae,Ranunculus,,brotherusii,var.,tanguticus,(Maxim.) Tamura,kew-2891136,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhaponticum bicknellii,Rhaponticum bicknellii,Rhaponticum bicknellii,Rhaponticum bicknellii,Compositae,Rhaponticum,NA,bicknellii,NA,NA,,,gcc-140643,TRUE,1.1,Unresolved,Compositae,Rhaponticum,,bicknellii,,,"(Briq.) Banfi, Galasso & Soldano",gcc-140643,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Rheum palmatum,Rheum palmatum,Rheum palmatum,Rheum palmatum,Polygonaceae,Rheum,NA,palmatum,NA,NA,,,kew-2425567,TRUE,1.1,Accepted,Polygonaceae,Rheum,,palmatum,,,L.,kew-2425567,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhinanthus alectorolophus,Rhinanthus alectorolophus,Rhinanthus alectorolophus,Rhinanthus alectorolophus,Orobanchaceae,Rhinanthus,NA,alectorolophus,NA,NA,,,kew-2527354,TRUE,1.1,Accepted,Orobanchaceae,Rhinanthus,,alectorolophus,,,(Scop.) Pollich,kew-2527354,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhinanthus angustifolius,Rhinanthus angustifolius,Rhinanthus angustifolius,Rhinanthus serotinus,Orobanchaceae,Rhinanthus,NA,angustifolius,NA,NA,,,kew-2527361,TRUE,1.1,Synonym,Orobanchaceae,Rhinanthus,,serotinus,,,(Schönh.) Oborny,kew-2527923,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhinanthus glacialis,Rhinanthus glacialis,Rhinanthus glacialis,Rhinanthus glacialis,Orobanchaceae,Rhinanthus,NA,glacialis,NA,NA,,,tro-29205530,TRUE,1.1,Accepted,Orobanchaceae,Rhinanthus,,glacialis,,,Personnat,tro-29205530,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola dumulosa,Rhodiola dumulosa,Rhodiola dumulosa,Rhodiola dumulosa,Crassulaceae,Rhodiola,NA,dumulosa,NA,NA,,,tro-8903471,TRUE,1.1,Accepted,Crassulaceae,Rhodiola,,dumulosa,,,(Franch.) S.H. Fu,tro-8903471,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola dumulosa (Franch.) S.H.Fu,Rhodiola dumulosa (Franch.) S.H.Fu,Rhodiola dumulosa,Rhodiola dumulosa,Crassulaceae,Rhodiola,NA,dumulosa,NA,NA,,(Franch.) S.H.Fu,tro-8903471,TRUE,1.1,Accepted,Crassulaceae,Rhodiola,,dumulosa,,,(Franch.) S.H. Fu,tro-8903471,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola eurycarpa (Fröd.) S.H.Fu,Rhodiola eurycarpa (Fröd.) S.H.Fu,Rhodiola eurycarpa,Rhodiola macrocarpa,Crassulaceae,Rhodiola,NA,eurycarpa,NA,NA,,(Fröd.) S.H.Fu,tro-50199052,TRUE,1.1,Synonym,Crassulaceae,Rhodiola,,macrocarpa,,,(Praeger) S.H. Fu,tro-8903459,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola kirilowii,Rhodiola kirilowii,Rhodiola kirilowii,Rhodiola kirilowii,Crassulaceae,Rhodiola,NA,kirilowii,NA,NA,,,tro-8903424,TRUE,1.1,Accepted,Crassulaceae,Rhodiola,,kirilowii,,,(Regel) Maxim.,tro-8903424,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola kirilowii (Regel) Maxim.,Rhodiola kirilowii (Regel) Maxim.,Rhodiola kirilowii,Rhodiola kirilowii,Crassulaceae,Rhodiola,NA,kirilowii,NA,NA,,(Regel) Maxim.,tro-8903424,TRUE,1.1,Accepted,Crassulaceae,Rhodiola,,kirilowii,,,(Regel) Maxim.,tro-8903424,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola rosea,Rhodiola rosea,Rhodiola rosea,Sedum roseum,Crassulaceae,Rhodiola,NA,rosea,NA,NA,,,kew-2416694,TRUE,1.1,Synonym,Crassulaceae,Sedum,,roseum,,,(L.) Scop.,kew-2475525,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodiola tangutica,Rhodiola tangutica,Rhodiola tangutica,Rhodiola tangutica,Crassulaceae,Rhodiola,NA,tangutica,NA,NA,,,tro-50161640,TRUE,1.1,Accepted,Crassulaceae,Rhodiola,,tangutica,,,(Maxim.) S.H. Fu,tro-50161640,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhododendron anthopogonoides,Rhododendron anthopogonoides,Rhododendron anthopogonoides,Rhododendron anthopogonoides,Ericaceae,Rhododendron,NA,anthopogonoides,NA,NA,,,tro-50001544,TRUE,1.1,Accepted,Ericaceae,Rhododendron,,anthopogonoides,,,Maxim.,tro-50001544,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhododendron ferrugineum,Rhododendron ferrugineum,Rhododendron ferrugineum,Rhododendron ferrugineum,Ericaceae,Rhododendron,NA,ferrugineum,NA,NA,,,kew-2419736,TRUE,1.1,Accepted,Ericaceae,Rhododendron,,ferrugineum,,,L.,kew-2419736,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rhodophiala andicola,Rhodophiala andicola,Rhodophiala andicola,Rhodophiala andicola,Amaryllidaceae,Rhodophiala,NA,andicola,NA,NA,,,kew-286836,TRUE,1.1,Accepted,Amaryllidaceae,Rhodophiala,,andicola,,,(Poepp.) Traub,kew-286836,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ribes alpinum,Ribes alpinum,Ribes alpinum,Ribes alpinum,Grossulariaceae,Ribes,NA,alpinum,NA,NA,,,kew-2426163,TRUE,1.1,Accepted,Grossulariaceae,Ribes,,alpinum,,,L.,kew-2426163,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ribes petraeum,Ribes petraeum,Ribes petraeum,Ribes petraeum,Grossulariaceae,Ribes,NA,petraeum,NA,NA,,,kew-2426521,TRUE,1.1,Accepted,Grossulariaceae,Ribes,,petraeum,,,Wulfen,kew-2426521,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Richea continentis,Richea continentis,Richea continentis,Richea continentis,Ericaceae,Richea,NA,continentis,NA,NA,,,kew-2419176,TRUE,1.1,Unresolved,Ericaceae,Richea,,continentis,,,B.L.Burtt,kew-2419176,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Richea continentis ,Richea continentis ,Richea continentis,Richea continentis,Ericaceae,Richea,NA,continentis,NA,NA,,,kew-2419176,TRUE,1.1,Unresolved,Ericaceae,Richea,,continentis,,,B.L.Burtt,kew-2419176,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Rodgersia aesculifolia Batal.,Rodgersia aesculifolia Batal.,Rodgersia aesculifolia,Rodgersia aesculifolia,Saxifragaceae,Rodgersia,NA,aesculifolia,NA,NA,,Batal.,tro-29101768,TRUE,1.1,Accepted,Saxifragaceae,Rodgersia,,aesculifolia,,,Batalin,tro-29101768,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Roegneria breviglumis Keng,Roegneria breviglumis Keng,Roegneria breviglumis,Roegneria breviglumis,Poaceae,Roegneria,NA,breviglumis,NA,NA,,Keng,kew-439288,TRUE,1.1,Unresolved,Poaceae,Roegneria,,breviglumis,,,Keng & S.L.Chen,kew-439288,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Roegneria dura (Keng) Keng,Roegneria dura (Keng) Keng,Roegneria dura,Elymus durus,Poaceae,Roegneria,NA,dura,NA,NA,,(Keng) Keng,kew-439327,TRUE,1.1,Synonym,Poaceae,Elymus,,durus,,,(Keng) S.L.Chen,kew-450800,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Roegneria kokonorica Keng,Roegneria kokonorica Keng,Roegneria kokonorica,Elymus kokonoricus,Poaceae,Roegneria,NA,kokonorica,NA,NA,,Keng,kew-439379,TRUE,1.1,Synonym,Poaceae,Elymus,,kokonoricus,,,(Tzvelev) Á.Löve,kew-411281,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Roegneria nutans,Roegneria nutans,Roegneria nutans,Roegneria nutans,Poaceae,Roegneria,NA,nutans,NA,NA,,,kew-439421,TRUE,1.1,Unresolved,Poaceae,Roegneria,,nutans,,,(Keng) Keng & S.L.Chen,kew-439421,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Roegneria stricta Keng,Roegneria stricta Keng,Roegneria stricta,Elymus strictus,Poaceae,Roegneria,NA,stricta,NA,NA,,Keng,kew-439463,TRUE,1.1,Synonym,Poaceae,Elymus,,strictus,,,(Keng) S.L.Chen,kew-450798,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Roegneria varia Keng et S.L.Cheng,Roegneria varia Keng et S.L.Cheng,Roegneria varia,Elymus varius,Poaceae,Roegneria,NA,varia,NA,NA,,Keng et S.L.Cheng,kew-439494,TRUE,1.1,Synonym,Poaceae,Elymus,,varius,,,(Keng & S.L.Chen) Tzvelev,kew-411687,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rorippa elata,Rorippa elata,Rorippa elata,Rorippa elata,Brassicaceae,Rorippa,NA,elata,NA,NA,,,tro-4103129,TRUE,1.1,Accepted,Brassicaceae,Rorippa,,elata,,,(Hook. f. & Thomson) Hand.-Mazz.,tro-4103129,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rorippa palustris (L.) Bess.,Rorippa palustris (L.) Bess.,Rorippa palustris,Rorippa palustris,Brassicaceae,Rorippa,NA,palustris,NA,NA,,(L.) Bess.,kew-2417173,TRUE,1.1,Accepted,Brassicaceae,Rorippa,,palustris,,,(L.) Besser,kew-2417173,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex acetosa,Rumex acetosa,Rumex acetosa,Rumex acetosa,Polygonaceae,Rumex,NA,acetosa,NA,NA,,,kew-2424198,TRUE,1.1,Accepted,Polygonaceae,Rumex,,acetosa,,,L.,kew-2424198,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex alpestris,Rumex alpestris,Rumex alpestris,Rumex alpestris,Polygonaceae,Rumex,NA,alpestris,NA,NA,,,kew-2424128,TRUE,1.1,Accepted,Polygonaceae,Rumex,,alpestris,,,Jacq.,kew-2424128,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex alpinus,Rumex alpinus,Rumex alpinus,Rumex alpinus,Polygonaceae,Rumex,NA,alpinus,NA,NA,,,kew-2424141,TRUE,1.1,Accepted,Polygonaceae,Rumex,,alpinus,,,L.,kew-2424141,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex aquaticus,Rumex aquaticus,Rumex aquaticus,Rumex aquaticus,Polygonaceae,Rumex,NA,aquaticus,NA,NA,,,kew-2424118,TRUE,1.1,Accepted,Polygonaceae,Rumex,,aquaticus,,,L.,kew-2424118,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex crispus,Rumex crispus,Rumex crispus,Rumex crispus,Polygonaceae,Rumex,NA,crispus,NA,NA,,,kew-2424294,TRUE,1.1,Accepted,Polygonaceae,Rumex,,crispus,,,L.,kew-2424294,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex crispus L.,Rumex crispus L.,Rumex crispus,Rumex crispus,Polygonaceae,Rumex,NA,crispus,NA,NA,,L.,kew-2424294,TRUE,1.1,Accepted,Polygonaceae,Rumex,,crispus,,,L.,kew-2424294,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex nepalensis,Rumex nepalensis,Rumex nepalensis,Rumex nepalensis,Polygonaceae,Rumex,NA,nepalensis,NA,NA,,,kew-2424706,TRUE,1.1,Accepted,Polygonaceae,Rumex,,nepalensis,,,Spreng.,kew-2424706,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex nepalensis Spreng.,Rumex nepalensis Spreng.,Rumex nepalensis,Rumex nepalensis,Polygonaceae,Rumex,NA,nepalensis,NA,NA,,Spreng.,kew-2424706,TRUE,1.1,Accepted,Polygonaceae,Rumex,,nepalensis,,,Spreng.,kew-2424706,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex patientia,Rumex patientia,Rumex patientia,Rumex patientia,Polygonaceae,Rumex,NA,patientia,NA,NA,,,kew-2424661,TRUE,1.1,Accepted,Polygonaceae,Rumex,,patientia,,,L.,kew-2424661,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex patientia L.,Rumex patientia L.,Rumex patientia,Rumex patientia,Polygonaceae,Rumex,NA,patientia,NA,NA,,L.,kew-2424661,TRUE,1.1,Accepted,Polygonaceae,Rumex,,patientia,,,L.,kew-2424661,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex pseudonatronatus,Rumex pseudonatronatus,Rumex pseudonatronatus,Rumex pseudonatronatus,Polygonaceae,Rumex,NA,pseudonatronatus,NA,NA,,,kew-2424835,TRUE,1.1,Accepted,Polygonaceae,Rumex,,pseudonatronatus,,,(Borbás) Murb.,kew-2424835,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex pseudonatronatus (Borb.) Borb. ex Murb.,Rumex pseudonatronatus (Borb.) Borb. ex Murb.,Rumex pseudonatronatus,Rumex pseudonatronatus,Polygonaceae,Rumex,NA,pseudonatronatus,NA,NA,,(Borb.) Borb. ex Murb.,kew-2424835,TRUE,1.1,Accepted,Polygonaceae,Rumex,,pseudonatronatus,,,(Borbás) Murb.,kew-2424835,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rumex suffruticosus,Rumex suffruticosus,Rumex suffruticosus,Rumex suffruticosus,Polygonaceae,Rumex,NA,suffruticosus,NA,NA,,,kew-2418233,TRUE,1.1,Accepted,Polygonaceae,Rumex,,suffruticosus,,,J.Gay ex Meisn.,kew-2418233,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Austrodanthonia alpicola,Rytidosperma alpicola,Rytidosperma alpicola,Rytidosperma alpicola,Poaceae,Rytidosperma,NA,alpicola,NA,NA,,,kew-439753,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,alpicola,,,(Vickery) Connor & Edgar,kew-439753,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rytidosperma alpicola,Rytidosperma alpicola,Rytidosperma alpicola,Rytidosperma alpicola,Poaceae,Rytidosperma,NA,alpicola,NA,NA,,,kew-439753,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,alpicola,,,(Vickery) Connor & Edgar,kew-439753,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rytidosperma nudiflora,Rytidosperma nudiflora,Rytidosperma nudiflora,Rytidosperma nudiflorum,Poaceae,Rytidosperma,NA,nudiflora,NA,NA,,,kew-439796,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,nudiflorum,,,(P.Morris) Connor & Edgar,kew-439796,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Rytidosperma nudiflorum,Rytidosperma nudiflorum,Rytidosperma nudiflorum,Rytidosperma nudiflorum,Poaceae,Rytidosperma,NA,nudiflorum,NA,NA,,,kew-439796,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,nudiflorum,,,(P.Morris) Connor & Edgar,kew-439796,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rytidosperma pictum,Rytidosperma pictum,Rytidosperma pictum,Rytidosperma pictum,Poaceae,Rytidosperma,NA,pictum,NA,NA,,,kew-439805,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,pictum,,,(Nees & Meyen) Nicora,kew-439805,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Rytidosperma pumilum,Rytidosperma pumilum,Rytidosperma pumilum,Rytidosperma pumilum,Poaceae,Rytidosperma,NA,pumilum,NA,NA,,,kew-439812,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,pumilum,,,(Kirk) Connor & Edgar,kew-439812,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sagina nivalis,Sagina nivalis,Sagina nivalis,Sagina nivalis,Caryophyllaceae,Sagina,NA,nivalis,NA,NA,,,kew-2485245,TRUE,1.1,Accepted,Caryophyllaceae,Sagina,,nivalis,,,(Lindblad) Fr.,kew-2485245,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sagina saginoides,Sagina saginoides,Sagina saginoides,Sagina saginoides,Caryophyllaceae,Sagina,NA,saginoides,NA,NA,,,kew-2485284,TRUE,1.1,Accepted,Caryophyllaceae,Sagina,,saginoides,,,(L.) H.Karst.,kew-2485284,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salix myrsinifolia,Salix myrsinifolia,Salix myrsinifolia,Salix myrsinifolia,Salicaceae,Salix,NA,myrsinifolia,NA,NA,,,kew-5002803,TRUE,1.1,Accepted,Salicaceae,Salix,,myrsinifolia,,,Salisb.,kew-5002803,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salsola collina,Salsola collina,Salsola collina,Salsola collina,Amaranthaceae,Salsola,NA,collina,NA,NA,,,kew-2481563,TRUE,1.1,Accepted,Amaranthaceae,Salsola,,collina,,,Pall.,kew-2481563,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salvia flava,Salvia flava,Salvia flava,Salvia flava,Lamiaceae,Salvia,NA,flava,NA,NA,,,kew-182646,TRUE,1.1,Accepted,Lamiaceae,Salvia,,flava,,,Forrest ex Diels,kew-182646,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salvia przewalskii,Salvia przewalskii,Salvia przewalskii,Salvia przewalskii,Lamiaceae,Salvia,NA,przewalskii,NA,NA,,,kew-183597,TRUE,1.1,Accepted,Lamiaceae,Salvia,,przewalskii,,,Maxim.,kew-183597,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salvia przewalskii Maxim.,Salvia przewalskii Maxim.,Salvia przewalskii,Salvia przewalskii,Lamiaceae,Salvia,NA,przewalskii,NA,NA,,Maxim.,kew-183597,TRUE,1.1,Accepted,Lamiaceae,Salvia,,przewalskii,,,Maxim.,kew-183597,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salvia roborowskii,Salvia roborowskii,Salvia roborowskii,Salvia roborowskii,Lamiaceae,Salvia,NA,roborowskii,NA,NA,,,kew-183717,TRUE,1.1,Accepted,Lamiaceae,Salvia,,roborowskii,,,Maxim.,kew-183717,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salvia roborowskii Maxim.,Salvia roborowskii Maxim.,Salvia roborowskii,Salvia roborowskii,Lamiaceae,Salvia,NA,roborowskii,NA,NA,,Maxim.,kew-183717,TRUE,1.1,Accepted,Lamiaceae,Salvia,,roborowskii,,,Maxim.,kew-183717,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Salvia tricuspis,Salvia tricuspis,Salvia tricuspis,Salvia tricuspis,Lamiaceae,Salvia,NA,tricuspis,NA,NA,,,kew-184053,TRUE,1.1,Accepted,Lamiaceae,Salvia,,tricuspis,,,Franch.,kew-184053,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sambucus chinensis Lindl.,Sambucus chinensis Lindl.,Sambucus chinensis,Sambucus javanica,Adoxaceae,Sambucus,NA,chinensis,NA,NA,,Lindl.,tro-6000749,TRUE,1.1,Synonym,Adoxaceae,Sambucus,,javanica,,,Blume,tro-50111461,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Sanguisorba dodecandra,Sanguisorba dodecandra,Sanguisorba dodecandra,Sanguisorba dodecandra,Rosaceae,Sanguisorba,NA,dodecandra,NA,NA,,,rjp-4396,TRUE,1.1,Accepted,Rosaceae,Sanguisorba,,dodecandra,,,Moretti,rjp-4396,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
